English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Khmer Word
ovation	0	0	0	0	0	1	0	1	0	0	ovation
oven	0	0	0	0	0	0	0	0	0	0	ឡ
overalls	0	0	0	0	0	0	0	0	0	0	រួម
overbearing	1	0	0	0	0	1	0	0	0	0	ហួសចិត្ត
overburden	0	0	0	0	0	1	0	0	0	0	បន្ទុកលើស
overcast	0	0	0	0	0	1	0	0	0	0	ងងឹត
overcharged	0	0	0	0	0	0	0	0	0	0	គិតថ្លៃលើស
overcoat	0	0	0	0	0	0	0	0	0	0	អាវធំ
overdo	0	0	0	0	0	1	0	0	0	0	ហួសហេតុ
overdose	0	0	0	0	0	1	0	0	0	0	ជ្រុល
overdue	0	1	0	0	0	1	0	1	1	0	ហួសកាលកំណត់
overestimate	0	0	0	0	0	0	0	0	1	0	ប៉ាន់ស្មានលើស
overestimated	0	0	0	0	0	1	0	0	0	0	ប៉ាន់ស្មានលើស
overflow	0	0	0	0	0	1	0	0	0	0	ហៀរ
overflowing	0	0	0	0	0	0	0	0	0	0	ហៀរ
overgrown	0	0	0	0	0	1	0	0	0	0	overgrown
overgrowth	0	0	0	0	0	0	0	0	0	0	ការកើនឡើង
overhanging	0	0	0	0	0	0	0	0	0	0	ការព្យួរលើស
overhaul	0	0	0	0	0	0	0	0	0	0	ជួសជុលឡើងវិញ
overhead	0	0	0	0	0	0	0	0	0	0	លើស
overjoyed	0	0	0	0	1	0	1	0	0	0	រីករាយខ្លាំង
overlaid	0	0	0	0	0	0	0	0	0	0	ត្រួតលើគ្នា។
overlap	0	0	0	0	0	0	0	0	0	0	ត្រួតលើគ្នា។
overlay	0	0	0	0	0	0	0	0	0	0	ត្រួតលើគ្នា។
overload	0	0	0	0	0	1	0	1	0	0	លើសទម្ងន់
overlying	0	0	0	0	0	0	0	0	0	0	ហួសហេតុ
overpaid	0	0	0	0	0	1	0	0	0	0	បង់លើស
overpass	0	0	0	0	0	0	0	0	0	0	ស្ពានអាកាស
overpower	0	0	0	0	0	1	0	0	0	0	អំណាចលើស
overpowering	1	0	0	1	0	1	0	0	0	0	លើស​កម្លាំង
overpriced	1	0	1	0	0	1	0	1	0	0	លើស​តម្លៃ
override	0	0	0	0	0	0	0	0	0	0	បដិសេធ
overrule	0	0	0	0	0	0	0	0	0	0	លើសច្បាប់
overseer	0	0	0	0	0	0	0	0	0	0	អ្នកត្រួតពិនិត្យ
overshadow	0	0	0	0	0	0	0	0	0	0	ស្រមោល
oversight	0	0	0	0	0	1	0	0	0	0	ការត្រួតពិនិត្យ
overstate	0	0	0	0	0	0	0	0	0	0	ហួសកម្រិត
overstock	0	0	0	0	0	0	0	0	0	0	លើសស្តុក
overt	0	0	0	1	0	0	0	0	0	0	លើស
overtake	0	0	0	0	0	0	0	0	0	0	ជែង
overtaken	0	0	0	0	0	0	0	0	0	0	ជែង
overthrow	0	1	0	1	0	1	0	0	0	0	ផ្តួលរំលំ
overture	0	1	0	0	0	0	0	0	0	0	ហួសហេតុ
overturn	0	0	0	0	0	1	0	0	0	0	ក្រឡាប់
overwhelm	0	0	0	0	0	1	0	0	0	0	លើសលប់
overwhelmed	0	0	0	0	0	1	0	1	0	0	លើសលប់
overwhelming	0	0	0	0	0	0	1	0	0	0	លើសលប់
overzealous	0	0	0	0	0	0	0	0	0	0	ហួសចិត្ត
owe	0	0	0	0	0	0	0	0	0	0	ជំពាក់
owing	1	1	1	1	0	1	0	1	0	1	ជំពាក់
owner	0	0	0	0	0	0	0	0	0	0	ម្ចាស់
ownership	0	0	0	0	0	0	1	0	0	0	កម្មសិទ្ធិ
ox	0	0	0	0	0	0	0	0	0	0	គោ
oxidation	0	0	0	0	0	1	0	0	0	0	អុកស៊ីតកម្ម
oxygen	0	0	0	0	0	0	0	0	0	0	អុកស៊ីសែន
oxymoron	0	0	0	0	0	0	0	0	0	0	អុកស៊ីម៉ូរ៉ុន
oyster	0	0	0	0	0	0	0	0	0	0	អយស្ទ័រ
pace	0	0	0	0	0	0	0	0	0	0	ល្បឿន
pacific	0	0	0	0	0	0	1	0	0	0	ប៉ាស៊ីហ្វិក
pacify	0	0	0	0	0	0	0	0	0	0	ស្ងប់ស្ងាត់
pack	0	0	0	0	0	0	0	0	0	0	កញ្ចប់
package	0	0	0	0	0	0	0	0	0	0	កញ្ចប់
packer	0	0	0	0	0	0	0	0	0	0	អ្នកវេចខ្ចប់
packet	0	0	0	0	0	0	0	0	0	0	កញ្ចប់
pact	0	0	0	0	0	0	0	0	0	1	កតិកាសញ្ញា
pad	0	0	0	0	0	0	1	0	0	0	បន្ទះ
padding	0	0	0	0	0	0	1	0	0	0	ទ្រនាប់
paddle	0	1	0	0	0	0	1	0	0	0	paddle
paddock	0	0	0	0	0	0	0	0	0	0	paddock
paddy	0	0	0	0	0	0	0	0	0	0	ស្រូវ
padlock	0	0	0	0	0	0	0	0	0	0	សោ
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	អ្នកមិនជឿ
paganism	0	0	0	0	0	0	0	0	0	0	សាសនាមិនជឿ
page	0	0	0	0	0	0	0	0	0	0	ទំព័រ
pageant	0	0	0	0	0	0	0	0	0	0	បវរកញ្ញា
pagination	0	0	0	0	0	0	0	0	0	0	ការដាក់ទំព័រ
pagoda	0	0	0	0	0	0	0	0	0	0	វត្ត
pail	0	0	0	0	0	0	0	0	0	0	ថង់
pain	0	0	0	1	0	1	0	1	0	0	ការឈឺចាប់
pained	0	0	0	1	0	1	0	1	0	0	ឈឺចាប់
painful	1	0	1	1	0	1	0	1	0	0	ឈឺចាប់
painfully	0	0	0	0	0	1	0	1	0	0	ឈឺចាប់
painless	0	0	0	0	0	0	0	0	0	0	គ្មានការឈឺចាប់
pains	0	0	0	0	0	1	0	0	0	0	ការឈឺចាប់
painstaking	0	0	0	0	0	0	0	0	0	0	ការអត់ធ្មត់
paint	0	0	0	0	0	0	0	0	0	0	លាប
painted	0	0	0	0	0	0	0	0	0	0	លាប
painter	0	0	0	0	0	0	0	0	0	0	វិចិត្រករ
painting	0	0	0	0	0	0	0	0	0	0	គំនូរ
pair	0	0	0	0	0	0	0	0	0	0	គូ
pajamas	0	0	0	0	0	0	0	0	0	0	ខោទ្រនាប់
pal	0	0	0	0	0	0	0	0	0	0	មិត្ត
palace	0	0	0	0	0	0	0	0	0	0	វាំង
palatable	0	0	0	0	0	0	1	0	0	0	ក្រអូមមាត់
palate	0	0	0	0	0	0	0	0	0	0	ក្រអូមមាត់
paleontology	0	0	0	0	0	0	0	0	0	0	បុរាណវិទ្យា
palette	0	0	0	0	0	0	0	0	0	0	ក្ដារលាយ
pall	0	0	0	0	0	0	0	0	0	0	ប៉ោល
palladium	0	0	0	0	0	0	0	0	0	0	ប៉ាឡាដ្យូម
pallet	0	0	0	0	0	0	0	0	0	0	បន្ទះឈើ
palliative	0	0	0	0	0	0	1	0	0	0	ពិការ
palm	0	0	0	0	0	0	0	0	0	0	បាតដៃ
palmer	0	0	0	0	0	0	0	0	0	0	ផាលមឺរ
palpable	0	0	0	0	0	0	0	0	1	0	អាច​មើល​បាន
palsy	0	0	1	1	0	1	0	1	0	0	ពិការ
paltry	0	0	0	0	0	0	0	0	0	0	paltry
pamper	0	0	0	0	0	0	0	0	0	0	លួងលោម
pamphlet	0	0	0	0	0	0	0	0	0	0	ខិត្តប័ណ្ណ
pan	0	0	0	0	0	0	0	0	0	0	ខ្ទះ
panacea	0	0	0	0	0	0	1	0	0	0	panacea
panache	0	0	0	0	0	0	1	0	0	0	ស្លេកស្លាំង
pancake	0	0	0	0	0	0	0	0	0	0	នំផេនខេក
pandemic	0	0	0	1	0	1	0	1	0	0	ការរាតត្បាតសកល
panel	0	0	0	0	0	0	0	0	0	0	បន្ទះ
pang	0	0	0	0	0	1	0	0	1	0	ប៉ាង
panic	0	0	0	1	0	1	0	0	0	0	ការភ័យខ្លាច
panier	0	0	0	0	0	0	1	0	0	0	panier
panorama	0	0	0	0	0	0	0	0	0	0	ទេសភាព
panoramic	0	0	0	0	0	0	0	0	0	0	បែប Panoramic
pant	0	0	0	0	0	0	0	0	0	0	ខោ
pantheon	0	0	0	0	0	0	0	0	0	0	pantheon
panther	0	0	0	0	0	0	0	0	0	0	ខ្លារខិន
panties	0	0	0	0	0	0	0	0	0	0	ខោ
pantomime	0	0	0	0	0	0	0	0	0	0	ល្ខោនខោល។
pantry	0	0	0	0	0	0	0	0	0	0	អាហារដ្ឋាន
pants	0	0	0	0	0	0	0	0	0	0	ខោ
pap	0	0	0	0	0	0	0	0	0	0	ប៉ា
papacy	0	0	0	0	0	0	0	0	0	0	papacy
papal	0	0	0	0	0	0	0	0	0	0	សម្តេចប៉ាប
paper	0	0	0	0	0	0	0	0	0	0	ក្រដាស
paprika	0	0	0	0	0	0	1	0	0	0	paprika
papyrus	0	0	0	0	0	0	0	0	0	0	papyrus
par	0	0	0	0	0	0	0	0	0	0	ស្មើ
parable	0	0	0	0	0	0	0	0	0	0	ប្រស្នា
parabola	0	0	0	0	0	0	0	0	0	0	ប៉ារ៉ាបូឡា
parabolic	0	0	0	0	0	0	0	0	0	0	ប៉ារ៉ាបូល
parachute	0	0	0	1	0	0	0	0	0	0	ឆ័ត្រយោង
parade	0	1	0	1	1	1	1	0	1	0	ក្បួនដង្ហែ
paradigm	0	0	0	0	0	0	0	0	0	0	គំរូ
paradox	0	0	0	0	0	0	0	0	0	0	ភាពផ្ទុយគ្នា។
paradoxical	0	0	0	0	0	0	0	0	0	0	paradoxical
paraffin	0	0	0	0	0	0	0	0	0	0	ប៉ារ៉ាហ្វីន
paragon	0	1	0	0	1	0	1	0	0	1	ប៉ារ៉ាហ្គន
paragraph	0	0	0	0	0	0	0	0	0	0	កថាខណ្ឌ
parallax	0	0	0	0	0	0	0	0	0	0	parallax
parallel	0	0	0	0	0	0	0	0	0	0	ប៉ារ៉ាឡែល
parallelism	0	0	0	0	0	0	0	0	0	0	ភាពស្របគ្នា។
paralysis	1	1	0	1	0	1	0	1	0	0	ខ្វិន
paramount	0	0	0	0	0	0	1	0	0	0	សំខាន់
paranoia	0	0	0	1	0	1	0	0	0	0	ភាពភ័យស្លន់ស្លោ
parapet	0	0	0	0	0	0	0	0	0	0	parapet
paraphernalia	0	0	0	0	0	0	0	0	0	0	គ្រឿងបរិក្ខារ
paraphrase	0	0	0	0	0	1	1	0	0	0	ឃ្លា
parasite	0	0	1	1	0	1	0	0	0	0	ប៉ារ៉ាស៊ីត
parasol	0	0	0	0	0	0	0	0	0	0	ប៉ារ៉ាសុល
parcel	0	0	0	0	0	0	0	0	0	0	កញ្ចប់
parcels	0	0	0	0	0	0	0	0	0	0	ក្បាលដី
parchment	0	0	0	0	0	0	0	0	0	0	parchment
pardon	0	0	0	0	0	0	1	0	0	0	អត់ទោស
pare	1	1	0	1	0	1	0	1	0	0	ប៉ារ
parenchyma	0	0	0	0	0	0	0	0	0	0	parenchyma
parent	0	0	0	0	0	0	0	0	0	0	ឪពុកម្តាយ
parentage	0	0	0	0	0	0	1	0	0	0	មាតាបិតា
parental	0	0	0	0	0	0	0	0	0	0	មាតាបិតា
parenthesis	0	0	0	0	0	0	0	0	0	0	វង់ក្រចក
parenthetical	0	0	0	0	0	0	0	0	0	0	វង់ក្រចក
parietal	0	0	0	0	0	0	1	0	0	1	parietal
paring	0	0	0	0	0	0	0	0	0	0	paring
parish	0	0	0	0	0	0	0	0	0	1	ព្រះសហគមន៍កាតូលិក
parity	0	0	0	0	0	0	0	0	0	0	ភាពស្មើគ្នា
park	0	0	0	0	0	0	0	0	0	0	ឧទ្យាន
parlance	0	0	0	0	0	0	0	0	0	0	ពាក្យសំដី
parliament	0	0	0	0	0	0	0	0	0	1	សភា
parliamentary	0	0	0	0	0	0	0	0	0	0	សភា
parlor	0	0	0	0	0	0	0	0	0	0	បន្ទប់ជួល
parole	0	1	0	0	0	0	0	0	0	0	ការដោះលែង
parquet	0	0	0	0	0	0	0	0	0	0	parquet
parrot	0	0	1	0	0	1	0	0	0	0	សេក
parry	0	0	0	0	0	0	0	0	0	0	parry
parse	0	0	0	0	0	0	0	0	0	0	ញែក
parsimonious	0	0	0	0	0	1	0	0	0	0	parsimonious
parsimony	0	0	0	0	0	0	0	0	0	0	Parsimony
parsley	0	0	0	0	0	0	0	0	0	0	parsley
parson	0	0	0	0	0	0	0	0	0	0	សេក
part	0	0	0	0	0	0	0	0	0	0	ផ្នែក
partake	0	0	0	0	0	0	1	0	0	1	ទទួលទាន
partiality	0	0	0	0	0	0	0	0	0	0	ភាពលំអៀង
partially	0	0	0	0	0	0	0	0	0	0	មួយផ្នែក
participate	0	0	0	0	0	0	0	0	0	0	ចូលរួម
participation	0	0	0	0	0	0	1	0	0	0	ការចូលរួម
particle	0	0	0	0	0	0	0	0	0	0	ភាគល្អិត
particularity	0	0	0	0	0	0	0	0	0	0	ភាពពិសេស
particulars	0	0	0	0	0	0	0	0	0	0	ពិសេស
parting	0	0	0	0	0	0	0	1	0	0	ការបែកគ្នា។
partisan	0	0	0	0	0	1	0	0	0	0	បក្សពួក
partisanship	0	0	0	0	0	0	0	0	0	0	ភាពជាបក្ស
partition	0	0	0	0	0	0	0	0	0	0	ភាគថាស
partly	0	0	0	0	0	0	0	0	0	0	មួយផ្នែក
partner	0	0	0	0	0	0	1	0	0	0	ដៃគូ
partnership	0	0	0	0	0	0	1	0	0	1	ភាពជាដៃគូ
parts	0	0	0	0	0	0	0	0	0	0	ផ្នែក
party	0	0	0	0	0	0	0	0	0	0	ពិធីជប់លៀង
pas	0	0	0	0	0	0	0	0	0	0	ប៉ា
pass	0	0	0	0	0	0	0	0	0	0	ឆ្លងកាត់
passable	0	0	0	0	0	0	0	0	0	0	អាចឆ្លងកាត់បាន។
passage	0	0	0	0	0	0	0	0	0	0	ឆ្លងកាត់
passageway	0	0	0	0	0	0	0	0	0	0	ផ្លូវឆ្លងកាត់
passe	0	0	0	0	0	1	0	0	0	0	ឆ្លងកាត់
passenger	0	1	0	0	0	0	0	0	0	0	អ្នកដំណើរ
passim	0	0	0	0	0	0	0	0	0	0	passim
passing	0	0	0	0	0	0	0	0	0	0	ឆ្លងកាត់
passion	0	1	0	0	1	0	1	0	0	1	ចំណង់ចំណូលចិត្ត
passionate	0	1	0	0	1	0	1	0	0	1	ងប់ងល់
passive	0	0	0	0	0	1	0	0	0	0	អកម្ម
passivity	0	0	0	0	0	1	0	0	0	0	អកម្ម
passport	0	0	0	0	0	0	0	0	0	0	លិខិតឆ្លងដែន
past	0	0	0	0	0	0	0	0	0	0	អតីតកាល
paste	0	0	0	0	0	0	0	0	0	0	បិទភ្ជាប់
pastel	0	0	0	0	0	0	0	0	0	0	ពណ៌ pastel
pastime	0	0	0	0	0	0	1	0	0	0	ល្បែងកំសាន្ត
pastor	0	0	0	0	1	0	1	0	0	1	គ្រូគង្វាល
pastry	0	0	0	0	1	0	1	0	0	0	កុម្មង់នំ
pasture	0	0	0	0	0	0	1	0	0	0	វាលស្មៅ
pasty	0	0	0	0	0	0	0	0	0	0	pasty
pat	0	0	0	0	0	0	0	0	0	0	ប៉ាត់
patch	0	0	0	0	0	1	0	0	0	0	បំណះ
patchwork	0	0	0	0	0	0	0	0	0	0	ការបិទភ្ជាប់
pate	0	0	0	0	0	0	0	0	0	0	pate
patella	0	0	0	0	0	0	0	0	0	0	patella
patent	0	0	0	0	0	0	1	0	0	0	ប៉ាតង់
paternal	0	0	0	0	0	0	0	0	0	0	ឪពុក
paternity	0	0	0	0	0	0	0	0	0	0	ភាពជាឪពុក
path	0	0	0	0	0	0	0	0	0	0	ផ្លូវ
pathetic	0	0	1	0	0	1	0	1	0	0	គួរឲ្យអាណិត
pathology	0	0	0	0	0	0	0	0	0	0	រោគវិទ្យា
pathos	0	0	0	0	0	0	0	0	0	0	រោគ
pathway	0	0	0	0	0	0	0	0	0	0	ផ្លូវ
patience	0	1	0	0	0	0	1	0	0	1	ការអត់ធ្មត់
patient	0	1	0	0	0	0	1	0	0	0	អ្នកជំងឺ
patio	0	0	0	0	0	0	0	0	0	0	patio
patriarch	0	0	0	0	0	0	0	0	0	0	អយ្យកោ
patriarchal	0	0	0	0	0	0	1	0	0	1	អយ្យកោ
patrimony	0	0	0	0	0	0	0	0	0	0	បុព្វការី
patriot	0	0	0	0	0	0	0	0	0	0	អ្នកស្នេហាជាតិ
patriotic	0	0	0	0	0	0	0	0	0	0	ស្នេហាជាតិ
patriotism	0	0	0	0	0	0	0	0	0	0	ស្នេហាជាតិ
patrol	0	0	0	0	0	0	0	0	0	1	ល្បាត
patron	0	0	0	0	0	0	1	0	0	1	អ្នកឧបត្ថម្ភ
patronage	0	0	0	0	0	0	1	0	0	1	ការឧបត្ថម្ភ
patronize	0	0	0	0	0	0	0	0	0	0	ឧបត្ថម្ភ
patronizing	0	0	0	0	0	1	0	0	0	0	ឧបត្ថម្ភ
patter	1	0	0	0	0	1	0	0	0	0	លាប
pattern	0	0	0	0	0	0	0	0	0	0	លំនាំ
paucity	1	0	1	0	0	1	0	1	0	0	ភាពទន់ខ្សោយ
pauper	0	0	0	0	0	1	0	1	0	0	ទុច្ចរិត
pause	0	0	0	0	0	0	0	0	0	0	ផ្អាក
pave	0	0	0	0	0	0	0	0	0	0	ត្រួសត្រាយ
pavement	0	0	0	0	0	0	0	0	0	1	ផ្លូវថ្នល់
pavilion	0	0	0	0	0	0	0	0	0	0	ព្រះពន្លា
paving	0	0	0	0	0	0	0	0	0	0	កម្រាលឥដ្ឋ
paw	0	0	0	0	0	0	0	0	0	0	ក្រញាំ
pawn	0	0	0	0	0	1	0	0	0	1	បញ្ចាំ
pax	0	0	0	0	0	0	0	0	0	0	pax
pay	0	1	0	0	1	0	1	0	0	1	បង់
payback	1	0	0	0	0	1	0	0	0	0	សងត្រលប់
payer	0	0	0	0	0	0	0	0	0	0	អ្នកបង់ប្រាក់
payment	0	0	0	0	0	1	0	0	0	0	ការទូទាត់
pea	0	0	0	0	0	0	0	0	0	0	ពារាំង
peace	0	1	0	0	1	0	1	0	0	1	សន្តិភាព
peaceable	0	0	0	0	0	0	1	0	0	0	មានសន្តិភាព
peaceful	0	1	0	0	1	0	1	0	1	1	សន្តិភាព
peacock	0	0	0	0	0	0	1	0	0	0	ក្ងោក
peak	0	0	0	0	0	0	0	0	0	0	កំពូល
peaked	0	0	0	0	0	0	0	0	0	0	កំពូល
pearl	0	0	0	0	0	0	0	0	0	0	គុជខ្យង
peasant	0	0	0	0	0	0	0	0	0	0	កសិករ
peat	0	0	0	0	0	0	0	0	0	0	peat
pebble	0	0	0	0	0	0	0	0	0	0	គ្រួស
peck	0	0	0	0	0	0	1	0	0	0	peck
peculiar	0	0	0	0	0	0	0	0	0	0	ប្លែក
peculiarities	0	0	0	0	0	1	0	0	0	0	លក្ខណៈពិសេស
peculiarity	0	0	0	0	0	0	1	0	0	0	ភាពប្លែក
peculiarly	0	0	0	0	0	0	0	0	0	0	ប្លែក
pecuniary	0	0	0	0	0	0	0	0	0	0	លុយកាក់
pedal	0	0	0	0	0	0	0	0	0	0	ឈ្នាន់
pedantic	0	0	0	0	0	0	0	0	0	0	pedantic
peddle	0	0	0	0	0	0	0	0	0	0	ដើរលេង
pedestal	0	0	0	0	0	0	0	0	0	0	ជើងទម្រ
pedestrian	0	0	0	0	0	1	0	0	0	0	អ្នកថ្មើរជើង
pediatrics	0	0	0	0	0	0	0	0	0	0	ពេទ្យកុមារ
pedigree	0	0	0	0	0	0	1	0	0	1	ពូជពង្ស
pedometer	0	0	0	0	0	0	0	0	0	0	pedometer
peel	0	0	0	0	0	0	0	0	0	0	របក
peep	0	0	0	0	0	0	0	0	0	0	peep
peer	0	0	0	0	0	0	0	0	0	0	មិត្តភក្ដិ
peering	0	0	0	0	0	0	0	0	0	0	ការសម្លឹងមើល
peerless	0	0	0	0	0	0	1	0	0	0	ឥតប្រយោជន៍
peg	0	0	0	0	0	0	0	0	0	0	peg
pegs	0	0	0	0	0	0	0	0	0	0	pegs
pelagic	0	0	0	0	0	0	0	0	0	0	pelagic
pellet	0	0	0	0	0	0	0	0	0	0	គ្រាប់
pen	0	0	0	0	0	0	0	0	0	0	ប៊ិច
penal	0	0	0	1	0	1	0	1	0	0	ពិន័យ
penalty	1	0	0	1	0	1	0	1	0	0	ពិន័យ
penance	0	0	0	1	0	0	0	1	0	0	ទោស
penchant	0	0	0	0	0	0	1	0	0	0	penchant
pencil	0	0	0	0	0	0	0	0	0	0	ខ្មៅដៃ
pendant	0	0	0	0	0	0	0	0	0	0	បន្តោង
pendency	0	0	0	0	0	0	0	0	0	0	pendency
pendent	0	0	0	0	0	0	0	0	0	0	ជាប់
pending	0	0	0	0	0	0	0	0	0	0	កំពុងរង់ចាំ
pendulum	0	0	0	0	0	0	0	0	0	0	ប៉ោល
penetrate	0	0	0	0	0	0	0	0	0	0	ជ្រៀតចូល
penetrating	0	0	0	0	0	0	0	0	0	0	ជ្រៀតចូល
penetration	1	0	0	1	0	1	0	0	0	0	ការជ្រៀតចូល
peninsula	0	0	0	0	0	0	0	0	0	0	ឧបទ្វីប
penitentiary	1	0	0	0	0	1	0	0	0	0	ការកាត់ទោស
pennant	0	0	0	0	0	0	0	0	0	0	pennant
penniless	0	0	0	0	0	0	0	0	0	0	ដោយគ្មានប្រាក់
penny	0	0	0	0	0	0	0	0	0	0	កាក់
pension	0	0	0	0	0	0	0	0	0	0	ប្រាក់​សោធន​និវត្តន៍
pensioner	0	0	0	0	0	0	0	0	0	0	សោធននិវត្តន៍
pensive	0	0	0	0	0	0	0	1	0	0	គិត
pentagon	0	0	0	0	0	0	0	0	0	0	មន្ទីរបញ្ចកោណ
penthouse	0	0	0	0	0	0	0	0	0	0	penthouse
penultimate	0	0	0	0	0	0	0	0	0	0	ចុងក្រោយ
people	0	0	0	0	0	0	0	0	0	0	មនុស្ស
peopled	0	0	0	0	0	0	0	0	0	0	មនុស្ស
pepper	0	0	0	0	0	0	0	0	0	0	ម្រេច
peptic	0	0	0	0	0	0	0	0	0	0	ជំងឺប៉េស
perceive	0	0	0	0	0	0	1	0	0	1	យល់ឃើញ
percentage	0	0	0	0	0	0	0	0	0	0	ភាគរយ
perceptible	0	0	0	0	0	0	1	0	0	0	អាចយល់បាន។
perception	0	0	0	0	0	0	0	0	0	0	ការយល់ឃើញ
perceptive	0	0	0	0	0	0	0	0	0	0	ការយល់ឃើញ
perch	0	0	0	0	0	0	0	0	0	0	perch
perchance	0	0	0	0	0	0	0	0	1	0	ឱកាស
percolation	0	0	0	0	0	0	0	0	0	0	percolation
percussion	0	0	0	0	0	0	0	0	0	0	ការគោះ
perdition	1	0	1	1	0	1	0	1	0	0	វិនាស
peremptory	0	0	0	0	0	0	0	0	0	0	peremptory
perennial	0	0	0	0	0	0	1	0	0	1	មានអាយុច្រើនឆ្នាំ
perfect	0	1	0	0	1	0	1	0	0	1	ល្អឥតខ្ចោះ
perfection	0	1	0	0	1	0	1	0	1	1	ភាពល្អឥតខ្ចោះ
perforated	0	0	0	0	0	0	0	0	0	0	perforated
perforation	0	0	0	0	0	0	0	0	0	0	perforation
perforce	0	0	0	0	0	0	0	0	0	0	បង្ខំ
perform	0	0	0	0	0	0	0	0	0	0	អនុវត្ត
performance	0	0	0	0	0	0	0	0	0	0	ការសម្តែង
performer	0	0	0	0	0	0	1	0	0	0	អ្នកសំដែង
perfume	0	0	0	0	0	0	0	0	0	0	ទឹកអប់
perfumed	0	0	0	0	0	0	0	0	0	0	ទឹកអប់
peri	0	0	0	0	0	0	0	0	1	0	ប៉ី
peridot	0	0	0	0	0	0	0	0	0	0	peridot
peril	0	1	0	1	0	1	0	1	0	0	គ្រោះថ្នាក់
perilous	0	1	0	1	0	1	0	1	0	0	គ្រោះថ្នាក់
perimeter	0	0	0	0	0	0	0	0	0	0	បរិវេណ
period	0	0	0	0	0	0	0	0	0	0	រយៈពេល
periodic	0	0	0	0	0	0	0	0	0	0	តាមកាលកំណត់
periodical	0	0	0	0	0	0	0	0	0	0	តាមកាលកំណត់
periodically	0	0	0	0	0	0	0	0	0	0	តាមកាលកំណត់
periodicity	0	0	0	0	0	0	0	0	0	1	ភាពទៀងទាត់
periphery	0	0	0	0	0	0	0	0	0	0	បរិវេណ
perish	0	0	0	1	0	1	0	1	0	0	វិនាស
perishable	0	0	0	0	0	1	0	0	0	0	អាច​វិនាស​បាន។
perished	0	0	0	0	0	1	0	1	0	0	ស្លាប់
perishing	0	0	0	1	0	1	0	1	0	0	វិនាស
perjury	0	0	0	1	0	1	0	0	1	0	ភូតកុហក
perk	0	0	0	0	0	0	1	0	0	0	អត្ថប្រយោជន៍
permanence	0	0	0	0	0	0	0	0	0	0	អចិន្ត្រៃយ៍
permeable	0	0	0	0	0	0	0	0	0	0	អាចជ្រាបចូលបាន។
permeate	0	0	0	0	0	0	0	0	0	0	ជ្រាបចូល
permeation	0	0	0	0	0	0	0	0	0	0	ការជ្រាបចូល
permissible	0	0	0	0	0	0	0	0	0	0	អនុញ្ញាត
permission	0	0	0	0	0	0	1	0	0	0	ការអនុញ្ញាត
permissive	0	0	0	0	0	0	0	0	0	0	អនុញ្ញាត
permit	0	0	0	0	0	0	0	0	0	0	អនុញ្ញាត
permitted	0	0	0	0	0	0	0	0	0	0	អនុញ្ញាត
permitting	0	0	0	0	0	0	0	0	0	0	អនុញ្ញាត
permutation	0	0	0	0	0	0	0	0	0	0	ការផ្លាស់ប្តូរ
pernicious	1	0	0	1	0	1	0	1	0	0	គ្រោះថ្នាក់
perpendicular	0	0	0	0	0	0	0	0	0	0	កាត់កែង
perpetrate	0	0	0	0	0	0	0	0	0	0	ប្រព្រឹត្តិកម្ម
perpetrator	1	0	1	1	0	1	0	1	0	0	ជនល្មើស
perpetual	0	0	0	0	0	0	0	0	0	0	ជារៀងរហូត
perpetually	0	0	0	0	0	0	0	0	0	0	ជារៀងរហូត
perpetuate	0	1	0	0	0	0	0	0	0	0	បន្ត
perpetuation	0	0	0	0	0	1	0	0	0	0	ការបន្ត
perpetuity	0	1	0	0	0	0	1	0	0	1	ភាពស្ថិតស្ថេរ
perplexed	0	0	0	0	0	1	0	0	0	0	ងឿងឆ្ងល់
perplexing	0	0	0	0	0	0	0	0	0	0	ងឿងឆ្ងល់
perplexity	0	0	0	0	0	1	0	1	0	0	ភាពងឿងឆ្ងល់
persecute	1	0	0	1	0	1	0	0	0	0	បៀតបៀន
persecution	1	0	1	1	0	1	0	1	0	0	ការបៀតបៀន
perseverance	0	0	0	0	0	0	0	0	0	0	ការតស៊ូ
persevere	0	0	0	0	0	0	0	0	0	0	តស៊ូ
persist	0	0	0	0	0	0	0	0	0	0	បន្ត
persistence	0	0	0	0	0	0	1	0	0	0	ការតស៊ូ
persistent	0	0	0	0	0	0	1	0	0	0	ជាប់លាប់
persisting	0	0	0	0	0	0	0	0	0	0	បន្ត
person	0	0	0	0	0	0	0	0	0	0	មនុស្ស
personable	0	0	0	0	0	0	1	0	0	0	បុគ្គល
personage	0	0	0	0	0	0	0	0	0	0	បុគ្គលិកលក្ខណៈ
personal	0	0	0	0	0	0	0	0	0	1	ផ្ទាល់ខ្លួន
personification	0	0	0	0	0	0	0	0	0	0	លក្ខណៈបុគ្គល
personnel	0	0	0	0	0	0	0	0	0	0	បុគ្គលិក
persons	0	0	0	0	0	0	0	0	0	0	មនុស្ស
perspective	0	0	0	0	0	0	0	0	0	0	ទស្សនវិស័យ
perspiration	0	0	1	0	0	0	0	0	0	0	ញើស
persuade	0	0	0	0	0	0	0	0	0	1	បញ្ចុះបញ្ចូល
persuasion	0	0	0	0	0	0	0	0	0	0	ការបញ្ចុះបញ្ចូល
