English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Polish Word
haw	0	0	0	0	0	0	0	0	0	0	głóg
hawk	0	0	0	1	0	0	0	0	0	0	jastrząb
hawking	0	0	0	0	0	0	0	0	0	0	jastrzębia
hazard	0	0	0	1	0	1	0	0	0	0	zaryzykować
hazardous	0	0	0	1	0	1	0	0	0	0	niebezpieczny
haze	0	0	0	1	0	1	0	0	0	0	mgła
hazy	0	0	0	0	0	0	0	0	0	0	mglisty
head	0	0	0	0	0	0	0	0	0	0	głowa
headache	0	0	0	0	0	1	0	0	0	0	ból głowy
headdress	0	0	0	0	0	0	0	0	0	0	stroik
header	0	0	0	0	0	0	0	0	0	0	nagłówek
headgear	0	0	0	0	0	0	0	0	0	0	nakrycie głowy
heading	0	0	0	0	0	0	0	0	0	0	nagłówek
headland	0	0	0	0	0	0	0	0	0	0	cypel
headlight	0	1	0	0	0	0	0	0	0	0	reflektor
headline	0	0	0	0	0	0	0	0	0	0	nagłówek
headlong	0	0	0	0	0	0	0	0	0	0	Na oślep
headquarters	0	0	0	0	0	0	0	0	0	0	siedziba
headstone	0	0	0	0	0	0	0	0	0	0	nagrobek
headway	0	0	0	0	0	0	1	0	0	0	postępy
heady	0	0	0	0	0	1	0	0	0	0	mocny
heal	0	0	0	0	1	0	1	0	0	1	leczyć
healing	0	1	0	0	1	0	1	0	0	1	gojenie : zdrowienie
health	0	0	0	0	0	0	0	0	0	0	zdrowie
healthful	0	0	0	0	1	0	1	0	0	0	zdrowy
healthy	0	0	0	0	0	0	1	0	0	0	zdrowy
heap	0	0	0	0	0	0	0	0	0	0	sterta
hear	0	0	0	0	0	0	0	0	0	0	słyszeć
hearer	0	0	0	0	0	0	0	0	0	0	słuchacz
hearing	0	0	0	1	0	1	0	0	0	0	przesłuchanie
hearsay	0	0	0	0	0	1	0	0	0	0	pogłoska
hearse	0	0	0	1	0	1	0	1	0	0	karawan
heart	0	0	0	0	0	0	0	0	0	0	serce
heartache	0	0	0	0	0	1	0	1	0	0	ból serca
heartburn	0	0	0	0	0	1	0	0	0	0	zgaga
heartfelt	0	0	0	0	1	0	1	1	0	1	serdeczny
hearth	0	0	0	0	0	0	1	0	0	0	ognisko
heartily	0	0	0	0	1	0	1	0	0	0	serdecznie
heartless	0	0	0	0	0	1	0	1	0	0	bez serca
hearts	0	0	0	0	0	0	0	0	0	0	kiery
heartworm	0	0	1	0	0	0	0	0	0	0	heartworm
heat	0	0	0	0	0	0	0	0	0	0	ciepło
heated	0	0	0	0	0	0	0	0	0	0	Ogrzewany
heater	0	0	0	0	0	0	0	0	0	0	podgrzewacz
heath	0	0	0	0	0	0	0	0	0	0	wrzosowisko
heathen	0	0	0	1	0	1	0	0	0	0	pogański
heather	0	0	0	0	0	0	0	0	0	0	wrzos
heating	0	0	0	0	0	0	0	0	0	0	ogrzewanie
heave	0	0	0	0	0	0	0	0	0	0	falowanie
heavenly	0	1	0	0	1	0	1	0	0	1	niebiański
heavens	0	0	0	0	1	0	1	0	0	1	niebiosa
heavily	0	0	0	0	0	1	0	0	0	0	ciężko
heaviness	0	0	0	0	0	0	0	0	0	0	ociężałość
heaving	0	0	0	0	0	0	0	0	0	0	falujący
hectares	0	0	0	0	0	0	0	0	0	0	hektarów
hectic	0	0	0	0	0	0	0	0	0	0	gorączkowy
hedge	0	0	0	0	0	0	0	0	0	0	żywopłot
hedgehog	0	0	0	0	0	0	0	0	0	0	jeż
hedonism	0	0	0	0	1	1	1	0	0	0	hedonizm
heed	0	0	0	0	0	0	0	0	0	0	zwracać uwagę
heel	0	0	0	0	0	1	0	0	0	0	obcas
heels	0	0	0	0	0	0	0	0	0	0	obcasy
heft	0	1	0	1	0	0	1	0	0	0	waga
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemoniczny
heifer	0	0	0	0	0	0	0	0	0	0	jałówka
height	0	0	0	0	0	0	0	0	0	0	wzrost
heighten	0	0	0	1	0	1	0	0	0	0	podnieść
heinous	0	0	0	0	0	1	0	0	0	0	haniebny
heir	0	0	0	0	0	0	0	0	0	0	dziedzic
heiress	0	0	0	0	0	0	0	0	0	0	dziedziczka
heirloom	0	0	0	0	0	0	0	0	0	0	scheda
heirs	0	0	0	0	0	0	0	0	0	0	spadkobiercy
helical	0	0	0	0	0	0	0	0	0	0	śrubowaty
helix	0	0	0	0	0	0	0	0	0	0	spirala
hell	1	0	1	1	0	1	0	1	0	0	piekło
hellish	1	0	1	1	0	1	0	1	0	0	piekielny
helm	0	0	0	0	0	0	0	0	0	0	hełm
helmet	0	0	0	1	0	0	1	0	0	0	kask
helper	0	0	0	0	0	0	1	0	0	1	pomocnik
helpful	0	0	0	0	1	0	1	0	0	1	pomocny
helpless	0	0	0	1	0	1	0	1	0	0	bezradny
helplessness	0	0	0	1	0	1	0	1	0	0	bezsilność
hem	0	0	0	0	0	0	0	0	0	0	brzeg
hematite	0	0	0	0	0	0	0	0	0	0	krwawień
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	półkula
hemispheric	0	0	0	0	0	0	0	0	0	0	półkulisty
hemlock	0	0	0	0	0	0	0	0	0	0	cykuta
hemorrhage	0	0	1	1	0	1	0	1	0	0	krwotok
hemorrhoids	0	0	0	0	0	1	0	0	0	0	hemoroidy
hemp	0	0	0	0	0	0	0	0	0	0	konopie
hen	0	0	0	0	0	0	0	0	0	0	kura
henceforth	0	0	0	0	0	0	0	0	0	0	odtąd
herald	0	0	0	0	0	0	0	0	0	0	zwiastować
heraldry	0	0	0	0	0	0	0	0	0	0	heraldyka
herb	0	0	0	0	0	0	0	0	0	0	ziele
herbaceous	0	0	0	0	0	0	0	0	0	0	zielny
herbal	0	0	0	0	0	0	1	0	0	0	zielarski
herbarium	0	0	0	0	0	0	0	0	0	0	zielnik
herd	0	0	0	0	0	0	0	0	0	0	stado
hereditary	0	0	0	0	0	0	0	0	0	0	dziedziczny
heredity	0	0	0	0	0	0	0	0	0	0	dziedziczność
heresy	0	0	0	0	0	1	0	0	0	0	herezja
heretic	0	0	1	0	0	1	0	0	0	0	heretyk
heretical	0	0	0	0	0	0	0	0	0	0	heretycki
heretofore	0	0	0	0	0	0	0	0	0	0	dotychczas
hereunto	0	0	0	0	0	0	0	0	0	0	niniejszym
herewith	0	0	0	0	0	0	0	0	0	0	z niniejszym
heritage	0	0	0	0	0	0	0	0	0	1	dziedzictwo
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermafrodyta
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutyka
hermit	0	0	0	0	0	0	0	1	0	1	pustelnik
hernia	0	0	0	0	0	0	0	0	0	0	przepuklina
hero	0	1	0	0	1	0	1	0	1	1	bohater
heroic	0	0	0	0	1	0	1	0	1	1	heroiczny
heroics	0	0	0	0	0	0	1	0	0	0	bohaterstwo
heroin	0	0	0	0	0	1	0	0	0	0	heroina
heroine	0	0	0	0	0	0	1	0	0	1	bohaterka
heroism	0	1	0	0	1	0	1	0	1	1	bohaterstwo
herpes	0	0	1	0	0	1	0	0	0	0	opryszczka
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpeswirus
hesitating	0	0	0	0	0	0	0	0	0	0	wahanie
hesitation	0	0	0	1	0	1	0	0	0	0	wahanie
heterogeneity	0	0	0	0	0	0	0	0	0	0	niejednorodność
hew	0	0	0	0	0	0	0	0	0	0	rąbać
hexagon	0	0	0	0	0	0	0	0	0	0	sześciokąt
heyday	0	1	0	0	1	0	1	0	0	1	szczyt
hiatus	0	0	0	0	0	0	0	0	0	0	hiatus
hibernate	0	0	0	0	0	0	0	0	0	0	hibernować
hibernation	0	0	0	0	0	0	0	0	0	0	hibernacja
hiccup	0	0	0	0	0	0	0	0	0	0	czkawka
hidden	0	0	0	0	0	1	0	0	0	0	ukryty
hide	0	0	0	1	0	0	0	0	0	0	ukryć
hideous	0	0	1	1	0	1	0	1	0	0	ohydny
hiding	0	0	0	1	0	0	0	0	0	0	ukrywanie
hierarchical	0	0	0	0	0	0	0	0	0	0	hierarchiczny
high	0	0	0	0	0	0	0	0	0	0	wysoki
higher	0	0	0	0	0	0	0	0	0	0	wyższy
highest	0	1	0	1	1	1	1	0	1	0	najwyższy
highland	0	0	0	0	0	0	0	0	0	0	średniogórze
highlands	0	0	0	0	0	0	0	0	0	0	wyżyny
hight	0	0	0	0	0	0	0	0	0	0	wysokość
highway	0	0	0	0	0	0	0	0	0	0	Autostrada
hiker	0	0	0	0	0	0	0	0	0	0	turysta
hilarious	0	0	0	0	1	0	1	0	1	0	zabawny
hilarity	0	0	0	0	1	0	1	0	0	0	wesołość
hill	0	0	0	0	0	0	0	0	0	0	wzgórze
hilly	0	0	0	0	0	0	0	0	0	0	pagórkowaty
hilt	0	0	0	0	0	0	0	0	0	0	rękojeść
hind	0	0	0	0	0	0	0	0	0	0	łania
hindering	0	0	0	0	0	1	0	1	0	0	przeszkadzać
hindrance	0	0	0	0	0	1	0	0	0	0	przeszkoda
hinge	0	0	0	0	0	0	0	0	0	0	zawias
hint	0	0	0	0	0	0	0	0	0	0	wskazówka
hinterland	0	0	0	0	0	0	0	0	0	0	głąb kraju
hip	0	0	0	0	0	0	0	0	0	0	biodro
hippie	0	0	0	0	0	1	0	0	0	0	hipis
hire	0	1	0	0	1	0	1	0	0	1	wynajmować
hirsute	0	0	0	0	0	0	0	0	0	0	kudłaty
hiss	1	0	0	1	0	1	0	0	0	0	syk
hissing	0	0	0	0	0	1	0	0	0	0	syczący
histology	0	0	0	0	0	0	0	0	0	0	histologia
historian	0	0	0	0	0	0	0	0	0	0	historyk
historic	0	0	0	0	0	0	0	0	0	0	historyczny
historiography	0	0	0	0	0	0	0	0	0	0	historiografia
history	0	0	0	0	0	0	0	0	0	0	historia
hit	1	0	0	0	0	1	0	0	0	0	uderzyć
hitherto	0	0	0	0	0	1	0	0	0	0	dotychczas
hive	0	0	0	0	0	1	0	0	0	0	ul
hoard	0	0	0	0	0	0	0	0	0	0	skarb
hoarse	0	0	0	0	0	1	0	0	0	0	ochrypły
hoary	0	0	0	0	0	1	0	1	0	0	oszroniony
hoax	1	0	1	0	0	1	0	1	1	0	żart
hob	0	0	0	0	0	0	0	0	0	0	kołek
hobby	0	0	0	0	1	0	1	0	0	0	hobby
hobo	0	0	0	0	0	1	0	1	0	0	włóczęga
hockey	0	0	0	0	0	0	0	0	0	0	hokej
hoe	0	0	0	0	0	0	0	0	0	0	motyka
hog	0	0	1	0	0	1	0	0	0	0	wieprz
hoist	0	0	0	0	0	0	0	0	0	0	wciągnik
hold	0	0	0	0	0	0	0	0	0	0	utrzymać
holder	0	0	0	0	0	0	0	0	0	0	uchwyt
holding	0	0	0	0	0	0	0	0	0	0	trzymać
hole	0	0	0	0	0	0	0	0	0	0	otwór
holiday	0	1	0	0	1	0	1	0	0	0	święto
holiness	0	1	0	1	1	0	1	0	1	1	świętość
hollow	0	0	0	0	0	1	0	1	0	0	dziurawy
holocaust	1	0	1	1	0	1	0	1	0	0	całopalenie
holy	0	0	0	0	0	0	1	0	0	0	święty
homage	0	0	0	0	0	0	1	0	0	0	hołd
homeless	1	1	1	1	0	1	0	1	0	0	bezdomny
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopatyczny
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopatia
homesick	0	0	0	0	0	1	0	1	0	0	stęskniony za krajem
homestead	0	0	0	0	0	0	0	0	0	0	gospodarstwo rolne
homework	0	0	0	1	0	0	0	0	0	0	Praca domowa
homicidal	1	0	0	1	0	1	0	0	0	0	morderczy
homicide	1	0	1	1	0	1	0	1	0	0	zabójstwo
homily	0	0	0	0	0	0	0	0	0	0	homilia
homogeneity	0	0	0	0	0	0	0	0	0	0	jednorodność
homogeneous	0	0	0	0	0	0	0	0	0	0	jednorodny
homologous	0	0	0	0	0	0	0	0	0	0	homologiczny
homologue	0	0	0	0	0	0	0	0	0	0	homolog
homology	0	0	0	0	0	0	1	0	0	0	homologia
hone	0	0	0	0	0	0	0	0	0	0	brus
honest	1	0	1	1	1	0	1	1	0	1	uczciwy
honesty	0	0	0	0	0	0	1	0	0	1	uczciwość
honey	0	0	0	0	0	0	1	0	0	0	miód
honeycomb	0	0	0	0	0	0	0	0	0	0	plaster miodu
honeymoon	0	1	0	0	1	0	1	0	1	1	Miesiąc miodowy
honeysuckle	0	0	0	0	0	0	0	0	0	0	wiciokrzew
honor	0	0	0	0	0	0	1	0	0	1	zaszczyt
honorable	0	0	0	0	0	0	1	0	0	1	honorowy
honorarium	0	0	0	0	0	0	0	0	0	0	honorarium
hood	1	0	1	1	0	1	0	0	0	0	kaptur
hooded	0	0	0	1	0	0	0	0	0	0	zakapturzony
hoof	0	0	0	0	0	0	0	0	0	0	kopyto
hook	0	0	0	0	0	0	0	0	0	0	hak
hooked	0	0	0	0	0	1	0	0	0	0	haczykowaty
hooker	0	0	0	0	0	0	0	0	0	0	prostytutka
hoop	0	0	0	0	0	0	0	0	0	0	obręcz
hoot	1	0	1	0	0	1	0	0	0	0	trąbienie
hop	0	0	0	0	0	0	0	0	0	0	chmiel
hope	0	1	0	0	1	0	1	0	1	1	nadzieja
hopeful	0	1	0	0	1	0	1	0	1	1	pełen nadziei
hopeless	0	0	0	1	0	1	0	1	0	0	beznadziejny
hopelessness	1	0	1	1	0	1	0	1	0	0	beznadziejność
hopes	0	0	0	0	0	0	0	0	0	0	nadzieje
hoping	0	0	0	0	0	0	0	0	0	0	mając nadzieję
hopper	0	0	0	0	0	0	0	0	0	0	zbiornik
horde	0	0	0	0	0	1	0	0	1	0	horda
horizon	0	1	0	0	0	0	1	0	0	0	horyzont
horizontal	0	0	0	0	0	0	0	0	0	0	poziomy
horizontally	0	0	0	0	0	0	0	0	0	0	poziomo
horn	0	0	0	0	0	0	0	0	0	0	klakson
hornet	0	0	0	0	0	0	0	0	0	0	szerszeń
horny	0	0	0	0	0	0	0	0	0	0	seksualnie podniecony
horoscope	0	1	0	0	0	0	0	0	0	0	horoskop
horrible	1	0	1	1	0	1	0	0	0	0	okropny
horribly	0	0	0	0	0	1	0	0	0	0	potwornie
horrid	1	0	1	1	0	1	0	1	0	0	okropny
horrific	1	0	1	1	0	1	0	1	0	0	przerażający
horrified	0	0	0	1	0	1	0	0	0	0	przerażony
horrifying	0	0	1	1	0	1	0	1	0	0	przerażające
horror	1	0	1	1	0	1	0	1	1	0	przerażenie
horrors	0	0	0	1	0	1	0	1	0	0	horrory
horse	0	0	0	0	0	0	0	0	0	1	koń
horseman	0	0	0	0	0	0	0	0	0	0	jeździec
horseshoe	0	0	0	0	0	0	0	0	0	0	podkowa
horticultural	0	0	0	0	0	0	0	0	0	0	ogrodniczy
horticulture	0	0	0	0	0	0	0	0	0	0	ogrodnictwo
hose	0	0	0	0	0	0	0	0	0	0	wąż gumowy
hosiery	0	0	0	0	0	0	0	0	0	0	wyroby pończosznicze
hospice	0	0	0	0	0	0	0	1	0	0	hospicjum
hospital	0	0	0	1	0	0	0	1	0	1	szpital
hospitality	0	0	0	0	0	0	1	0	0	0	gościnność
hostage	1	0	0	1	0	1	0	0	0	0	zakładnik
hostel	0	0	0	0	0	0	0	0	0	0	schronisko
hostile	1	0	1	1	0	1	0	0	0	0	wrogi
hostilities	1	0	0	1	0	1	0	0	0	0	działania wojenne
hostility	1	0	1	0	0	1	0	0	0	0	wrogość
hot	1	0	0	0	0	0	0	0	0	0	gorący
hotbed	0	0	0	0	0	0	0	0	0	0	kuźnia
hotel	0	0	0	0	0	0	0	0	0	0	hotel
hour	0	0	0	0	0	0	0	0	0	0	godzina
hourglass	0	0	0	0	0	0	0	0	0	0	klepsydra
hourly	0	0	0	0	0	0	0	0	0	0	cogodzinny
house	0	0	0	0	0	0	0	0	0	0	dom
household	0	0	0	0	0	0	1	0	0	0	gospodarstwo domowe
householder	0	0	0	0	0	0	0	0	0	0	gospodarz
housekeeper	0	0	0	0	0	0	0	0	0	0	gospodyni domowa
housekeeping	0	0	0	0	0	0	1	0	0	0	gospodarowanie
housewife	0	0	0	0	0	0	0	0	0	0	gospodyni domowa
housing	0	0	0	0	0	0	0	0	0	0	mieszkania
hovercraft	0	0	0	0	0	0	0	0	0	0	poduszkowiec
howl	1	0	1	1	0	1	0	1	1	0	wycie
howsoever	0	0	0	0	0	0	0	0	0	0	jakkolwiek
hoy	0	0	0	0	0	0	0	0	0	0	hej
hub	0	0	0	0	0	0	0	0	0	0	centrum
huddle	0	0	0	0	0	0	0	0	0	0	nagromadzenie
hue	0	0	0	0	0	0	0	0	0	0	odcień
huff	1	0	1	0	0	1	0	0	0	0	irytacja
hug	0	0	0	0	1	0	1	0	0	1	uścisk
huge	0	0	0	0	0	0	0	0	0	0	olbrzymi
hulk	0	0	1	0	0	0	0	0	0	0	ponton
hull	0	0	0	0	0	0	0	0	0	0	kadłub
hum	0	0	0	0	0	0	0	0	0	0	szum
human	0	0	0	0	0	0	0	0	0	0	człowiek
humane	0	0	0	0	0	0	1	0	0	0	humanitarny
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitarny
humanities	0	0	0	0	0	0	0	0	0	0	humanistyka
humanity	0	0	0	0	1	0	1	0	0	1	ludzkość
humble	0	0	1	0	0	1	1	1	0	0	pokorny
humbled	0	0	0	0	0	0	1	1	0	0	Upokorzony
humbly	0	0	0	0	0	0	1	0	0	0	pokornie
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	wilgotny
humidity	0	0	0	0	0	0	0	0	0	0	wilgotność
humiliate	1	0	0	0	0	1	0	1	0	0	poniżyć
humiliating	0	0	1	0	0	1	0	0	0	0	poniżający
humiliation	0	0	1	0	0	1	0	1	0	0	upokorzenie
humility	0	0	0	0	0	0	1	0	0	1	pokora
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	koliber
humongous	0	0	0	0	0	0	0	0	0	0	ogromny
humorist	0	0	0	0	0	0	1	0	0	0	humorysta
humorous	0	0	0	0	1	0	1	0	0	0	humorystyczny
hump	0	0	0	0	0	0	0	0	0	0	garb
hunch	0	0	0	0	0	1	0	0	0	0	przeczucie
hundred	0	0	0	0	0	0	0	0	0	0	sto
hundredth	0	0	0	0	0	0	0	0	0	0	setny
hunger	0	0	0	0	0	0	0	0	0	0	głód
hungry	0	1	0	0	0	1	0	0	0	0	głodny
hunk	0	0	0	0	0	0	0	0	0	0	przystojniak
hunks	0	0	0	0	0	0	0	0	0	0	przystojniacy
hunt	0	0	0	0	0	0	0	0	0	0	polowanie
hunter	0	1	0	1	0	1	0	1	0	0	Łowca
hunting	1	1	0	1	0	1	0	0	0	0	polowanie
hurl	0	0	0	0	0	0	0	0	0	0	ciskać
hurrah	0	0	0	0	1	0	1	0	0	0	Hurra
hurricane	0	0	0	1	0	1	0	0	0	0	huragan
hurried	0	1	0	0	0	1	0	0	0	0	pośpieszny
hurry	0	1	0	0	0	0	0	0	0	0	spieszyć się
hurt	1	0	0	1	0	1	0	1	0	0	zraniony
hurtful	1	0	1	1	0	1	0	1	0	0	bolesny
hurting	1	0	0	1	0	1	0	1	0	0	boli
husbandry	0	0	0	0	0	0	1	0	0	1	uprawa roli
hush	0	0	0	0	0	0	1	0	0	0	Cicho
hushed	0	0	0	0	0	0	0	0	0	0	ucichł
husk	0	0	0	0	0	0	0	0	0	0	łuska
husky	0	0	0	0	0	0	0	0	0	0	ochrypły
hustle	0	0	0	0	0	0	0	0	0	0	gwar
hustler	0	0	0	0	0	1	0	0	0	0	energiczny człowek
hut	0	0	0	0	0	0	1	1	0	0	Chata
hutch	0	0	0	0	0	0	0	0	0	0	niecka
hyacinth	0	0	0	0	0	0	0	0	0	0	hiacynt
hybrid	0	0	0	0	0	0	0	0	0	0	hybrydowy
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	hydraulika
hydrocephalus	0	0	1	1	0	1	0	1	0	0	wodogłowie
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamika
hydrogen	0	0	0	0	0	0	0	0	0	0	wodór
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrograficzny
hydrology	0	0	0	0	0	0	0	0	0	0	hydrologia
hygiene	0	0	0	0	0	0	0	0	0	0	higiena
hygienic	0	0	0	0	0	0	1	0	0	0	higieniczny
hymn	0	1	0	0	1	0	1	1	0	1	hymn
hype	0	1	0	0	0	1	0	0	0	0	szum
hyperbole	0	0	0	0	0	1	0	0	0	0	hiperbola
hypertrophy	0	0	1	1	0	0	0	0	1	0	hipertrofia
hyphen	0	0	0	0	0	0	0	0	0	0	łącznik
hypnotic	0	0	0	0	0	0	0	0	0	0	hipnotyczny
hypnotized	0	0	0	0	0	0	0	0	0	0	zahipnotyzowany
hypocrisy	0	0	0	0	0	1	0	0	0	0	hipokryzja
hypocrite	0	0	1	0	0	1	0	0	0	0	hipokryta
hypocritical	0	0	1	0	0	1	0	0	0	0	obłudny
hypothesis	0	1	0	0	0	0	0	0	1	0	hipoteza
hypothetical	0	0	0	0	0	0	0	0	0	0	hipotetyczny
hysteria	0	0	0	1	0	1	0	0	0	0	histeria
hysterical	1	0	0	1	0	1	0	0	0	0	histeryczny
ice	0	0	0	0	0	0	0	0	0	0	lód
iceberg	0	0	0	0	0	0	0	0	0	0	góra lodowa
icon	0	0	0	0	0	0	0	0	0	0	Ikona
iconic	0	0	0	0	0	0	0	0	0	0	ikonowy
iconography	0	0	0	0	0	0	0	0	0	0	ikonografia
icy	0	0	0	0	0	0	0	0	0	0	lodowaty
idea	0	0	0	0	0	0	0	0	0	0	pomysł
idealism	0	0	0	0	0	0	1	0	0	0	idealizm
idealist	0	0	0	0	0	0	0	0	0	0	idealista
identical	0	0	0	0	0	0	0	0	0	0	identyczny
identically	0	0	0	0	0	0	0	0	0	0	identycznie
identification	0	0	0	0	0	0	0	0	0	0	identyfikacja
identify	0	0	0	0	0	0	0	0	0	0	zidentyfikować
identity	0	0	0	0	0	0	0	0	0	0	tożsamość
ideology	0	0	0	0	0	0	0	0	0	0	ideologia
idiocy	1	0	1	0	0	1	0	1	0	0	idiotyzm
idiom	0	0	0	0	0	0	0	0	0	0	idiom
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatyczny
idiot	0	0	1	0	0	1	0	0	0	0	idiota
idiotic	1	0	1	0	0	1	0	0	0	0	idiotyczny
idle	0	0	0	0	0	0	0	0	0	0	bezczynny
idleness	0	0	0	0	0	0	0	0	0	0	bezczynność
idler	0	0	0	0	0	1	0	0	0	0	koło pasowe luźne
idol	0	0	0	0	0	0	1	0	0	0	idol
idolatry	0	0	1	1	0	1	0	0	0	0	bałwochwalstwo
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	ogniowy
ignite	0	0	0	0	0	0	0	0	0	0	zapalać
ignition	0	0	0	0	0	0	0	0	0	0	zapłon
ignorance	0	0	0	0	0	1	0	0	0	0	ignorancja
ignorant	0	0	1	0	0	1	0	0	0	0	nieświadomy
ignore	0	0	0	0	0	1	0	0	0	0	ignorować
ilk	0	0	0	0	0	0	0	0	0	0	ilk
ill	1	0	1	1	0	1	0	1	0	0	chory
illegal	1	0	1	1	0	1	0	1	0	0	nielegalny
illegality	1	0	1	1	0	1	0	0	0	0	nielegalność
illegally	0	0	0	0	0	0	0	0	0	0	nielegalnie
illegible	0	0	0	0	0	1	0	0	0	0	nieczytelny
illegitimate	1	0	1	1	0	1	0	1	1	0	nieślubny
illicit	1	0	1	1	0	1	0	0	0	0	nielegalny
illiterate	0	0	1	0	0	1	0	0	0	0	analfabeta
illness	0	0	0	1	0	1	0	1	0	0	choroba
illogical	0	0	0	0	0	1	0	0	0	0	nielogiczny
illuminate	0	1	0	0	1	0	1	0	1	0	oświetlać
illumination	0	0	0	0	1	0	1	0	1	1	oświetlenie
illuminator	0	0	0	0	0	0	0	0	0	0	iluminator
illusion	0	0	0	0	0	1	0	0	1	0	iluzja
illustrate	0	0	0	0	0	0	1	0	0	0	zilustrować
illustration	0	0	0	0	0	0	0	0	0	0	ilustracja
illustrative	0	0	0	0	0	0	0	0	0	0	ilustracyjny
illustrious	0	0	0	0	0	0	1	0	0	0	znakomity
image	0	0	0	0	0	0	0	0	0	0	obraz
imagery	0	0	0	0	0	0	0	0	0	0	obrazowość
imaginary	0	0	0	0	0	0	0	0	0	0	wyimaginowany
imagination	0	0	0	0	0	0	0	0	0	0	wyobraźnia
imaginative	0	0	0	0	0	0	1	0	0	0	obdarzony wyobraźnią
imagine	0	0	0	0	0	0	0	0	0	0	wyobrażać sobie
imagined	0	0	0	0	0	0	0	0	0	0	wyobrażony
imagining	0	0	0	0	0	0	0	0	0	0	wyobrażanie sobie
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	osadzony
imitate	0	0	0	0	0	0	0	0	0	0	naśladować
imitated	0	0	0	0	0	1	0	0	0	0	naśladować
imitation	0	0	0	0	0	1	0	0	0	0	imitacja
immaculate	0	0	0	0	1	0	1	0	0	1	nieskazitelny
immaterial	0	0	0	0	0	0	0	0	0	0	niematerialny
immature	0	1	0	0	0	1	0	0	0	0	niedojrzały
immaturity	1	1	0	0	0	1	0	0	0	0	niedojrzałość
immeasurable	0	0	0	0	0	0	0	0	0	0	niezmierzony
immeasurably	0	0	0	0	0	0	0	0	0	0	bezmiernie
immediacy	0	0	0	0	0	0	0	0	1	0	bezpośredniość
immediately	0	1	0	0	0	1	1	0	0	0	od razu
immemorial	0	0	0	0	0	0	0	0	0	0	odwieczny
immense	0	0	0	0	0	0	1	0	0	0	ogromny
immerse	0	1	0	1	1	0	1	0	1	1	zanurzać
immersion	0	0	0	0	0	0	0	0	0	0	zanurzenie
immigrant	0	0	0	1	0	0	0	0	0	0	imigrant
immigration	0	0	0	0	0	0	0	0	0	0	imigracja
imminent	0	1	0	1	0	0	0	0	0	0	nadciągający
immoral	1	0	1	1	0	1	0	1	0	0	niemoralny
immorality	1	0	1	0	0	1	0	0	0	0	niemoralność
immortal	0	0	0	0	0	0	1	0	0	0	nieśmiertelny
immortality	0	1	0	0	0	0	0	0	0	0	nieśmiertelność
immovable	0	0	0	0	0	1	1	0	0	1	nieruchomy
immune	0	0	0	0	0	0	0	0	0	0	odporny
immunity	0	0	0	0	0	0	0	0	0	0	odporność
immunization	0	0	0	0	0	0	0	0	0	1	immunizacja
immutable	0	0	0	0	0	0	0	0	0	0	niezmienny
imp	0	0	0	0	0	0	0	0	0	0	chochlik
impact	0	0	0	0	0	0	0	0	0	0	uderzenie
impair	0	0	0	0	0	1	0	0	0	0	osłabiać
impairment	0	0	0	0	0	1	0	0	0	0	osłabienie
impart	0	0	0	0	0	0	1	0	0	1	dodawać
impartial	0	0	0	0	0	0	1	0	0	1	bezstronny
impartiality	0	0	0	0	0	0	1	0	0	1	bezstronność
impassable	0	0	0	0	0	1	0	0	0	0	nieprzekraczalny
impassioned	0	0	0	0	0	0	0	0	0	0	namiętny
impatience	0	0	0	0	0	1	0	0	0	0	niecierpliwość
impatient	0	1	0	0	0	1	0	0	0	0	Jestem cierpliwy
impeach	0	0	1	1	0	1	0	0	0	0	zakwestionować
impeachment	0	0	0	0	0	1	0	0	0	0	postawienie urzędnika państwowego w stan oskarżenia
impeccable	0	0	0	0	0	0	1	0	0	1	bez zarzutu
impede	0	0	0	0	0	1	0	0	0	0	utrudniać
impediment	0	0	0	0	0	0	0	0	0	0	utrudnienie
impelled	0	0	0	0	0	0	0	0	0	0	przymuszony
impending	0	1	0	1	0	0	0	0	0	0	bliski
impenetrable	0	0	0	0	0	0	0	0	0	1	niedostępny
