English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Myanmar-Burmese Word
harmful	1	0	1	1	0	1	0	1	0	0	အန္တရာယ်ရှိသော
harmonica	0	0	0	0	0	0	0	0	0	0	ဟာမိုနီ
harmonics	0	0	0	0	0	0	0	0	0	0	ဟာမိုနီများ
harmoniously	0	0	0	0	1	0	1	0	0	1	စိတ်ရောကိုယ်ပါ
harmonize	0	0	0	0	0	0	0	0	0	0	သဟဇာတ
harmony	0	0	0	0	1	0	1	0	0	1	သဟဇာတ
harness	0	0	0	0	0	0	0	0	0	0	သံကြိုး
harper	0	0	0	0	0	0	0	0	0	0	စောင်း
harpsichord	0	0	0	0	0	0	0	0	0	0	စောင်းသံ
harrowing	0	0	0	1	0	1	0	0	0	0	လယ်ထွန်ခြင်း။
harry	1	0	0	0	0	1	0	1	0	0	ဟယ်ရီ
harshness	1	0	0	1	0	1	0	0	0	0	ကြမ်းတမ်းခြင်း။
hart	0	0	0	0	0	0	0	0	0	0	ဟတ်
harvest	0	1	0	0	1	0	1	0	0	0	ရိတ်သိမ်း
hash	0	0	0	0	0	1	0	0	0	0	hash
hashish	0	0	0	0	0	1	0	0	0	0	ဘင်း
haste	0	1	0	0	0	0	0	0	0	0	ကြီးပဲ။
hasten	0	0	0	0	0	0	0	0	0	0	အမြန်
hastily	0	0	0	0	0	0	0	0	0	0	ဖုတ်ပူမီးတိုက်
hasty	0	0	0	0	0	1	0	0	0	0	အလျင်စလို
hat	0	0	0	0	0	0	0	0	0	0	ဦးထုပ်
hatch	0	0	0	0	0	0	0	0	0	0	ပေါက်
hatchet	0	0	0	0	0	0	0	0	0	0	ပေါက်ပေါက်
hate	1	0	1	1	0	1	0	1	0	0	မုန်းတယ်။
hateful	1	0	1	1	0	1	0	1	0	0	မုန်းစရာကောင်းသော
hating	1	0	0	0	0	1	0	0	0	0	မုန်းတီးခြင်း။
hatred	1	0	1	1	0	1	0	1	0	0	အမုန်းတရား
haughty	1	0	0	0	0	1	0	0	0	0	မာနထောင်လွှား
haul	0	0	0	0	0	0	0	0	0	0	တစီးကို
haulage	0	0	0	0	0	0	0	0	0	0	ခရီးသယ်
haunt	0	0	0	1	0	1	0	0	0	0	သရဲ
haunted	0	0	0	1	0	1	0	1	0	0	သရဲခြောက်တယ်။
haven	0	0	0	0	0	0	1	0	0	1	ဆိပ်
havoc	1	0	0	1	0	1	0	0	0	0	အန္တရာယ်
haw	0	0	0	0	0	0	0	0	0	0	ဟော့
hawk	0	0	0	1	0	0	0	0	0	0	သိမ်းငှက်
hawking	0	0	0	0	0	0	0	0	0	0	ဟော့ကင်း
hazard	0	0	0	1	0	1	0	0	0	0	အန္တရာယ်
hazardous	0	0	0	1	0	1	0	0	0	0	အန္တရာယ်ရှိသော
haze	0	0	0	1	0	1	0	0	0	0	မြူမှုန်
hazy	0	0	0	0	0	0	0	0	0	0	ရီဝေ
head	0	0	0	0	0	0	0	0	0	0	ခေါင်း
headache	0	0	0	0	0	1	0	0	0	0	ခေါင်းကိုက်ခြင်း။
headdress	0	0	0	0	0	0	0	0	0	0	ကုပ်
header	0	0	0	0	0	0	0	0	0	0	ခေါင်းစီး
headgear	0	0	0	0	0	0	0	0	0	0	ဦးသျှောင်
heading	0	0	0	0	0	0	0	0	0	0	ခေါင်းစီး
headland	0	0	0	0	0	0	0	0	0	0	တောင်ယာ
headlight	0	1	0	0	0	0	0	0	0	0	ရှေ့မီး
headline	0	0	0	0	0	0	0	0	0	0	ခေါင်းစီး
headlong	0	0	0	0	0	0	0	0	0	0	ခေါင်းရှည်
headquarters	0	0	0	0	0	0	0	0	0	0	ဌာနချုပ်
headstone	0	0	0	0	0	0	0	0	0	0	ခေါင်းကျောက်
headway	0	0	0	0	0	0	1	0	0	0	ရှေ့လမ်း
heady	0	0	0	0	0	1	0	0	0	0	ခေါင်းကိုက်သည်။
heal	0	0	0	0	1	0	1	0	0	1	ကုစားပါ။
healing	0	1	0	0	1	0	1	0	0	1	အနာရောဂါငြိမ်းစရာ
health	0	0	0	0	0	0	0	0	0	0	ကျန်းမာရေး
healthful	0	0	0	0	1	0	1	0	0	0	ကျန်းမာရေးနဲ့ညီညွတ်တယ်။
healthy	0	0	0	0	0	0	1	0	0	0	ကျန်းမာသည်။
heap	0	0	0	0	0	0	0	0	0	0	အမှိုက်ပုံ
hear	0	0	0	0	0	0	0	0	0	0	ကြားလား။
hearer	0	0	0	0	0	0	0	0	0	0	ကြားနာသူ
hearing	0	0	0	1	0	1	0	0	0	0	အကြားအာရုံ
hearsay	0	0	0	0	0	1	0	0	0	0	လူပြောသူပြော
hearse	0	0	0	1	0	1	0	1	0	0	နိဗ္ဗာန်ယာဉ်
heart	0	0	0	0	0	0	0	0	0	0	နှလုံး
heartache	0	0	0	0	0	1	0	1	0	0	နှလုံးနာခြင်း။
heartburn	0	0	0	0	0	1	0	0	0	0	ရင်ပူခြင်း။
heartfelt	0	0	0	0	1	0	1	1	0	1	အသည်းနှလုံး
hearth	0	0	0	0	0	0	1	0	0	0	မီးဖို
heartily	0	0	0	0	1	0	1	0	0	0	ဟက်ဟက်ပက်ပက်
heartless	0	0	0	0	0	1	0	1	0	0	အကြင်နာမဲ့
hearts	0	0	0	0	0	0	0	0	0	0	နှလုံးသားများ
heartworm	0	0	1	0	0	0	0	0	0	0	နှလုံးသန်ကောင်
heat	0	0	0	0	0	0	0	0	0	0	အပူ
heated	0	0	0	0	0	0	0	0	0	0	အပူ
heater	0	0	0	0	0	0	0	0	0	0	အပူပေးစက်
heath	0	0	0	0	0	0	0	0	0	0	အပူ
heathen	0	0	0	1	0	1	0	0	0	0	သာသနာပ
heather	0	0	0	0	0	0	0	0	0	0	heather
heating	0	0	0	0	0	0	0	0	0	0	အပူ
heave	0	0	0	0	0	0	0	0	0	0	ဟဲဟဲ
heavenly	0	1	0	0	1	0	1	0	0	1	ကောင်းကင်ဘုံ
heavens	0	0	0	0	1	0	1	0	0	1	ကောင်းကင်
heavily	0	0	0	0	0	1	0	0	0	0	ပြင်းပြင်းထန်ထန်
heaviness	0	0	0	0	0	0	0	0	0	0	လေးလံခြင်း။
heaving	0	0	0	0	0	0	0	0	0	0	ခေါင်းကိုက်ခြင်း။
hectares	0	0	0	0	0	0	0	0	0	0	ဟက်တာ
hectic	0	0	0	0	0	0	0	0	0	0	အရှုပ်အထွေး
hedge	0	0	0	0	0	0	0	0	0	0	ခြံ
hedgehog	0	0	0	0	0	0	0	0	0	0	ဖြူကောင်
hedonism	0	0	0	0	1	1	1	0	0	0	hedonism
heed	0	0	0	0	0	0	0	0	0	0	သတိထားပါ။
heel	0	0	0	0	0	1	0	0	0	0	ဖနောင့်
heels	0	0	0	0	0	0	0	0	0	0	ဒေါက်ဖိနပ်
heft	0	1	0	1	0	0	1	0	0	0	heft
hegemonic	0	0	0	0	0	0	0	0	0	0	ဖော်ညွှန်း
heifer	0	0	0	0	0	0	0	0	0	0	နွားမ
height	0	0	0	0	0	0	0	0	0	0	အမြင့်
heighten	0	0	0	1	0	1	0	0	0	0	မြှင့်တင်ပါ။
heinous	0	0	0	0	0	1	0	0	0	0	မိုက်မဲသော
heir	0	0	0	0	0	0	0	0	0	0	အမွေဆက်ခံသူ
heiress	0	0	0	0	0	0	0	0	0	0	အမွေဆက်ခံသူ
heirloom	0	0	0	0	0	0	0	0	0	0	အမွေအနှစ်
heirs	0	0	0	0	0	0	0	0	0	0	အမွေဆက်ခံသူများ
helical	0	0	0	0	0	0	0	0	0	0	helical
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	ငရဲ
hellish	1	0	1	1	0	1	0	1	0	0	ငရဲပြည်
helm	0	0	0	0	0	0	0	0	0	0	ပဲ့စင်
helmet	0	0	0	1	0	0	1	0	0	0	သံခမောက်
helper	0	0	0	0	0	0	1	0	0	1	ကူညီသူ
helpful	0	0	0	0	1	0	1	0	0	1	အထောက်အကူ
helpless	0	0	0	1	0	1	0	1	0	0	အားကိုးရာမဲ့
helplessness	0	0	0	1	0	1	0	1	0	0	အကူအညီမဲ့ခြင်း
hem	0	0	0	0	0	0	0	0	0	0	ချောင်းဟန့်သည်။
hematite	0	0	0	0	0	0	0	0	0	0	hematite
hemi	0	0	0	0	0	0	0	0	0	0	ဟေမီ
hemisphere	0	0	0	0	0	0	0	0	0	0	ကမ္ဘာခြမ်း
hemispheric	0	0	0	0	0	0	0	0	0	0	hemispheric
hemlock	0	0	0	0	0	0	0	0	0	0	ချောင်းပိတ်
hemorrhage	0	0	1	1	0	1	0	1	0	0	သွေးသွန်ခြင်း။
hemorrhoids	0	0	0	0	0	1	0	0	0	0	လိပ်ခေါင်း
hemp	0	0	0	0	0	0	0	0	0	0	လျှော်ပင်
hen	0	0	0	0	0	0	0	0	0	0	ကြက်မ
henceforth	0	0	0	0	0	0	0	0	0	0	ယခုမှစ၍
herald	0	0	0	0	0	0	0	0	0	0	သံတော်ဆင့်
heraldry	0	0	0	0	0	0	0	0	0	0	သံစဉ်များ
herb	0	0	0	0	0	0	0	0	0	0	ပျိုးပင်
herbaceous	0	0	0	0	0	0	0	0	0	0	ပေါင်းပင်များ
herbal	0	0	0	0	0	0	1	0	0	0	ဆေးဖက်ဝင်အပင်များ
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	နွား
hereditary	0	0	0	0	0	0	0	0	0	0	မျိုးရိုး
heredity	0	0	0	0	0	0	0	0	0	0	မျိုးရိုးလိုက်ခြင်း။
heresy	0	0	0	0	0	1	0	0	0	0	အယူမှား
heretic	0	0	1	0	0	1	0	0	0	0	တိတ္ထိ
heretical	0	0	0	0	0	0	0	0	0	0	တိတ္ထိ
heretofore	0	0	0	0	0	0	0	0	0	0	ဤနေရာတွင်
hereunto	0	0	0	0	0	0	0	0	0	0	ဤနေရာသို့
herewith	0	0	0	0	0	0	0	0	0	0	ဤနေရာတွင်
heritage	0	0	0	0	0	0	0	0	0	1	အမွေအနှစ်
hermaphrodite	0	0	0	0	0	1	0	0	1	0	ဥဘတောဗျည်း
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutics
hermit	0	0	0	0	0	0	0	1	0	1	ရသေ့
hernia	0	0	0	0	0	0	0	0	0	0	အူကျွံခြင်း။
hero	0	1	0	0	1	0	1	0	1	1	သူရဲကောင်း
heroic	0	0	0	0	1	0	1	0	1	1	သူရဲကောင်းဆန်တယ်။
heroics	0	0	0	0	0	0	1	0	0	0	သူရဲကောင်းတွေ
heroin	0	0	0	0	0	1	0	0	0	0	ဘိန်းဖြူ
heroine	0	0	0	0	0	0	1	0	0	1	သူရဲကောင်း
heroism	0	1	0	0	1	0	1	0	1	1	သူရဲကောင်းဝါဒ
herpes	0	0	1	0	0	1	0	0	0	0	ရေယုန်
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpes ဗိုင်းရပ်စ်
hesitating	0	0	0	0	0	0	0	0	0	0	ချီတုံချတုံ
hesitation	0	0	0	1	0	1	0	0	0	0	တုံ့ဆိုင်းခြင်း။
heterogeneity	0	0	0	0	0	0	0	0	0	0	မျိုးရိုးလိုက်ခြင်း
hew	0	0	0	0	0	0	0	0	0	0	ဟဲ
hexagon	0	0	0	0	0	0	0	0	0	0	ဆဋ္ဌဂံ
heyday	0	1	0	0	1	0	1	0	0	1	မင်္ဂလာရှိသောနေ့
hiatus	0	0	0	0	0	0	0	0	0	0	ရပ်ဆိုင်းခြင်း
hibernate	0	0	0	0	0	0	0	0	0	0	တွင်းအောင်းပါ။
hibernation	0	0	0	0	0	0	0	0	0	0	ဆောင်းခိုခြင်း
hiccup	0	0	0	0	0	0	0	0	0	0	ကြို့ထိုး
hidden	0	0	0	0	0	1	0	0	0	0	ဝှက်ထားသည်။
hide	0	0	0	1	0	0	0	0	0	0	ပုန်း
hideous	0	0	1	1	0	1	0	1	0	0	ရှက်စရာကောင်းသော
hiding	0	0	0	1	0	0	0	0	0	0	ပုန်းအောင်း
hierarchical	0	0	0	0	0	0	0	0	0	0	အထက်အောက်
high	0	0	0	0	0	0	0	0	0	0	မြင့်မားသော
higher	0	0	0	0	0	0	0	0	0	0	ပိုမြင့်တယ်။
highest	0	1	0	1	1	1	1	0	1	0	အမြင့်ဆုံး
highland	0	0	0	0	0	0	0	0	0	0	ကုန်းမြင့်
highlands	0	0	0	0	0	0	0	0	0	0	ကုန်းမြင့်
hight	0	0	0	0	0	0	0	0	0	0	အမြင့်
highway	0	0	0	0	0	0	0	0	0	0	အဝေးပြေးလမ်း
hiker	0	0	0	0	0	0	0	0	0	0	တောင်တက်သမား
hilarious	0	0	0	0	1	0	1	0	1	0	ရယ်စရာ
hilarity	0	0	0	0	1	0	1	0	0	0	ရယ်မောစရာ
hill	0	0	0	0	0	0	0	0	0	0	တောင်ကုန်း
hilly	0	0	0	0	0	0	0	0	0	0	တောင်ကုန်း
hilt	0	0	0	0	0	0	0	0	0	0	ကုန်း
hind	0	0	0	0	0	0	0	0	0	0	နောက်
hindering	0	0	0	0	0	1	0	1	0	0	အဟန့်အတား
hindrance	0	0	0	0	0	1	0	0	0	0	အတားအဆီး
hinge	0	0	0	0	0	0	0	0	0	0	ပတ္တာ
hint	0	0	0	0	0	0	0	0	0	0	သဲလွန်စ
hinterland	0	0	0	0	0	0	0	0	0	0	ကုန်းတွင်းပိုင်း
hip	0	0	0	0	0	0	0	0	0	0	တင်ပါးဆုံ
hippie	0	0	0	0	0	1	0	0	0	0	ဟစ်ပီ
hire	0	1	0	0	1	0	1	0	0	1	ငှားရမ်းပါ။
hirsute	0	0	0	0	0	0	0	0	0	0	hirsute
hiss	1	0	0	1	0	1	0	0	0	0	နှဲ
hissing	0	0	0	0	0	1	0	0	0	0	ဘွယ်ကြီး
histology	0	0	0	0	0	0	0	0	0	0	histology
historian	0	0	0	0	0	0	0	0	0	0	သမိုင်းပညာရှင်
historic	0	0	0	0	0	0	0	0	0	0	သမိုင်းဝင်
historiography	0	0	0	0	0	0	0	0	0	0	သမိုင်းမှတ်တမ်း
history	0	0	0	0	0	0	0	0	0	0	သမိုင်း
hit	1	0	0	0	0	1	0	0	0	0	ရိုက်တယ်။
hitherto	0	0	0	0	0	1	0	0	0	0	အခုထိ
hive	0	0	0	0	0	1	0	0	0	0	အုံ
hoard	0	0	0	0	0	0	0	0	0	0	သိုလှောင်
hoarse	0	0	0	0	0	1	0	0	0	0	အသံပြာ
hoary	0	0	0	0	0	1	0	1	0	0	အမိုက်စား
hoax	1	0	1	0	0	1	0	1	1	0	နောက်ပြောင်လိမ်လည်သည်
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	ဝါသနာ
hobo	0	0	0	0	0	1	0	1	0	0	ကြမ်းပိုး
hockey	0	0	0	0	0	0	0	0	0	0	ဟော်ကီ
hoe	0	0	0	0	0	0	0	0	0	0	ဟိုး
hog	0	0	1	0	0	1	0	0	0	0	ခွေးတူဝက်တူ
hoist	0	0	0	0	0	0	0	0	0	0	လွှင့်ထူ
hold	0	0	0	0	0	0	0	0	0	0	ကိုင်
holder	0	0	0	0	0	0	0	0	0	0	ကိုင်ဆောင်သူ
holding	0	0	0	0	0	0	0	0	0	0	ကိုင်
hole	0	0	0	0	0	0	0	0	0	0	အပေါက်
holiday	0	1	0	0	1	0	1	0	0	0	အားလပ်ရက်
holiness	0	1	0	1	1	0	1	0	1	1	သန့်ရှင်းမှု
hollow	0	0	0	0	0	1	0	1	0	0	အခေါင်းပေါက်
holocaust	1	0	1	1	0	1	0	1	0	0	မီးလောင်တိုက်သွင်းခြင်း
holy	0	0	0	0	0	0	1	0	0	0	သန့်ရှင်းသော
homage	0	0	0	0	0	0	1	0	0	0	ရှိခိုး
homeless	1	1	1	1	0	1	0	1	0	0	အိုးမဲ့အိမ်မဲ့
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopathic
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopathy
homesick	0	0	0	0	0	1	0	1	0	0	အိမ်လွမ်း
homestead	0	0	0	0	0	0	0	0	0	0	အိမ်၊
homework	0	0	0	1	0	0	0	0	0	0	အိမ်စာ
homicidal	1	0	0	1	0	1	0	0	0	0	လူသတ်မှု
homicide	1	0	1	1	0	1	0	1	0	0	လူသတ်မှု
homily	0	0	0	0	0	0	0	0	0	0	ချစ်ခြင်းမေတ္တာ
homogeneity	0	0	0	0	0	0	0	0	0	0	တူညီမှု
homogeneous	0	0	0	0	0	0	0	0	0	0	တစ်သားတည်းဖြစ်တည်မှု
homologous	0	0	0	0	0	0	0	0	0	0	တူညီသည်။
homologue	0	0	0	0	0	0	0	0	0	0	homologue
homology	0	0	0	0	0	0	1	0	0	0	သံယောဇဉ် ၊
hone	0	0	0	0	0	0	0	0	0	0	ဓားသွေး
honest	1	0	1	1	1	0	1	1	0	1	ရိုးရိုးသားသား
honesty	0	0	0	0	0	0	1	0	0	1	ရိုးသားမှု
honey	0	0	0	0	0	0	1	0	0	0	ပျားရည်
honeycomb	0	0	0	0	0	0	0	0	0	0	ပုဆိုး
honeymoon	0	1	0	0	1	0	1	0	1	1	ဟန်းနီးမွန်း
honeysuckle	0	0	0	0	0	0	0	0	0	0	ပျားရည်
honor	0	0	0	0	0	0	1	0	0	1	ဂုဏ်
honorable	0	0	0	0	0	0	1	0	0	1	ဂုဏ်ပြုသော
honorarium	0	0	0	0	0	0	0	0	0	0	ဉာဏ်ပူဇော်ခ
hood	1	0	1	1	0	1	0	0	0	0	ပါးပျဉ်း
hooded	0	0	0	1	0	0	0	0	0	0	ခေါင်းစွပ်
hoof	0	0	0	0	0	0	0	0	0	0	ခွာ
hook	0	0	0	0	0	0	0	0	0	0	ချိတ်
hooked	0	0	0	0	0	1	0	0	0	0	ချိတ်ထားသည်။
hooker	0	0	0	0	0	0	0	0	0	0	ချိတ်သမား
hoop	0	0	0	0	0	0	0	0	0	0	သံယောဇဉ်
hoot	1	0	1	0	0	1	0	0	0	0	ဟွတ်
hop	0	0	0	0	0	0	0	0	0	0	ခုန်ကူးသည်။
hope	0	1	0	0	1	0	1	0	1	1	မျှော်လင့်ချက်
hopeful	0	1	0	0	1	0	1	0	1	1	မျှော်လင့်သော
hopeless	0	0	0	1	0	1	0	1	0	0	မျှော်လင့်ချက်မဲ့
hopelessness	1	0	1	1	0	1	0	1	0	0	မျှော်လင့်ချက်မဲ့ခြင်း
hopes	0	0	0	0	0	0	0	0	0	0	မျှော်လင့်ချက်
hoping	0	0	0	0	0	0	0	0	0	0	မျှော်လင့်သည်။
hopper	0	0	0	0	0	0	0	0	0	0	hopper
horde	0	0	0	0	0	1	0	0	1	0	အလုံးအရင်း
horizon	0	1	0	0	0	0	1	0	0	0	မိုးကုပ်စက်ဝိုင်း
horizontal	0	0	0	0	0	0	0	0	0	0	အလျားလိုက်
horizontally	0	0	0	0	0	0	0	0	0	0	အလျားလိုက်
horn	0	0	0	0	0	0	0	0	0	0	ဦးချို
hornet	0	0	0	0	0	0	0	0	0	0	ပျားတူ၊
horny	0	0	0	0	0	0	0	0	0	0	horny
horoscope	0	1	0	0	0	0	0	0	0	0	ဇာတာ
horrible	1	0	1	1	0	1	0	0	0	0	ကြောက်စရာကောင်းသော
horribly	0	0	0	0	0	1	0	0	0	0	ကြောက်စရာကောင်းလောက်အောင်
horrid	1	0	1	1	0	1	0	1	0	0	ကြောက်မက်ဖွယ်ကောင်းသော
horrific	1	0	1	1	0	1	0	1	0	0	ကြောက်မက်ဖွယ်ရာ
horrified	0	0	0	1	0	1	0	0	0	0	ထိတ်လန့်
horrifying	0	0	1	1	0	1	0	1	0	0	ကြောက်စရာကောင်းသော
horror	1	0	1	1	0	1	0	1	1	0	ထိတ်လန့်
horrors	0	0	0	1	0	1	0	1	0	0	ထိတ်လန့်စရာ
horse	0	0	0	0	0	0	0	0	0	1	မြင်း
horseman	0	0	0	0	0	0	0	0	0	0	မြင်းစီးသူ
horseshoe	0	0	0	0	0	0	0	0	0	0	မြင်းခွာ
horticultural	0	0	0	0	0	0	0	0	0	0	စိုက်ခင်း
horticulture	0	0	0	0	0	0	0	0	0	0	ပန်းမာန်
hose	0	0	0	0	0	0	0	0	0	0	ရေပိုက်
hosiery	0	0	0	0	0	0	0	0	0	0	ရေချိုးခန်း
hospice	0	0	0	0	0	0	0	1	0	0	ဆေးရုံ
hospital	0	0	0	1	0	0	0	1	0	1	ဆေးရုံ
hospitality	0	0	0	0	0	0	1	0	0	0	ဧည့်ဝတ်ပြုခြင်း။
hostage	1	0	0	1	0	1	0	0	0	0	ဓားစာခံ
hostel	0	0	0	0	0	0	0	0	0	0	ဘော်ဒါဆောင်
hostile	1	0	1	1	0	1	0	0	0	0	ရန်လိုသော
hostilities	1	0	0	1	0	1	0	0	0	0	ရန်လိုမှုများ
hostility	1	0	1	0	0	1	0	0	0	0	ရန်ငြိုးဖွဲ့ခြင်း။
hot	1	0	0	0	0	0	0	0	0	0	ပူတယ်။
hotbed	0	0	0	0	0	0	0	0	0	0	ရေနွေးကြမ်း
hotel	0	0	0	0	0	0	0	0	0	0	ဟိုတယ်
hour	0	0	0	0	0	0	0	0	0	0	နာရီ
hourglass	0	0	0	0	0	0	0	0	0	0	နာရီမှန်
hourly	0	0	0	0	0	0	0	0	0	0	နာရီအလိုက်
house	0	0	0	0	0	0	0	0	0	0	အိမ်
household	0	0	0	0	0	0	1	0	0	0	အိမ်သား
householder	0	0	0	0	0	0	0	0	0	0	အိမ်ရှင်
housekeeper	0	0	0	0	0	0	0	0	0	0	အိမ်ထိန်း
housekeeping	0	0	0	0	0	0	1	0	0	0	အိမ်ထိန်း
housewife	0	0	0	0	0	0	0	0	0	0	အိမ်ရှင်မ
housing	0	0	0	0	0	0	0	0	0	0	အိမ်ရာ
hovercraft	0	0	0	0	0	0	0	0	0	0	ရှပ်ပြေးယာဉ်
howl	1	0	1	1	0	1	0	1	1	0	ညည်းတွား
howsoever	0	0	0	0	0	0	0	0	0	0	မည်သို့ပင်
hoy	0	0	0	0	0	0	0	0	0	0	ဟော့
hub	0	0	0	0	0	0	0	0	0	0	အချက်အချာ
huddle	0	0	0	0	0	0	0	0	0	0	ပြုံ
hue	0	0	0	0	0	0	0	0	0	0	အသွေးအရောင်
huff	1	0	1	0	0	1	0	0	0	0	huff
hug	0	0	0	0	1	0	1	0	0	1	ဖက်သည်
huge	0	0	0	0	0	0	0	0	0	0	ဧရာ
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	ထည်
hum	0	0	0	0	0	0	0	0	0	0	ညည်း
human	0	0	0	0	0	0	0	0	0	0	လူသား
humane	0	0	0	0	0	0	1	0	0	0	လူသားဆန်တယ်။
humanitarian	0	1	0	0	1	0	1	0	1	1	လူသားချင်းစာနာမှု
humanities	0	0	0	0	0	0	0	0	0	0	လူသားပညာ
humanity	0	0	0	0	1	0	1	0	0	1	လူသားဆန်မှု
humble	0	0	1	0	0	1	1	1	0	0	နှိမ့်ချခြင်း။
humbled	0	0	0	0	0	0	1	1	0	0	နှိမ့်ချသည်။
humbly	0	0	0	0	0	0	1	0	0	0	နှိမ့်ချစွာ
humbug	1	0	1	0	0	1	0	1	0	0	လူမိုက်
humid	0	0	0	0	0	0	0	0	0	0	စိုစွတ်သော
humidity	0	0	0	0	0	0	0	0	0	0	စိုထိုင်းဆ
humiliate	1	0	0	0	0	1	0	1	0	0	အရှက်ရ
humiliating	0	0	1	0	0	1	0	0	0	0	ရှက်စရာ
humiliation	0	0	1	0	0	1	0	1	0	0	အရှက်တရား
humility	0	0	0	0	0	0	1	0	0	1	နှိမ့်ချမှု
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	Hummingbird
humongous	0	0	0	0	0	0	0	0	0	0	ရယ်စရာကောင်းသော
humorist	0	0	0	0	0	0	1	0	0	0	ဟာသပညာရှင်
humorous	0	0	0	0	1	0	1	0	0	0	ဟာသ
hump	0	0	0	0	0	0	0	0	0	0	ဖင်
hunch	0	0	0	0	0	1	0	0	0	0	hunch
hundred	0	0	0	0	0	0	0	0	0	0	ရာ့
hundredth	0	0	0	0	0	0	0	0	0	0	ရာဂဏန်း
hunger	0	0	0	0	0	0	0	0	0	0	ဆာလောင်မှု
hungry	0	1	0	0	0	1	0	0	0	0	ဗိုက်ဆာတယ်။
hunk	0	0	0	0	0	0	0	0	0	0	hunk
hunks	0	0	0	0	0	0	0	0	0	0	hunks
hunt	0	0	0	0	0	0	0	0	0	0	အမဲလိုက်
hunter	0	1	0	1	0	1	0	1	0	0	မုဆိုး
hunting	1	1	0	1	0	1	0	0	0	0	အမဲလိုက်ခြင်း။
hurl	0	0	0	0	0	0	0	0	0	0	ပစ်ပေါက်
hurrah	0	0	0	0	1	0	1	0	0	0	ဟား
hurricane	0	0	0	1	0	1	0	0	0	0	ဟာရီကိန်း
hurried	0	1	0	0	0	1	0	0	0	0	သုတ်သုတ်
hurry	0	1	0	0	0	0	0	0	0	0	မြန်မြန်
hurt	1	0	0	1	0	1	0	1	0	0	ထိခိုက်
hurtful	1	0	1	1	0	1	0	1	0	0	နာကျင်စရာ
hurting	1	0	0	1	0	1	0	1	0	0	နာကျင်သည်။
husbandry	0	0	0	0	0	0	1	0	0	1	မွေးမြူရေး
hush	0	0	0	0	0	0	1	0	0	0	တိတ်တိတ်နေ
hushed	0	0	0	0	0	0	0	0	0	0	တိတ်သွားသည်။
husk	0	0	0	0	0	0	0	0	0	0	စပါးခွံ
husky	0	0	0	0	0	0	0	0	0	0	စပါးလင်
hustle	0	0	0	0	0	0	0	0	0	0	မြန်သော
hustler	0	0	0	0	0	1	0	0	0	0	hustler
hut	0	0	0	0	0	0	1	1	0	0	တဲ
hutch	0	0	0	0	0	0	0	0	0	0	တဲအိမ်
hyacinth	0	0	0	0	0	0	0	0	0	0	hyacinth
hybrid	0	0	0	0	0	0	0	0	0	0	စပ်သည်။
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	ဟိုက်ဒရောလစ်
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocephalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamics
hydrogen	0	0	0	0	0	0	0	0	0	0	ဟိုက်ဒရိုဂျင်
hydrographic	0	0	0	0	0	0	0	0	0	0	ရေအားလျှပ်စစ်
hydrology	0	0	0	0	0	0	0	0	0	0	နိ်ုင်ပါတယ်။
hygiene	0	0	0	0	0	0	0	0	0	0	တစ်ကိုယ်ရေသန့်ရှင်းရေး
hygienic	0	0	0	0	0	0	1	0	0	0	တစ်ကိုယ်ရေသန့်ရှင်းမှု
hymn	0	1	0	0	1	0	1	1	0	1	ဓမ္မသီချင်း
hype	0	1	0	0	0	1	0	0	0	0	ဖောင်းပွနေသည်။
hyperbole	0	0	0	0	0	1	0	0	0	0	ဥပေက္ခာ
hypertrophy	0	0	1	1	0	0	0	0	1	0	သွေးလွန်ကဲခြင်း။
hyphen	0	0	0	0	0	0	0	0	0	0	တုံးတို
hypnotic	0	0	0	0	0	0	0	0	0	0	အိပ်မွေ့ချပါ။
hypnotized	0	0	0	0	0	0	0	0	0	0	အိပ်မွေ့ချပါ။
hypocrisy	0	0	0	0	0	1	0	0	0	0	အရေခြုံ
hypocrite	0	0	1	0	0	1	0	0	0	0	ကြောင်သူတော်
hypocritical	0	0	1	0	0	1	0	0	0	0	ကြောင်သူတော်
hypothesis	0	1	0	0	0	0	0	0	1	0	အယူအဆ
hypothetical	0	0	0	0	0	0	0	0	0	0	အယူအဆ
hysteria	0	0	0	1	0	1	0	0	0	0	ဒေါသူပုန်ထ
