English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Urdu Word
observe	0	0	0	0	0	0	0	0	0	0	مشاہدہ
observer	0	0	0	0	0	0	0	0	0	0	مبصر
observing	0	0	0	0	0	0	0	0	0	0	مشاہدہ
obsession	0	0	0	0	0	0	0	0	0	0	جنون
obsolescence	0	0	0	0	0	0	0	0	0	0	متروک
obstacle	1	0	0	1	0	1	0	1	0	0	رکاوٹ
obstetrician	0	0	0	0	0	0	0	0	0	1	ماہر امراض نسواں
obstetrics	0	0	0	0	0	0	0	0	0	0	زچگی
obstinate	0	0	0	0	0	1	0	0	0	0	ضد کرنے والا
obstruct	1	0	0	1	0	1	0	0	0	0	رکاوٹ
obstruction	0	0	0	0	0	1	0	0	0	0	رکاوٹ
obstructive	1	0	0	0	0	1	0	0	0	0	رکاوٹ
obtain	0	0	0	0	0	0	0	0	0	0	حاصل کریں
obtainable	0	0	0	0	1	0	1	0	0	0	قابل حصول
obtuse	0	0	0	0	0	1	0	0	0	0	اوباش
obverse	0	0	0	0	0	0	0	0	0	0	سامنے
obvious	0	0	0	0	0	0	1	0	0	1	واضح
ocarina	0	0	0	0	0	0	0	0	0	0	اوکارینا
occasion	0	0	0	0	0	0	0	0	0	0	موقع
occasional	0	0	0	0	0	0	0	0	1	0	کبھی کبھار
occasionally	0	0	0	0	0	0	0	0	0	0	کبھی کبھار
occlusion	0	0	0	0	0	0	0	0	0	0	رکاوٹ
occult	0	0	1	1	0	1	0	0	0	0	جادو
occupancy	0	0	0	0	0	0	0	0	0	0	قبضے
occupant	0	0	0	0	0	0	1	0	0	1	مکین
occupation	0	0	0	0	0	0	1	0	0	0	پیشہ
occupied	0	0	0	0	0	0	0	0	0	0	قبضہ کر لیا
occupier	0	0	0	0	0	0	0	0	0	0	قبضہ کرنے والا
occupy	0	0	0	0	0	0	1	0	0	0	قبضہ
occupying	0	0	0	0	0	0	0	0	0	0	قبضہ
occur	0	0	0	0	0	0	0	0	0	0	واقع
occurrence	0	0	0	0	0	0	0	0	0	0	واقعہ
ocean	0	0	0	0	0	0	0	0	0	0	سمندر
oceanic	0	0	0	0	0	0	0	0	0	0	سمندری
octagon	0	0	0	0	0	0	0	0	0	0	آکٹگن
octave	0	0	0	0	0	0	0	0	0	0	آکٹیو
octopus	0	0	1	0	0	0	0	0	0	0	آکٹوپس
ocular	0	0	0	0	0	0	0	0	0	0	آنکھ
oddity	0	0	1	0	0	1	0	1	1	0	عجیب
odds	0	0	0	0	0	0	0	0	0	0	مشکلات
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	ناگوار
odometer	0	0	0	0	0	0	0	0	0	0	اوڈومیٹر
odor	0	0	0	0	0	1	0	0	0	0	بدبو
oestrogen	0	0	0	0	0	0	0	0	0	0	ایسٹروجن
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	آفل
offend	1	0	1	0	0	1	0	0	0	0	توہین
offended	1	0	0	0	0	1	0	1	0	0	ناراض
offender	1	0	1	1	0	1	0	1	0	0	مجرم
offense	1	0	1	1	0	1	0	1	0	0	جرم
offensive	1	0	1	0	0	1	0	0	0	0	جارحانہ
offer	0	0	0	0	0	0	1	0	0	0	پیشکش
offered	0	0	0	0	0	0	0	0	0	0	پیشکش کی
offering	0	0	0	0	0	0	0	0	0	1	پیشکش
offhand	0	0	0	0	0	1	0	0	0	0	آف ہینڈ
office	0	0	0	0	0	0	0	0	0	0	دفتر
officer	0	0	0	0	0	0	1	0	0	1	افسر
offices	0	0	0	0	0	0	0	0	0	0	دفاتر
official	0	0	0	0	0	0	0	0	0	1	سرکاری
officiate	0	0	0	0	0	0	0	0	0	0	عہدہ دار
offing	0	0	0	0	0	1	0	0	0	0	روانگی
offload	0	0	0	0	0	0	0	0	0	0	بوجھ کم کرنا
offset	0	1	0	0	0	0	1	0	0	0	آفسیٹ
offshoot	0	0	0	0	0	0	1	0	0	0	آف شاٹ
offside	0	0	0	0	0	0	0	0	0	0	آف سائیڈ
oft	0	0	0	0	0	0	0	0	0	0	اکثر
oftentimes	0	0	0	0	0	0	0	0	0	0	اکثر اوقات
ogre	0	0	1	1	0	1	0	0	0	0	راکشس
oil	0	0	0	0	0	0	0	0	0	0	تیل
oils	0	0	0	0	0	0	0	0	0	0	تیل
ointment	0	0	0	0	0	0	0	0	0	0	مرہم
olfactory	0	1	0	0	0	1	0	0	0	0	ولفیکٹری
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarchy
olive	0	0	0	0	0	0	0	0	0	0	زیتون
omega	0	0	0	0	0	0	0	0	0	0	اومیگا
omelet	0	0	0	0	0	0	0	0	0	0	آملیٹ
omen	0	1	0	1	0	1	0	0	0	0	شگون
ominous	0	1	0	1	0	1	0	0	0	0	بدصورت
omission	0	0	0	0	0	0	0	0	0	0	بھول
omit	0	0	0	0	0	1	0	0	0	0	چھوڑ دیں
omitted	0	0	0	0	0	0	0	0	0	0	چھوڑ دیا گیا
omnibus	0	0	0	0	0	0	0	0	0	0	اومنیبس
omnipotence	0	0	0	1	0	1	1	0	0	0	قادر مطلق
omnipotent	0	0	0	0	0	0	0	0	0	0	قادر مطلق
omnipresent	0	0	0	0	0	0	0	0	0	0	ہمہ گیر
omniscient	0	0	0	0	0	0	1	0	0	1	تمام عالم
oncologist	0	0	0	0	0	0	0	0	0	0	آنکولوجسٹ
oneness	0	0	0	0	0	0	0	0	0	0	وحدت
onerous	1	0	0	0	0	1	0	1	0	0	مشکل
oneself	0	0	0	0	0	0	0	0	0	0	اپنے آپ کو
ongoing	0	1	0	0	0	0	0	0	0	0	جاری
onion	0	0	0	0	0	0	0	0	0	0	پیاز
onset	0	1	0	0	0	0	0	0	0	0	آغاز
onslaught	0	0	0	0	0	0	0	0	0	0	حملہ
ontology	0	0	0	0	0	0	0	0	0	0	آنٹولوجی
onus	0	0	0	0	0	1	0	0	0	0	ذمہ داری
onward	0	0	0	0	0	0	0	0	0	0	آگے
onyx	0	0	0	0	0	0	0	0	0	0	سُلیمانی
ooze	0	0	1	0	0	1	0	0	0	0	بہنا
oozing	0	0	0	0	0	0	0	0	0	0	بہنا
opacity	0	0	0	0	0	0	0	0	0	0	دھندلاپن
opal	0	0	0	0	0	0	0	0	0	0	دودھیا پتھر
opaque	0	0	0	0	0	1	0	0	0	0	مبہم
ope	0	0	0	0	0	0	0	0	0	0	کھولنا
open	0	0	0	0	0	0	0	0	0	0	کھلا
opener	0	0	0	0	0	0	0	0	0	0	اوپنر
opening	0	0	0	0	0	0	0	0	0	0	افتتاحی
openly	0	0	0	0	0	0	0	0	0	0	کھلے عام
openness	0	0	0	0	0	0	1	0	0	0	کشادگی
opera	1	1	0	1	1	0	1	1	1	1	اوپیرا
operatic	0	0	0	0	0	1	0	0	0	0	آپریٹک
operation	0	0	0	1	0	0	0	0	0	1	آپریشن
operations	0	0	0	0	0	0	0	0	0	0	آپریشنز
operative	0	0	0	0	0	0	0	0	0	0	آپریٹو
operator	0	0	0	0	0	0	0	0	0	0	آپریٹر
ophthalmic	0	0	0	0	0	0	0	0	0	0	نےتر
ophthalmologist	0	0	0	0	0	0	0	0	0	0	ماہر امراض چشم
opiate	0	0	0	0	0	1	0	0	0	0	افیون
opinion	0	0	0	0	0	0	0	0	0	0	رائے
opinionated	1	0	0	0	0	1	0	0	0	0	رائے دینے والا
opium	1	0	1	1	0	1	0	1	0	0	افیون
opponent	1	1	1	1	0	1	0	0	0	0	مخالف
opportune	0	0	0	0	1	0	1	0	0	0	موقع
opportunism	0	0	0	0	0	0	0	0	0	0	موقع پرستی
opportunity	0	1	0	0	0	0	1	0	0	0	موقع
oppose	0	0	0	0	0	1	0	0	0	0	مخالفت
opposed	1	0	0	1	0	1	0	0	0	0	مخالفت کی
opposing	0	0	0	0	0	0	0	0	0	0	مخالف
opposite	0	0	0	0	0	0	0	0	0	0	برعکس
opposites	0	0	0	0	0	0	0	0	0	0	مخالف
opposition	1	0	0	0	0	1	0	0	0	0	اپوزیشن
oppress	1	0	1	1	0	1	0	1	0	0	ظلم
oppression	1	0	1	1	0	1	0	1	0	0	جبر
oppressive	1	0	1	1	0	1	0	1	0	0	جابرانہ
oppressor	1	0	0	1	0	1	0	1	0	0	ظالم
optic	0	0	0	0	0	0	0	0	0	0	آپٹک
optical	0	0	0	0	0	0	0	0	0	0	نظری
optics	0	0	0	0	0	0	0	0	0	0	آپٹکس
optimism	0	1	0	0	1	0	1	0	1	1	رجائیت
optimist	0	0	0	0	0	0	1	0	0	1	رجائیت پسند
option	0	0	0	0	0	0	1	0	0	0	اختیار
optional	0	0	0	0	0	0	1	0	0	0	اختیاری
optionally	0	0	0	0	0	0	0	0	0	0	اختیاری طور پر
options	0	0	0	0	0	0	0	0	0	0	اختیارات
optometrist	0	0	0	0	0	0	0	0	0	0	آپٹومیٹرسٹ
opulence	0	0	0	0	0	0	0	0	0	0	دولت
opulent	0	0	0	0	0	0	0	0	0	0	امیر
opus	0	0	0	0	0	0	0	0	0	0	نظم
oracle	0	1	0	0	0	0	1	0	0	1	اوریکل
oral	0	0	0	0	0	0	0	0	0	0	زبانی
orange	0	0	0	0	0	0	0	0	0	0	کینو
oration	0	0	0	0	0	0	1	0	0	0	تقریر
orator	0	0	0	0	0	0	0	0	0	0	خطیب
oratory	0	0	0	0	0	0	0	0	0	0	تقریر
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	مدار
orbiting	0	0	0	0	0	0	0	0	0	0	گردش
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	باغ
orchestra	1	0	0	0	1	0	1	1	0	1	آرکسٹرا
ordained	0	0	0	0	0	0	1	0	0	1	مقرر
ordeal	1	0	0	0	0	1	0	0	1	0	آزمائش
order	0	0	0	0	0	0	0	0	0	0	ترتیب
orderly	0	0	0	0	0	0	1	0	0	0	منظم
ordinance	0	0	0	0	0	0	0	0	0	1	آرڈیننس
ordinary	0	0	0	0	0	0	0	0	0	0	عام
ordination	0	1	0	0	1	0	1	0	0	1	ترتیب
ordnance	0	0	0	1	0	1	0	0	0	0	آرڈیننس
ore	0	0	0	0	0	0	0	0	0	0	دھات
oregano	0	0	0	0	0	0	0	0	0	0	اوریگانو
organ	0	1	0	0	1	0	0	0	0	0	عضو
organic	0	0	0	0	0	0	1	0	0	0	نامیاتی
organism	0	0	0	0	0	0	0	0	0	0	حیاتیات
organist	0	0	0	0	0	0	0	0	0	0	آرگنسٹ
organization	0	1	0	0	1	0	1	0	1	1	تنظیم
organize	0	0	0	0	0	0	1	0	0	0	منظم کرنا
organized	0	0	0	0	0	0	1	0	0	0	منظم
orgasm	0	1	0	0	1	0	1	0	0	0	orgasm
orgies	0	0	0	0	0	0	0	0	0	0	orgies
orient	0	0	0	0	0	0	0	0	0	0	اورینٹ
oriental	0	0	0	0	0	0	0	0	0	0	مشرقی
orientation	0	0	0	0	0	0	0	0	0	0	واقفیت
orifice	0	0	0	0	0	0	0	0	0	0	سوراخ
origin	0	0	0	0	0	0	0	0	0	0	اصل
originality	0	0	0	0	0	0	1	0	1	0	اصلیت
originate	0	0	0	0	0	0	0	0	0	0	پیدا
origination	0	0	0	0	0	0	0	0	0	0	ابتدا
originator	0	0	0	0	0	0	0	0	0	0	موجد
ornament	0	0	0	0	0	0	0	0	0	0	زیور
ornamental	0	0	0	0	0	0	0	0	0	0	سجاوٹی
ornamentation	0	0	0	0	0	0	0	0	0	0	سجاوٹ
ornamented	0	0	0	0	0	0	1	0	0	0	آرائشی
ornate	0	0	0	0	0	0	1	0	0	0	آرائشی
orphan	0	0	0	1	0	1	0	1	0	0	یتیم
orthodox	0	0	0	0	0	0	0	0	0	0	آرتھوڈوکس
orthodoxy	0	0	0	0	0	0	0	0	0	1	راسخ العقیدہ
orthogonal	0	0	0	0	0	0	0	0	0	0	آرتھوگونل
oscillate	0	0	0	0	0	0	0	0	0	0	oscillate
oscillating	0	0	0	0	0	0	0	0	0	0	oscillating
oscillation	0	0	0	0	0	0	0	0	0	0	دولن
oscillatory	0	0	0	0	0	0	0	0	0	0	oscillatory
ostensible	0	0	0	0	0	0	0	0	0	0	ظاہر
ostensibly	0	0	0	0	0	1	0	0	0	0	ظاہری طور پر
ostrich	0	0	0	0	0	0	0	0	0	0	شترمرغ
otto	0	0	0	0	0	0	0	0	0	0	اوٹو
ottoman	0	0	0	0	0	0	0	0	0	0	عثمانی
ounce	0	0	0	0	0	0	0	0	0	0	اونس
oust	1	0	0	0	0	1	0	1	0	0	بے دخل
outbreak	0	0	0	0	0	0	0	0	0	0	پھیلاؤ
outburst	1	0	0	1	1	1	1	1	1	0	غصہ
outcast	0	0	1	1	0	1	0	1	0	0	جلاوطن
outcome	0	0	0	0	0	0	1	0	0	0	نتیجہ
outcry	1	0	0	1	0	1	0	0	1	0	چللاہٹ
outdo	0	1	0	0	0	0	1	0	0	0	باہر
outdoor	0	0	0	0	0	0	0	0	0	0	بیرونی
outfit	0	0	0	0	0	0	0	0	0	0	لباس
outgrow	0	0	0	0	0	0	0	0	0	0	بڑھنا
outgrowth	0	0	0	0	0	0	0	0	0	0	ترقی
outhouse	0	0	1	0	0	1	0	0	0	0	آؤٹ ہاؤس
outing	0	0	0	0	0	0	0	0	0	0	باہر نکلنا
outlandish	0	0	0	0	0	1	0	0	0	0	اجنبی
outlast	0	0	0	0	0	0	0	0	0	0	ختم
outlaw	0	0	0	0	0	1	0	0	0	0	غیر قانونی
outlet	0	0	0	0	0	0	0	0	0	0	دکان
outline	0	0	0	0	0	0	0	0	0	0	خاکہ
outlines	0	0	0	0	0	0	0	0	0	0	خاکہ
outlook	0	0	0	0	0	0	0	0	0	0	نقطہ نظر
outlying	0	0	0	0	0	0	0	0	0	0	بیرونی
outnumber	0	0	0	0	0	0	0	0	0	0	زیادہ تعداد
outpost	0	0	0	1	0	0	0	0	0	0	چوکی
outpouring	0	0	0	0	0	0	0	0	0	0	بہہ رہا ہے
output	0	0	0	0	0	0	0	0	0	0	آؤٹ پٹ
outrage	1	0	1	0	0	1	0	0	0	0	غصہ
outrageous	0	0	0	0	0	0	0	0	1	0	اشتعال انگیز
outright	0	0	0	0	0	0	0	0	0	0	بالکل
outrun	0	0	0	0	0	0	0	0	0	0	آگے بڑھنا
outset	0	0	0	0	0	0	0	0	0	0	شروع
outsider	0	0	0	1	0	0	0	0	0	0	بیرونی
outskirts	0	0	0	0	0	0	0	0	0	0	مضافات
outspoken	0	0	0	0	0	0	0	0	0	0	واضح
outstanding	0	0	0	0	1	1	1	0	0	0	شاندار
outstretched	0	0	0	0	0	0	0	0	0	0	پھیلا ہوا
outward	0	0	0	0	0	0	1	0	0	0	ظاہری
outwards	0	0	0	0	0	0	0	0	0	0	باہر کی طرف
outweigh	0	0	0	0	0	0	0	0	0	0	زیادہ وزن
oval	0	0	0	0	0	0	0	0	0	0	انڈاکار
ovary	0	0	0	0	0	0	0	0	0	0	بیضہ دانی
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	نعرہ بازی
oven	0	0	0	0	0	0	0	0	0	0	تندور
overalls	0	0	0	0	0	0	0	0	0	0	overalls
overbearing	1	0	0	0	0	1	0	0	0	0	دبنگ
overburden	0	0	0	0	0	1	0	0	0	0	زیادہ بوجھ
overcast	0	0	0	0	0	1	0	0	0	0	ابر آلود
overcharged	0	0	0	0	0	0	0	0	0	0	زیادہ چارج
overcoat	0	0	0	0	0	0	0	0	0	0	اوور کوٹ
overdo	0	0	0	0	0	1	0	0	0	0	ضرورت سے زیادہ
overdose	0	0	0	0	0	1	0	0	0	0	زیادہ مقدار
overdue	0	1	0	0	0	1	0	1	1	0	زائد المیعاد
overestimate	0	0	0	0	0	0	0	0	1	0	زیادہ اندازہ لگانا
overestimated	0	0	0	0	0	1	0	0	0	0	زیادہ اندازہ لگایا گیا
overflow	0	0	0	0	0	1	0	0	0	0	بہاؤ
overflowing	0	0	0	0	0	0	0	0	0	0	بہتا ہوا
overgrown	0	0	0	0	0	1	0	0	0	0	زیادہ بڑھے ہوئے
overgrowth	0	0	0	0	0	0	0	0	0	0	زیادہ ترقی
overhanging	0	0	0	0	0	0	0	0	0	0	overhanging
overhaul	0	0	0	0	0	0	0	0	0	0	اوور ہال
overhead	0	0	0	0	0	0	0	0	0	0	اوپر
overjoyed	0	0	0	0	1	0	1	0	0	0	بہت خوش
overlaid	0	0	0	0	0	0	0	0	0	0	چڑھایا
overlap	0	0	0	0	0	0	0	0	0	0	اوورلیپ
overlay	0	0	0	0	0	0	0	0	0	0	اوورلے
overload	0	0	0	0	0	1	0	1	0	0	اوورلوڈ
overlying	0	0	0	0	0	0	0	0	0	0	overlying
overpaid	0	0	0	0	0	1	0	0	0	0	زیادہ ادائیگی
overpass	0	0	0	0	0	0	0	0	0	0	اوور پاس
overpower	0	0	0	0	0	1	0	0	0	0	غالب
overpowering	1	0	0	1	0	1	0	0	0	0	زبردست
overpriced	1	0	1	0	0	1	0	1	0	0	زیادہ قیمت
override	0	0	0	0	0	0	0	0	0	0	اوور رائڈ
overrule	0	0	0	0	0	0	0	0	0	0	زیر کرنا
overseer	0	0	0	0	0	0	0	0	0	0	نگران
overshadow	0	0	0	0	0	0	0	0	0	0	سایہ
oversight	0	0	0	0	0	1	0	0	0	0	نگرانی
overstate	0	0	0	0	0	0	0	0	0	0	حد سے زیادہ
overstock	0	0	0	0	0	0	0	0	0	0	اوور اسٹاک
overt	0	0	0	1	0	0	0	0	0	0	ظاہر
overtake	0	0	0	0	0	0	0	0	0	0	اوورٹیک
overtaken	0	0	0	0	0	0	0	0	0	0	آگے نکل گیا
overthrow	0	1	0	1	0	1	0	0	0	0	معزول
overture	0	1	0	0	0	0	0	0	0	0	اوورچر
overturn	0	0	0	0	0	1	0	0	0	0	الٹ دینا
overwhelm	0	0	0	0	0	1	0	0	0	0	مغلوب
overwhelmed	0	0	0	0	0	1	0	1	0	0	مغلوب
overwhelming	0	0	0	0	0	0	1	0	0	0	زبردست
overzealous	0	0	0	0	0	0	0	0	0	0	حد سے زیادہ پرجوش
owe	0	0	0	0	0	0	0	0	0	0	واجب الادا
owing	1	1	1	1	0	1	0	1	0	1	واجب الادا
owner	0	0	0	0	0	0	0	0	0	0	مالک
ownership	0	0	0	0	0	0	1	0	0	0	ملکیت
ox	0	0	0	0	0	0	0	0	0	0	بیل
oxidation	0	0	0	0	0	1	0	0	0	0	آکسیکرن
oxygen	0	0	0	0	0	0	0	0	0	0	آکسیجن
oxymoron	0	0	0	0	0	0	0	0	0	0	آکسیمورون
oyster	0	0	0	0	0	0	0	0	0	0	سیپ
pace	0	0	0	0	0	0	0	0	0	0	رفتار
pacific	0	0	0	0	0	0	1	0	0	0	پیسیفک
pacify	0	0	0	0	0	0	0	0	0	0	پرسکون کرنا
pack	0	0	0	0	0	0	0	0	0	0	پیک
package	0	0	0	0	0	0	0	0	0	0	پیکج
packer	0	0	0	0	0	0	0	0	0	0	پیکر
packet	0	0	0	0	0	0	0	0	0	0	پیکٹ
pact	0	0	0	0	0	0	0	0	0	1	معاہدہ
pad	0	0	0	0	0	0	1	0	0	0	پیڈ
padding	0	0	0	0	0	0	1	0	0	0	بھرتی
paddle	0	1	0	0	0	0	1	0	0	0	پیڈل
paddock	0	0	0	0	0	0	0	0	0	0	پیڈاک
paddy	0	0	0	0	0	0	0	0	0	0	دھان
padlock	0	0	0	0	0	0	0	0	0	0	تالہ
padre	0	0	0	0	0	0	0	0	0	0	پادری
pagan	0	0	0	0	0	0	0	0	0	0	کافر
paganism	0	0	0	0	0	0	0	0	0	0	بت پرستی
page	0	0	0	0	0	0	0	0	0	0	صفحہ
pageant	0	0	0	0	0	0	0	0	0	0	تماشا
pagination	0	0	0	0	0	0	0	0	0	0	صفحہ بندی
pagoda	0	0	0	0	0	0	0	0	0	0	پگوڈا
pail	0	0	0	0	0	0	0	0	0	0	بالٹی
pain	0	0	0	1	0	1	0	1	0	0	درد
pained	0	0	0	1	0	1	0	1	0	0	درد
painful	1	0	1	1	0	1	0	1	0	0	تکلیف دہ
painfully	0	0	0	0	0	1	0	1	0	0	دردناک طور پر
painless	0	0	0	0	0	0	0	0	0	0	بے درد
pains	0	0	0	0	0	1	0	0	0	0	درد
painstaking	0	0	0	0	0	0	0	0	0	0	محنتی
paint	0	0	0	0	0	0	0	0	0	0	پینٹ
painted	0	0	0	0	0	0	0	0	0	0	پینٹ
painter	0	0	0	0	0	0	0	0	0	0	پینٹر
painting	0	0	0	0	0	0	0	0	0	0	پینٹنگ
pair	0	0	0	0	0	0	0	0	0	0	جوڑی
pajamas	0	0	0	0	0	0	0	0	0	0	پاجامہ
pal	0	0	0	0	0	0	0	0	0	0	دوست
palace	0	0	0	0	0	0	0	0	0	0	محل
palatable	0	0	0	0	0	0	1	0	0	0	لذیذ
palate	0	0	0	0	0	0	0	0	0	0	تالو
paleontology	0	0	0	0	0	0	0	0	0	0	پیلینٹولوجی
palette	0	0	0	0	0	0	0	0	0	0	پیلیٹ
pall	0	0	0	0	0	0	0	0	0	0	pall
palladium	0	0	0	0	0	0	0	0	0	0	پیلیڈیم
pallet	0	0	0	0	0	0	0	0	0	0	pallet
palliative	0	0	0	0	0	0	1	0	0	0	شفا بخش
palm	0	0	0	0	0	0	0	0	0	0	کھجور
palmer	0	0	0	0	0	0	0	0	0	0	پامر
palpable	0	0	0	0	0	0	0	0	1	0	واضح
palsy	0	0	1	1	0	1	0	1	0	0	فالج
paltry	0	0	0	0	0	0	0	0	0	0	معمولی
pamper	0	0	0	0	0	0	0	0	0	0	لاڈ پیار
pamphlet	0	0	0	0	0	0	0	0	0	0	پرچہ
pan	0	0	0	0	0	0	0	0	0	0	پین
panacea	0	0	0	0	0	0	1	0	0	0	علاج
panache	0	0	0	0	0	0	1	0	0	0	panache
pancake	0	0	0	0	0	0	0	0	0	0	پینکیک
pandemic	0	0	0	1	0	1	0	1	0	0	عالمی وباء
panel	0	0	0	0	0	0	0	0	0	0	پینل
pang	0	0	0	0	0	1	0	0	1	0	درد
panic	0	0	0	1	0	1	0	0	0	0	خوف و ہراس
panier	0	0	0	0	0	0	1	0	0	0	پنیر
panorama	0	0	0	0	0	0	0	0	0	0	پینورما
panoramic	0	0	0	0	0	0	0	0	0	0	پینورامک
pant	0	0	0	0	0	0	0	0	0	0	پتلون
pantheon	0	0	0	0	0	0	0	0	0	0	پینتھیون
panther	0	0	0	0	0	0	0	0	0	0	پینتھر
panties	0	0	0	0	0	0	0	0	0	0	جاںگھیا
pantomime	0	0	0	0	0	0	0	0	0	0	پینٹومائم
pantry	0	0	0	0	0	0	0	0	0	0	پینٹری
pants	0	0	0	0	0	0	0	0	0	0	پتلون
pap	0	0	0	0	0	0	0	0	0	0	پاپ
papacy	0	0	0	0	0	0	0	0	0	0	پوپ کا عہدہ
papal	0	0	0	0	0	0	0	0	0	0	پوپ
paper	0	0	0	0	0	0	0	0	0	0	کاغذ
paprika	0	0	0	0	0	0	1	0	0	0	پیپریکا
papyrus	0	0	0	0	0	0	0	0	0	0	papyrus
par	0	0	0	0	0	0	0	0	0	0	برابر
parable	0	0	0	0	0	0	0	0	0	0	تمثیل
parabola	0	0	0	0	0	0	0	0	0	0	پیرابولا
parabolic	0	0	0	0	0	0	0	0	0	0	پیرابولک
parachute	0	0	0	1	0	0	0	0	0	0	پیراشوٹ
parade	0	1	0	1	1	1	1	0	1	0	پریڈ
paradigm	0	0	0	0	0	0	0	0	0	0	نمونہ
paradox	0	0	0	0	0	0	0	0	0	0	تضاد
paradoxical	0	0	0	0	0	0	0	0	0	0	متضاد
paraffin	0	0	0	0	0	0	0	0	0	0	پیرافین
paragon	0	1	0	0	1	0	1	0	0	1	پیراگون
paragraph	0	0	0	0	0	0	0	0	0	0	پیراگراف
parallax	0	0	0	0	0	0	0	0	0	0	parallax
parallel	0	0	0	0	0	0	0	0	0	0	متوازی
parallelism	0	0	0	0	0	0	0	0	0	0	متوازی
paralysis	1	1	0	1	0	1	0	1	0	0	فالج
paramount	0	0	0	0	0	0	1	0	0	0	سب سے زیادہ
paranoia	0	0	0	1	0	1	0	0	0	0	پاگل پن
parapet	0	0	0	0	0	0	0	0	0	0	پیراپیٹ
paraphernalia	0	0	0	0	0	0	0	0	0	0	سامان
paraphrase	0	0	0	0	0	1	1	0	0	0	پیرا فریز
parasite	0	0	1	1	0	1	0	0	0	0	طفیلی
parasol	0	0	0	0	0	0	0	0	0	0	چھتر
parcel	0	0	0	0	0	0	0	0	0	0	پارسل
parcels	0	0	0	0	0	0	0	0	0	0	پارسل
parchment	0	0	0	0	0	0	0	0	0	0	پارچمنٹ
pardon	0	0	0	0	0	0	1	0	0	0	معافی
pare	1	1	0	1	0	1	0	1	0	0	pare
parenchyma	0	0	0	0	0	0	0	0	0	0	parenchyma
parent	0	0	0	0	0	0	0	0	0	0	والدین
parentage	0	0	0	0	0	0	1	0	0	0	ولدیت
parental	0	0	0	0	0	0	0	0	0	0	والدین
parenthesis	0	0	0	0	0	0	0	0	0	0	قوسین
parenthetical	0	0	0	0	0	0	0	0	0	0	قوسین
parietal	0	0	0	0	0	0	1	0	0	1	parietal
paring	0	0	0	0	0	0	0	0	0	0	پارنگ
parish	0	0	0	0	0	0	0	0	0	1	پارش
parity	0	0	0	0	0	0	0	0	0	0	برابری
park	0	0	0	0	0	0	0	0	0	0	پارک
parlance	0	0	0	0	0	0	0	0	0	0	بول چال
parliament	0	0	0	0	0	0	0	0	0	1	پارلیمنٹ
parliamentary	0	0	0	0	0	0	0	0	0	0	پارلیمانی
parlor	0	0	0	0	0	0	0	0	0	0	پارلر
parole	0	1	0	0	0	0	0	0	0	0	پیرول
parquet	0	0	0	0	0	0	0	0	0	0	لکڑی
parrot	0	0	1	0	0	1	0	0	0	0	طوطا
parry	0	0	0	0	0	0	0	0	0	0	پیری
parse	0	0	0	0	0	0	0	0	0	0	تجزیہ
parsimonious	0	0	0	0	0	1	0	0	0	0	ہمدرد
parsimony	0	0	0	0	0	0	0	0	0	0	پارسائی
parsley	0	0	0	0	0	0	0	0	0	0	اجمودا
parson	0	0	0	0	0	0	0	0	0	0	پارسن
part	0	0	0	0	0	0	0	0	0	0	حصہ
partake	0	0	0	0	0	0	1	0	0	1	حصہ لینا
partiality	0	0	0	0	0	0	0	0	0	0	جانبداری
partially	0	0	0	0	0	0	0	0	0	0	جزوی طور پر
participate	0	0	0	0	0	0	0	0	0	0	حصہ لینا
participation	0	0	0	0	0	0	1	0	0	0	شرکت
particle	0	0	0	0	0	0	0	0	0	0	ذرہ
particularity	0	0	0	0	0	0	0	0	0	0	خاصیت
particulars	0	0	0	0	0	0	0	0	0	0	تفصیلات
parting	0	0	0	0	0	0	0	1	0	0	جدائی
partisan	0	0	0	0	0	1	0	0	0	0	متعصب
partisanship	0	0	0	0	0	0	0	0	0	0	پارٹیشن
partition	0	0	0	0	0	0	0	0	0	0	تقسیم
partly	0	0	0	0	0	0	0	0	0	0	جزوی طور پر
partner	0	0	0	0	0	0	1	0	0	0	ساتھی
partnership	0	0	0	0	0	0	1	0	0	1	شراکت داری
parts	0	0	0	0	0	0	0	0	0	0	حصے
party	0	0	0	0	0	0	0	0	0	0	پارٹی
pas	0	0	0	0	0	0	0	0	0	0	پاس
pass	0	0	0	0	0	0	0	0	0	0	پاس
passable	0	0	0	0	0	0	0	0	0	0	قابل گزر
passage	0	0	0	0	0	0	0	0	0	0	گزرنا
passageway	0	0	0	0	0	0	0	0	0	0	گزرگاہ
passe	0	0	0	0	0	1	0	0	0	0	گزرنا
