English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Uyghur Word
laugh	0	0	0	0	1	0	1	0	1	0	كۈلۈش
laughable	0	0	1	0	0	1	0	0	0	0	كۈلكە
laughing	0	0	0	0	1	0	1	0	0	0	كۈلۈش
laughter	0	1	0	0	1	0	1	0	1	0	كۈلكە
launch	0	1	0	0	0	0	1	0	0	0	قويۇپ بېرىش
laundry	0	0	0	0	0	0	0	0	0	0	كىرئالغۇ
laureate	0	0	0	0	0	0	1	0	0	1	laureate
laurel	0	0	0	0	0	0	1	0	0	0	laurel
laurels	0	0	0	0	1	0	1	0	0	0	laurels
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	lavage
lavatory	0	0	1	0	0	0	0	0	0	0	تەرەتخانا
lavender	0	0	0	0	0	0	0	0	0	0	lavender
lavish	0	0	0	0	0	0	1	0	0	0	ھەشەمەتلىك
law	0	0	0	0	0	0	0	0	0	1	قانۇن
lawful	0	0	0	0	0	0	1	0	0	1	قانۇنلۇق
lawlessness	1	0	0	1	0	1	0	0	0	0	قانۇنسىزلىق
lawn	0	0	0	0	0	0	0	0	0	0	چىملىق
lawsuit	1	0	1	1	0	1	0	1	1	0	دەۋا
lawyer	1	0	1	1	0	1	0	0	0	0	ئادۋوكات
lax	0	0	0	0	0	1	0	1	0	0	lax
laxative	0	0	1	1	0	1	0	0	0	0	laxative
lay	0	0	0	0	0	0	0	0	0	0	lay
layer	0	0	0	0	0	0	0	0	0	0	قەۋەت
layered	0	0	0	0	0	0	0	0	0	0	قاتلاملىق
layman	0	0	0	0	0	0	0	0	0	0	layman
lazy	0	0	0	0	0	1	0	0	0	0	ھورۇن
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	قوغۇشۇن
leader	0	0	0	0	0	0	1	0	0	1	رەھبەر
leading	0	0	0	0	0	0	0	0	0	1	رەھبەرلىك
leads	0	0	0	0	0	0	0	0	0	0	يېتەكلەيدۇ
leaf	0	0	0	0	0	0	0	0	0	0	يوپۇرماق
leaflet	0	0	0	0	0	0	0	0	0	0	تەشۋىقات ۋارىقى
leafy	0	0	0	0	0	0	0	0	0	0	يوپۇرماق
league	0	0	0	0	0	0	1	0	0	0	بىرلەشمە
leak	0	0	0	0	0	1	0	0	0	0	leak
leakage	0	0	0	0	0	1	0	0	0	0	leakage
leaky	0	0	0	0	0	1	0	0	0	0	leaky
lean	0	0	0	0	0	0	0	0	0	0	ئورۇق
leaned	0	0	0	0	0	0	0	0	0	0	- دېدى
leaning	0	0	0	0	0	0	0	0	0	1	تايىنىش
leap	0	0	0	0	0	0	0	0	0	0	سەكرەش
learn	0	0	0	0	0	0	1	0	0	0	ئۆگىنىش
learned	0	0	0	0	0	0	0	0	0	0	ئۆگەندى
learner	0	0	0	0	0	0	0	0	0	0	ئۆگەنگۈچى
learning	0	0	0	0	0	0	1	0	0	0	ئۆگىنىش
lease	0	0	0	0	0	0	0	0	0	0	ئىجارە
leash	0	0	0	0	0	0	0	0	0	0	leash
leather	0	0	0	0	0	0	0	0	0	0	خۇرۇم
leathery	0	0	0	0	0	0	0	0	0	0	خۇرۇم
leave	0	0	0	0	0	1	0	1	1	0	كەت
lecture	0	0	0	0	0	0	0	0	0	0	لېكسىيە
lecturer	0	0	0	0	0	0	1	0	0	0	لېكتور
ledge	0	0	0	0	0	0	0	0	0	0	ledge
ledger	0	0	0	0	0	0	0	0	0	0	دەپتىرى
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	كۈدە
leeches	0	0	1	1	0	1	0	0	0	0	كۈدە
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	leery
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	leeway
left	0	0	0	0	0	0	0	0	0	0	left
leg	0	0	0	0	0	0	0	0	0	0	leg
legacy	0	0	0	0	0	0	0	0	0	0	مىراس
legal	0	0	0	0	0	0	1	0	0	1	قانۇنلۇق
legality	0	0	0	0	0	0	0	0	0	0	قانۇنلۇق
legalize	0	0	0	0	0	0	0	0	0	0	قانۇنلاشتۇرۇش
legalized	1	0	0	1	1	0	1	0	0	1	قانۇنلاشتۇرۇلدى
legally	0	0	0	0	0	0	0	0	0	0	قانۇنلۇق
legend	0	0	0	0	0	0	0	0	0	0	رىۋايەت
legendary	0	0	0	0	0	0	1	0	0	0	رىۋايەت
legibility	0	0	0	0	0	0	1	0	0	0	قانۇنلۇق
legible	0	0	0	0	0	0	1	0	0	0	legible
legion	0	0	0	0	0	0	0	0	0	0	legion
legislate	0	0	0	0	0	0	0	0	0	0	قانۇن چىقىرىش
legislation	0	0	0	0	0	0	0	0	0	0	قانۇن چىقىرىش
legislative	0	0	0	0	0	0	0	0	0	0	قانۇن چىقىرىش
legislator	0	0	0	0	0	0	0	0	0	1	قانۇن چىقارغۇچى
legislature	0	0	0	0	0	0	0	0	0	1	قانۇن چىقىرىش
legitimacy	0	0	0	0	0	0	0	0	0	1	قانۇنلۇق
legs	0	0	0	0	0	0	0	0	0	0	پۇتى
legume	0	0	0	0	0	0	0	0	0	0	legume
leisure	0	1	0	0	1	0	1	0	1	1	دەم ئېلىش
leisurely	0	0	0	0	0	0	1	0	0	0	ئازادە
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	لىمون
lend	0	0	0	0	0	0	0	0	0	0	قەرز بېرىڭ
lender	0	0	0	0	0	0	0	0	0	1	قەرز بەرگۈچى
lending	0	0	0	0	0	0	0	0	0	0	قەرز بېرىش
length	0	0	0	0	0	0	0	0	0	0	ئۇزۇنلۇقى
lengthen	0	0	0	0	0	0	0	0	0	0	ئۇزارتىڭ
lengthened	0	0	0	0	0	0	0	0	0	0	ئۇزارتىلدى
lengthening	0	0	0	0	0	0	0	0	0	0	ئۇزارتىش
lengthwise	0	0	0	0	0	0	0	0	0	0	ئۇزۇنلۇقى
lengthy	0	0	0	0	0	0	0	0	0	0	ئۇزۇن
leniency	0	0	0	0	0	0	0	0	0	0	كەڭچىلىك
lenient	0	0	0	0	0	0	1	0	0	0	lenient
lens	0	0	0	0	0	0	0	0	0	0	لىنزا
leopard	0	0	0	0	0	0	0	0	0	0	يىلپىز
leprosy	0	0	1	1	0	1	0	1	0	0	ماخاۋ كېسىلى
lessee	0	0	0	0	0	0	0	0	0	0	ئىجارە ئالغۇچى
lessen	0	1	0	0	0	1	0	0	0	0	ئازايتىش
lessening	0	0	0	0	0	0	0	0	0	0	كېمەيتىش
lesser	0	0	1	0	0	1	0	0	0	0	lesser
lesson	0	1	0	0	0	0	1	0	0	1	دەرس
lessor	0	0	0	0	0	0	0	0	0	0	ئىجارە بەرگۈچى
lethal	0	0	1	1	0	1	0	1	0	0	ئەجەللىك
lethargic	0	0	0	0	0	0	0	0	0	0	lethargic
lethargy	0	0	0	0	0	1	0	1	0	0	ھورۇنلۇق
letter	0	1	0	0	0	0	0	0	0	0	خەت
lettered	0	1	0	0	0	0	1	0	0	1	خەت يېزىلغان
letters	0	0	0	0	0	0	0	0	0	0	ھەرپلەر
lettuce	0	0	0	0	0	0	0	0	0	0	چىلان
leukemia	1	0	0	1	0	1	0	1	0	0	ئاق قان كېسىلى
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	level
lever	0	0	0	0	0	0	0	0	0	0	lever
leverage	0	0	0	0	0	0	1	0	0	0	پىشاڭ
levy	0	0	0	0	0	1	0	0	0	0	levy
lewd	0	0	1	0	0	1	0	0	0	0	lewd
lexicon	0	0	0	0	0	0	0	0	0	0	لۇغەت
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	قەرز
liability	0	0	0	0	0	0	0	0	0	0	جاۋابكارلىق
liaison	0	0	0	0	0	1	0	0	0	0	liaison
liar	0	0	1	0	0	1	0	0	0	0	يالغانچى
libel	1	0	0	1	0	1	0	0	0	1	تۆھمەت
libelous	0	0	0	0	0	0	0	0	0	0	تۆھمەت
liberal	0	0	0	0	0	1	1	0	0	0	liberal
liberalism	0	0	0	0	0	0	0	0	0	0	لىبېرالىزم
liberate	1	1	0	0	1	0	1	0	1	1	ئازاد قىلىش
liberation	0	1	0	0	1	0	1	0	1	0	ئازادلىق
liberty	0	1	0	0	1	0	1	0	1	1	ئەركىنلىك
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	كىتابخان
library	0	0	0	0	0	0	1	0	0	0	كۈتۈپخانا
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	ئىجازەتنامە
lichen	0	0	0	0	0	0	0	0	0	0	lichen
lick	0	0	1	0	0	1	0	0	0	0	lick
lid	0	0	0	0	0	0	0	0	0	0	lid
lie	1	0	1	0	0	1	0	1	0	0	يالغان
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	lien
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	لەيتەنانت
life	0	0	0	0	0	0	0	0	0	0	ھايات
lifeblood	0	0	0	0	0	0	1	0	0	0	جان تومۇرى
lifeboat	0	0	0	0	0	0	0	0	0	0	قۇتقۇزۇش پاراخوتى
lifeless	0	0	0	1	0	1	0	1	0	0	جانسىز
lifelike	0	0	0	0	0	0	0	0	0	0	ھايات
lifelong	0	0	0	0	0	0	0	0	0	0	ئۆمۈرلۈك
lifetime	0	0	0	0	0	0	0	0	0	0	ئۆمۈر
lift	0	0	0	0	0	0	0	0	0	0	lift
ligament	0	0	0	0	0	0	0	0	0	0	ligament
ligation	0	0	0	0	0	0	0	0	0	0	ligation
light	0	0	0	0	0	0	0	0	0	0	نۇر
lighten	0	0	0	0	0	0	0	0	0	0	يەڭگىل
lighthouse	0	0	0	0	0	0	1	0	0	0	ماياك
lightness	0	0	0	0	0	0	0	0	0	0	يىنىك
lightning	1	0	0	1	0	0	0	0	1	0	چاقماق
likelihood	0	0	0	0	0	0	0	0	0	0	ئېھتىماللىق
likeness	0	0	0	0	0	0	0	0	0	0	ئوخشىتىش
likewise	0	0	0	0	0	0	0	0	0	0	ئوخشاشلا
liking	0	0	0	0	1	0	1	0	0	1	ياقتۇرۇش
lilac	0	0	0	0	0	0	0	0	0	0	lilac
lily	0	0	0	0	0	0	0	0	0	0	lily
limb	0	0	0	0	0	0	0	0	0	0	پۇت-قول
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	چەك
limitation	0	0	0	0	0	0	0	0	0	0	چەكلىمىسى
limited	1	0	0	0	0	1	0	1	0	0	چەكلىك
limitless	0	0	0	0	0	0	0	0	0	0	چەكسىز
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	ئاقسا
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	line
lineage	0	0	0	0	0	0	0	0	0	0	نەسەب
lineal	0	0	0	0	0	0	0	0	0	0	lineal
linear	0	0	0	0	0	0	0	0	0	0	سىزىقلىق
lined	0	0	0	0	0	0	0	0	0	0	lined
linen	0	0	0	0	0	0	0	0	0	0	كەندىر رەخت
liner	0	0	0	0	0	0	0	0	0	0	liner
lines	0	0	0	1	0	0	0	0	0	0	قۇر
linger	0	1	0	0	0	0	0	0	0	0	linger
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	تىل
linguist	0	0	0	0	0	0	1	0	0	1	تىلشۇناس
linguistic	0	0	0	0	0	0	0	0	0	0	تىل
linguistics	0	0	0	0	0	0	0	0	0	0	تىلشۇناسلىق
lining	0	0	0	0	0	0	0	0	0	0	lining
link	0	0	0	0	0	0	0	0	0	0	ئۇلىنىش
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	شىر
lip	0	0	0	0	0	0	0	0	0	0	lip
lipstick	0	0	0	0	0	0	0	0	0	0	لەۋ سۇرۇخ
liquefaction	0	0	0	0	0	0	0	0	0	0	سۇيۇقلاندۇرۇش
liquefied	0	0	0	0	0	0	0	0	0	0	سۇيۇقلاندۇرۇلغان
liqueur	0	0	0	0	0	0	0	0	0	0	liqueur
liquid	0	0	0	0	0	0	0	0	0	0	سۇيۇقلۇق
liquidate	0	0	0	0	0	0	0	0	0	0	ھېسابات ئېنىقلاش
liquidation	0	0	0	0	0	0	0	0	0	0	ھېسابات ئېنىقلاش
liquidator	0	0	0	0	0	0	0	0	0	0	ھېسابات ئېنىقلىغۇچ
liquidity	0	0	0	0	0	0	0	0	0	0	ئاقما
liquor	1	0	0	0	1	1	0	1	0	0	ھاراق
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	list
listen	0	0	0	0	0	0	0	0	0	0	ئاڭلاڭ
listener	0	0	0	0	0	0	0	0	0	0	ئاڭلىغۇچى
listing	0	0	0	0	0	0	0	0	0	0	listing
listless	0	0	0	0	0	1	0	1	0	0	listless
litany	0	0	0	0	0	0	0	0	0	0	litany
literally	0	0	0	0	0	0	0	0	0	0	مەنىسى
literary	0	0	0	0	0	0	0	0	0	0	ئەدەبىي
literature	0	0	0	0	0	0	0	0	0	0	ئەدەبىيات
lithe	0	0	0	0	0	0	1	0	0	0	lithe
lithograph	0	0	0	0	0	0	0	0	0	0	تاش مەتبەئە
lithography	0	0	0	0	0	0	0	0	0	0	تاش مەتبەئە
lithology	0	0	0	0	0	0	0	0	0	0	lithology
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
litigant	0	0	0	0	0	1	0	0	0	0	دەۋاگەر
litigate	1	1	1	1	0	1	0	1	0	0	دەۋا
litigation	0	0	0	0	0	1	0	0	0	0	دەۋا
litigious	1	0	1	0	0	1	0	0	0	0	دەۋا
litter	0	0	0	0	0	1	0	0	0	0	ئەخلەت
littoral	0	0	0	0	0	0	0	0	0	0	littoral
liturgy	0	0	0	0	0	0	0	0	0	0	liturgy
livelihood	0	0	0	0	0	0	0	0	0	0	تىرىكچىلىك
livery	0	0	0	0	0	0	0	0	0	0	يالغانچىلىق
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	ياشاش
llama	0	0	0	0	0	0	0	0	0	0	llama
load	0	0	0	0	0	0	0	0	0	0	يۈك
loaf	0	0	0	0	0	1	0	0	0	0	بولكا
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	loam
loan	0	0	0	0	0	0	0	0	0	0	قەرز
loath	1	0	0	0	0	1	0	0	0	0	loath
loathe	1	0	1	0	0	1	0	0	0	0	loathe
loathing	0	0	1	0	0	1	0	0	0	0	يىرگىنچلىك
loathsome	1	0	1	0	0	1	0	0	0	0	يىرگىنچلىك
lobby	0	0	0	0	0	0	0	0	0	0	lobby
lobbyist	0	0	0	0	0	1	0	0	0	0	lobbyist
lobe	0	0	0	0	0	0	0	0	0	0	lobe
local	0	0	0	0	0	0	0	0	0	0	local
locale	0	0	0	0	0	0	0	0	0	0	locale
locality	0	0	0	0	0	0	0	0	0	0	جاي
localization	0	0	0	0	0	0	0	0	0	0	يەرلىكلەشتۈرۈش
localize	0	1	0	0	0	0	0	0	0	0	يەرلىكلەشتۈرۈش
locate	0	0	0	0	0	0	0	0	0	0	locate
location	0	0	0	0	0	0	0	0	0	0	ئورنى
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	قۇلۇپ
locker	0	0	0	0	0	0	0	0	0	0	قۇلۇپ
locksmith	0	0	0	0	0	0	0	0	0	0	قۇلۇپ
lockup	0	0	0	1	0	1	0	1	0	0	قۇلۇپ
locomotion	0	0	0	0	0	0	0	0	0	0	locomotion
locomotive	0	0	0	0	0	0	0	0	0	0	پاراۋۇز
locust	0	0	0	1	0	1	0	0	0	0	چېكەتكە
lodge	0	0	0	0	0	0	0	0	0	0	ياتاق
lodger	0	0	0	0	0	0	0	0	0	0	lodger
lodging	0	0	0	0	0	0	0	0	0	1	ياتاق
loft	0	0	0	0	0	0	0	0	0	0	loft
lofty	0	0	0	0	0	1	0	0	0	0	ئېگىز
log	0	0	0	0	0	0	0	0	0	0	log
logarithm	0	0	0	0	0	0	0	0	0	0	logarithm
logarithmic	0	0	0	0	0	0	0	0	0	0	logarithmic
logic	0	0	0	0	0	0	0	0	0	0	لوگىكا
logical	0	0	0	0	0	0	1	0	0	0	لوگىكىلىق
logistics	0	0	0	0	0	0	0	0	0	0	ئەشيا ئوبوروتى
logotype	0	0	0	0	0	0	0	0	0	0	logotype
loin	0	0	0	0	0	0	0	0	0	0	بەل
lollipop	0	0	0	0	0	0	0	0	0	0	lollipop
lone	0	0	0	0	0	0	0	1	0	0	يالغۇز
loneliness	0	0	0	1	0	1	0	1	0	0	يالغۇزلۇق
lonely	1	0	1	1	0	1	0	1	0	0	يالغۇزلۇق
lonesome	0	0	0	0	0	1	0	1	0	0	يالغۇز
long	0	1	0	0	0	0	0	0	0	0	ئۇزۇن
longevity	0	0	0	0	0	0	1	0	0	0	ئۇزۇن ئۆمۈر كۆرۈش
longing	0	1	0	0	0	0	0	1	0	0	سېغىنىش
longitude	0	0	0	0	0	0	0	0	0	0	ئۇزۇنلۇق
longitudinal	0	0	0	0	0	0	0	0	0	0	longitudinal
longitudinally	0	0	0	0	0	0	0	0	0	0	ئۇزۇنغا سوزۇلغان
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	lookout
loom	0	1	0	1	0	1	0	0	0	0	loom
looming	0	0	0	0	0	0	0	0	0	0	looming
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	loony
loop	0	0	0	0	0	0	0	0	0	0	loop
loophole	0	0	0	0	0	0	0	0	0	0	يوچۇق
loosen	0	0	0	0	0	0	0	0	0	0	بوشاڭ
loosening	0	0	0	0	0	0	0	0	0	0	بوشاشتۇرۇش
loot	0	0	0	0	0	1	0	0	0	0	بۇلاڭ-تالاڭ
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	lopsided
lord	0	0	1	0	0	1	1	0	0	1	خوجايىن
lords	0	0	0	0	0	0	0	0	0	0	خوجايىنلار
lordship	0	0	0	0	0	0	1	0	0	0	خوجايىن
lore	0	0	0	0	0	0	0	0	0	0	lore
lorry	0	0	0	0	0	0	0	0	0	0	يۈك ماشىنىسى
lose	1	0	1	1	0	1	0	1	1	0	يوقىتىش
losing	1	0	0	0	0	1	0	1	0	0	يوقىتىش
loss	1	0	0	1	0	1	0	1	0	0	زىيان
lost	0	0	0	0	0	1	0	1	0	0	يۈتۈپ كەتتى
lot	0	0	0	0	0	0	0	0	0	0	lot
lotion	0	0	0	0	0	0	0	0	0	0	گىرىم بۇيۇملىرى
lots	0	0	0	0	0	0	0	0	0	0	lot
lottery	0	1	0	0	0	0	0	0	0	0	لاتارىيە
lotto	0	0	0	0	0	0	0	0	0	0	lotto
loud	0	0	0	0	0	0	0	0	0	0	يۇقىرى ئاۋاز
loudly	0	0	0	0	0	0	0	0	0	0	يۇقىرى ئاۋازدا
loudness	1	0	0	0	0	1	0	0	0	0	يۇقىرى ئاۋاز
lounge	0	0	0	0	0	1	0	0	0	0	ياتاق
louse	0	0	1	0	0	1	0	0	0	0	louse
lovable	0	0	0	0	1	0	1	0	0	1	سۆيۈملۈك
love	0	0	0	0	1	0	1	0	0	0	مۇھەببەت
lovely	0	1	0	0	1	0	1	1	1	1	سۆيۈملۈك
lovemaking	0	0	0	0	1	0	1	0	0	1	lovemaking
lover	0	1	0	0	1	0	1	0	0	1	سۆيگۈ
loving	0	0	0	0	1	0	1	0	0	1	ياخشى كۆرىدىغان
lower	0	0	0	0	0	1	0	1	0	0	تۆۋەن
lowering	0	0	0	0	0	1	0	0	0	0	تۆۋەنلىتىش
lowest	0	0	0	0	0	1	0	1	0	0	ئەڭ تۆۋەن
lowlands	0	0	0	0	0	1	0	0	0	0	تۈزلەڭلىك
lowly	0	0	0	0	0	1	0	1	0	0	تۆۋەن
loyal	0	0	0	1	1	0	1	0	1	1	سادىق
loyalty	0	0	0	0	0	0	1	0	0	1	ۋاپادارلىق
lubricate	0	0	0	0	0	0	0	0	0	0	lubricate
lubrication	0	0	0	0	0	0	0	0	0	0	سىلىقلاش
luck	0	1	0	0	1	0	1	0	1	0	تەلەي
lucky	0	0	0	0	1	0	1	0	1	0	تەلەيلىك
ludicrous	0	0	0	0	0	1	0	0	0	0	ludicrous
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	يۈك-تاق
lull	0	1	0	0	0	0	0	0	0	0	lull
lullaby	0	0	0	0	0	0	0	0	0	0	lullaby
lumbar	0	0	0	0	0	0	0	0	0	0	بەل
lumber	0	0	0	0	0	0	0	0	0	0	ياغاچ
lumbering	0	0	0	0	0	1	0	0	0	0	lumbering
luminescent	0	0	0	0	0	0	0	0	0	0	luminescent
luminous	0	0	0	0	0	0	0	0	0	0	نۇرلۇق
lump	0	0	0	0	0	1	0	0	0	0	lump
lumpy	0	0	1	0	0	1	0	0	0	0	lumpy
lunacy	1	0	1	1	0	1	0	1	0	0	lunacy
lunar	0	0	0	0	0	0	0	0	0	0	ئاي
lunatic	1	0	1	1	0	1	0	0	0	0	ساراڭ
lunch	0	0	0	0	0	0	0	0	0	0	چۈشلۈك تاماق
luncheon	0	0	0	0	0	0	0	0	0	0	چۈشلۈك تاماق
lunge	0	0	0	0	0	0	0	0	1	0	lunge
lungs	0	0	0	0	0	0	0	0	0	0	ئۆپكە
lurch	0	0	0	0	0	1	0	0	0	0	lurch
lure	0	0	0	0	0	1	0	0	0	0	lure
lurid	0	0	1	0	0	1	0	0	0	0	lurid
lurk	0	0	0	0	0	1	0	0	0	0	lurk
lurking	0	0	0	0	0	1	0	0	0	0	lurking
luscious	0	1	0	0	1	0	1	0	0	0	luscious
lush	0	0	1	0	0	1	0	1	0	0	ياپيېشىل
lust	0	1	0	0	0	1	0	0	0	0	شەھۋەت
luster	0	0	0	0	1	0	1	0	0	0	پارقىراق
lustful	0	0	0	0	0	1	0	0	0	0	شەھۋەت
lustrous	0	0	0	0	0	0	1	0	0	0	lustrous
lusty	0	0	1	0	0	0	0	0	0	0	شەھۋەت
lute	0	0	0	0	0	0	0	0	0	0	lute
luxuriant	0	0	0	0	0	0	1	0	0	0	ھەشەمەتلىك
luxurious	0	0	0	0	1	0	1	0	0	0	ھەشەمەتلىك
luxury	0	0	0	0	1	0	1	0	0	0	ھەشەمەت
lying	1	0	1	0	0	1	0	0	0	0	يالغان
lymph	0	0	0	0	0	0	0	0	0	0	لىمفا
lymphatic	0	0	0	0	0	0	0	0	0	0	لىمفا
lynch	1	0	1	1	0	1	0	1	0	0	lynch
lynx	0	0	0	0	0	0	0	0	0	0	lynx
lyre	0	0	0	0	1	0	1	0	0	0	lyre
lyric	0	0	0	0	0	0	0	0	0	0	lyric
lyrical	0	0	0	0	1	0	1	0	0	0	lyrical
mace	0	0	0	1	0	1	0	0	0	0	mace
machine	0	0	0	0	0	0	0	0	0	1	ماشىنا
machinery	0	0	0	0	0	0	0	0	0	0	ماشىنا
machinist	0	0	0	0	0	0	0	0	0	0	machinist
mackerel	0	0	0	0	0	0	0	0	0	0	mackerel
mad	1	0	1	1	0	1	0	1	0	0	ساراڭ
madam	0	0	0	0	0	0	0	0	0	0	madam
madame	0	0	0	0	0	0	0	0	0	0	madame
madden	1	0	0	1	0	1	0	0	0	0	madden
madman	1	0	0	1	0	1	0	0	0	0	madman
madness	1	0	0	1	0	1	0	0	0	0	ساراڭ
mafia	0	0	0	1	0	1	0	0	0	0	mafia
magazine	0	0	0	0	0	0	0	0	0	0	ژۇرنال
mage	0	0	0	1	0	0	0	0	0	0	mage
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	maggot
magic	0	0	0	0	0	0	0	0	0	0	سېھىرگەر
magical	0	1	0	0	1	0	1	0	1	0	سېھىرلىك
magician	0	0	0	0	0	0	0	0	1	0	سېھىرگەر
magistrate	0	0	0	0	0	0	0	0	0	0	سوتچى
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	magnate
magnet	0	0	0	0	0	0	1	0	0	1	ماگنىت
magnetism	0	0	0	0	0	0	1	0	0	0	ماگنىتلىق
magnetite	0	0	0	0	0	0	1	0	0	0	ماگنىت
magnificence	0	1	0	0	1	0	1	0	0	1	ھەيۋەتلىك
magnificent	0	1	0	0	1	0	1	0	1	1	ھەيۋەتلىك
magnifier	0	0	0	0	0	0	0	0	0	0	magnifier
magnify	0	0	0	0	0	0	0	0	0	0	چوڭايتىش
magnitude	0	0	0	0	0	0	0	0	0	0	چوڭلۇقى
magpie	0	0	0	0	0	0	0	0	0	0	magpie
maid	0	0	0	0	0	0	0	0	0	0	دېدەك
maiden	0	0	0	0	0	0	1	0	0	0	قىز
mail	0	1	0	0	0	0	0	0	0	0	خەت
main	0	0	0	0	0	0	1	0	0	0	main
mainland	0	0	0	0	0	0	0	0	0	0	چوڭ قۇرۇقلۇق
mainstay	0	0	0	0	0	0	1	0	0	1	mainstay
maintenance	0	0	0	0	0	0	0	0	0	1	ئاسراش
majestic	0	1	0	0	1	0	1	0	1	1	ھەيۋەتلىك
majesty	0	0	0	0	0	0	1	0	0	1	ئۇلۇغلۇق
major	0	0	0	0	0	0	1	0	0	0	major
majority	0	0	0	0	1	0	1	0	0	1	كۆپ سانلىق
make	0	0	0	0	0	0	0	0	0	0	ياساش
maker	0	0	0	0	0	0	0	0	0	0	ياسىغۇچى
makeshift	0	0	0	0	0	1	0	0	0	0	ۋاقىتلىق
makeup	0	0	0	0	0	0	0	0	0	0	گىرىم قىلىش
malady	0	0	0	0	0	1	0	0	0	0	كېسەل
malaise	0	0	0	0	0	1	0	1	0	0	مالىمانچىلىق
malaria	0	0	1	1	0	1	0	1	0	0	بەزگەك كېسىلى
malevolent	1	0	1	1	0	1	0	1	0	0	يامان نىيەتلىك
malfeasance	0	0	1	0	0	1	0	0	0	0	malfeasance
malformation	0	0	0	0	0	1	0	0	0	0	malformation
malice	1	0	0	1	0	1	0	0	0	0	يامان غەرەز
malicious	1	0	1	1	0	1	0	1	0	0	يامان غەرەزلىك
malign	1	0	1	0	0	1	0	0	0	0	يامان سۈپەتلىك
malignancy	0	0	0	1	0	1	0	1	0	0	يامان سۈپەتلىك ئۆسمە
malignant	1	0	0	1	0	1	0	0	0	0	يامان سۈپەتلىك
mall	0	0	0	0	0	0	0	0	0	0	سودا سارىيى
malleable	0	0	0	0	0	0	0	0	0	0	malleable
mallet	0	0	0	0	0	0	0	0	0	0	mallet
malpractice	1	0	0	0	0	1	0	0	0	0	ناتوغرا ئىستىل
mamma	0	0	0	0	0	0	0	0	0	1	mamma
mammal	0	0	0	0	0	0	0	0	0	0	mammal
mammoth	0	0	0	0	0	0	0	0	0	0	mammoth
manage	0	0	0	0	0	0	1	0	0	1	باشقۇرۇش
management	0	0	0	0	0	0	1	0	0	1	باشقۇرۇش
manager	0	0	0	0	0	0	0	0	0	0	باشقۇرغۇچى
mandamus	0	0	0	1	0	1	0	0	0	0	mandamus
mandarin	0	0	0	0	0	0	1	0	0	1	mandarin
mandate	0	0	0	0	0	0	0	0	0	0	mandate
