English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Amharic Word
harmful	1	0	1	1	0	1	0	1	0	0	ጎጂ
harmonica	0	0	0	0	0	0	0	0	0	0	ሃርሞኒካ
harmonics	0	0	0	0	0	0	0	0	0	0	harmonics
harmoniously	0	0	0	0	1	0	1	0	0	1	በስምምነት
harmonize	0	0	0	0	0	0	0	0	0	0	ማስማማት
harmony	0	0	0	0	1	0	1	0	0	1	ስምምነት
harness	0	0	0	0	0	0	0	0	0	0	መታጠቂያ
harper	0	0	0	0	0	0	0	0	0	0	ሃርፐር
harpsichord	0	0	0	0	0	0	0	0	0	0	በገና
harrowing	0	0	0	1	0	1	0	0	0	0	አስጨናቂ
harry	1	0	0	0	0	1	0	1	0	0	ሃሪ
harshness	1	0	0	1	0	1	0	0	0	0	ግትርነት
hart	0	0	0	0	0	0	0	0	0	0	ሃርት
harvest	0	1	0	0	1	0	1	0	0	0	መከር
hash	0	0	0	0	0	1	0	0	0	0	ሃሽ
hashish	0	0	0	0	0	1	0	0	0	0	ሀሺሽ
haste	0	1	0	0	0	0	0	0	0	0	መቸኮል
hasten	0	0	0	0	0	0	0	0	0	0	ፍጠን
hastily	0	0	0	0	0	0	0	0	0	0	በችኮላ
hasty	0	0	0	0	0	1	0	0	0	0	የቸኮለ
hat	0	0	0	0	0	0	0	0	0	0	ኮፍያ
hatch	0	0	0	0	0	0	0	0	0	0	ይፈለፈላል
hatchet	0	0	0	0	0	0	0	0	0	0	መጥለፍ
hate	1	0	1	1	0	1	0	1	0	0	መጥላት
hateful	1	0	1	1	0	1	0	1	0	0	የጥላቻ
hating	1	0	0	0	0	1	0	0	0	0	መጥላት
hatred	1	0	1	1	0	1	0	1	0	0	ጥላቻ
haughty	1	0	0	0	0	1	0	0	0	0	ትዕቢተኛ
haul	0	0	0	0	0	0	0	0	0	0	መጎተት
haulage	0	0	0	0	0	0	0	0	0	0	ማጓጓዝ
haunt	0	0	0	1	0	1	0	0	0	0	ማሳደድ
haunted	0	0	0	1	0	1	0	1	0	0	የተጠለፈ
haven	0	0	0	0	0	0	1	0	0	1	ገነት
havoc	1	0	0	1	0	1	0	0	0	0	ጥፋት
haw	0	0	0	0	0	0	0	0	0	0	ሀ
hawk	0	0	0	1	0	0	0	0	0	0	ጭልፊት
hawking	0	0	0	0	0	0	0	0	0	0	ጭልፊት
hazard	0	0	0	1	0	1	0	0	0	0	አደጋ
hazardous	0	0	0	1	0	1	0	0	0	0	አደገኛ
haze	0	0	0	1	0	1	0	0	0	0	ጭጋጋማ
hazy	0	0	0	0	0	0	0	0	0	0	ጭጋጋማ
head	0	0	0	0	0	0	0	0	0	0	ጭንቅላት
headache	0	0	0	0	0	1	0	0	0	0	ራስ ምታት
headdress	0	0	0	0	0	0	0	0	0	0	የራስ ቀሚስ
header	0	0	0	0	0	0	0	0	0	0	ራስጌ
headgear	0	0	0	0	0	0	0	0	0	0	የራስ መሸፈኛ
heading	0	0	0	0	0	0	0	0	0	0	ርዕስ
headland	0	0	0	0	0	0	0	0	0	0	ዋና መሬት
headlight	0	1	0	0	0	0	0	0	0	0	የፊት መብራት
headline	0	0	0	0	0	0	0	0	0	0	ርዕስ
headlong	0	0	0	0	0	0	0	0	0	0	ራስ ገዝ
headquarters	0	0	0	0	0	0	0	0	0	0	ዋና መሥሪያ ቤት
headstone	0	0	0	0	0	0	0	0	0	0	የጭንቅላት ድንጋይ
headway	0	0	0	0	0	0	1	0	0	0	መንገድ
heady	0	0	0	0	0	1	0	0	0	0	ራስጌ
heal	0	0	0	0	1	0	1	0	0	1	ፈውስ
healing	0	1	0	0	1	0	1	0	0	1	ፈውስ
health	0	0	0	0	0	0	0	0	0	0	ጤና
healthful	0	0	0	0	1	0	1	0	0	0	ጤናማ
healthy	0	0	0	0	0	0	1	0	0	0	ጤናማ
heap	0	0	0	0	0	0	0	0	0	0	ክምር
hear	0	0	0	0	0	0	0	0	0	0	መስማት
hearer	0	0	0	0	0	0	0	0	0	0	ሰሚ
hearing	0	0	0	1	0	1	0	0	0	0	መስማት
hearsay	0	0	0	0	0	1	0	0	0	0	ሰሚ ወሬ
hearse	0	0	0	1	0	1	0	1	0	0	ሰሚ
heart	0	0	0	0	0	0	0	0	0	0	ልብ
heartache	0	0	0	0	0	1	0	1	0	0	የልብ ህመም
heartburn	0	0	0	0	0	1	0	0	0	0	የልብ መቃጠል
heartfelt	0	0	0	0	1	0	1	1	0	1	ከልብ የመነጨ
hearth	0	0	0	0	0	0	1	0	0	0	ምድጃ
heartily	0	0	0	0	1	0	1	0	0	0	ከልብ
heartless	0	0	0	0	0	1	0	1	0	0	ልብ የለሽ
hearts	0	0	0	0	0	0	0	0	0	0	ልቦች
heartworm	0	0	1	0	0	0	0	0	0	0	የልብ ትል
heat	0	0	0	0	0	0	0	0	0	0	ሙቀት
heated	0	0	0	0	0	0	0	0	0	0	ተሞቅቷል
heater	0	0	0	0	0	0	0	0	0	0	ማሞቂያ
heath	0	0	0	0	0	0	0	0	0	0	ሙቀት
heathen	0	0	0	1	0	1	0	0	0	0	አረማውያን
heather	0	0	0	0	0	0	0	0	0	0	ሄዘር
heating	0	0	0	0	0	0	0	0	0	0	ማሞቂያ
heave	0	0	0	0	0	0	0	0	0	0	ሰማይ
heavenly	0	1	0	0	1	0	1	0	0	1	ሰማያዊ
heavens	0	0	0	0	1	0	1	0	0	1	ሰማያት
heavily	0	0	0	0	0	1	0	0	0	0	በከፍተኛ ሁኔታ
heaviness	0	0	0	0	0	0	0	0	0	0	ክብደት
heaving	0	0	0	0	0	0	0	0	0	0	ማንሳት
hectares	0	0	0	0	0	0	0	0	0	0	ሄክታር
hectic	0	0	0	0	0	0	0	0	0	0	የበዛበት
hedge	0	0	0	0	0	0	0	0	0	0	አጥር
hedgehog	0	0	0	0	0	0	0	0	0	0	ጃርት
hedonism	0	0	0	0	1	1	1	0	0	0	ሄዶኒዝም
heed	0	0	0	0	0	0	0	0	0	0	አስተውል
heel	0	0	0	0	0	1	0	0	0	0	ተረከዝ
heels	0	0	0	0	0	0	0	0	0	0	ተረከዝ
heft	0	1	0	1	0	0	1	0	0	0	heft
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonic
heifer	0	0	0	0	0	0	0	0	0	0	ጊደር
height	0	0	0	0	0	0	0	0	0	0	ቁመት
heighten	0	0	0	1	0	1	0	0	0	0	ከፍ ማድረግ
heinous	0	0	0	0	0	1	0	0	0	0	አሳፋሪ
heir	0	0	0	0	0	0	0	0	0	0	ወራሽ
heiress	0	0	0	0	0	0	0	0	0	0	ወራሽ
heirloom	0	0	0	0	0	0	0	0	0	0	ውርስ
heirs	0	0	0	0	0	0	0	0	0	0	ወራሾች
helical	0	0	0	0	0	0	0	0	0	0	ሄሊካል
helix	0	0	0	0	0	0	0	0	0	0	ሄሊክስ
hell	1	0	1	1	0	1	0	1	0	0	ሲኦል
hellish	1	0	1	1	0	1	0	1	0	0	ገሃነም
helm	0	0	0	0	0	0	0	0	0	0	መኰንን
helmet	0	0	0	1	0	0	1	0	0	0	የራስ ቁር
helper	0	0	0	0	0	0	1	0	0	1	ረዳት
helpful	0	0	0	0	1	0	1	0	0	1	አጋዥ
helpless	0	0	0	1	0	1	0	1	0	0	አቅመ ቢስ
helplessness	0	0	0	1	0	1	0	1	0	0	አቅመ ቢስነት
hem	0	0	0	0	0	0	0	0	0	0	ጫፍ
hematite	0	0	0	0	0	0	0	0	0	0	hematite
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	ንፍቀ ክበብ
hemispheric	0	0	0	0	0	0	0	0	0	0	hemispheric
hemlock	0	0	0	0	0	0	0	0	0	0	hemlock
hemorrhage	0	0	1	1	0	1	0	1	0	0	የደም መፍሰስ
hemorrhoids	0	0	0	0	0	1	0	0	0	0	ሄሞሮይድስ
hemp	0	0	0	0	0	0	0	0	0	0	ሄምፕ
hen	0	0	0	0	0	0	0	0	0	0	ዶሮ
henceforth	0	0	0	0	0	0	0	0	0	0	ከአሁን በኋላ
herald	0	0	0	0	0	0	0	0	0	0	አብሳሪ
heraldry	0	0	0	0	0	0	0	0	0	0	ሄራልድሪ
herb	0	0	0	0	0	0	0	0	0	0	ዕፅዋት
herbaceous	0	0	0	0	0	0	0	0	0	0	ቅጠላቅጠል
herbal	0	0	0	0	0	0	1	0	0	0	ከዕፅዋት የተቀመመ
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	መንጋ
hereditary	0	0	0	0	0	0	0	0	0	0	በዘር የሚተላለፍ
heredity	0	0	0	0	0	0	0	0	0	0	የዘር ውርስ
heresy	0	0	0	0	0	1	0	0	0	0	መናፍቅ
heretic	0	0	1	0	0	1	0	0	0	0	መናፍቅ
heretical	0	0	0	0	0	0	0	0	0	0	መናፍቅ
heretofore	0	0	0	0	0	0	0	0	0	0	ከዚህ በፊት
hereunto	0	0	0	0	0	0	0	0	0	0	ከዚህ ጋር
herewith	0	0	0	0	0	0	0	0	0	0	ከዚህ ጋር
heritage	0	0	0	0	0	0	0	0	0	1	ቅርስ
hermaphrodite	0	0	0	0	0	1	0	0	1	0	ሄርማፍሮዳይት
hermeneutics	0	0	0	0	0	0	0	0	0	0	ትርጓሜ
hermit	0	0	0	0	0	0	0	1	0	1	ሄርሚት
hernia	0	0	0	0	0	0	0	0	0	0	ሄርኒያ
hero	0	1	0	0	1	0	1	0	1	1	ጀግና
heroic	0	0	0	0	1	0	1	0	1	1	ጀግና
heroics	0	0	0	0	0	0	1	0	0	0	ጀግንነት
heroin	0	0	0	0	0	1	0	0	0	0	ሄሮይን
heroine	0	0	0	0	0	0	1	0	0	1	ጀግና ሴት
heroism	0	1	0	0	1	0	1	0	1	1	ጀግንነት
herpes	0	0	1	0	0	1	0	0	0	0	ሄርፒስ
herpesvirus	0	0	1	0	0	1	0	0	0	0	ሄርፒስ ቫይረስ
hesitating	0	0	0	0	0	0	0	0	0	0	ማመንታት
hesitation	0	0	0	1	0	1	0	0	0	0	ማመንታት
heterogeneity	0	0	0	0	0	0	0	0	0	0	ልዩነት
hew	0	0	0	0	0	0	0	0	0	0	ሄው
hexagon	0	0	0	0	0	0	0	0	0	0	ባለ ስድስት ጎን
heyday	0	1	0	0	1	0	1	0	0	1	ሰላም
hiatus	0	0	0	0	0	0	0	0	0	0	እረፍት
hibernate	0	0	0	0	0	0	0	0	0	0	እንቅልፍ መተኛት
hibernation	0	0	0	0	0	0	0	0	0	0	እንቅልፍ ማጣት
hiccup	0	0	0	0	0	0	0	0	0	0	መንቀጥቀጥ
hidden	0	0	0	0	0	1	0	0	0	0	ተደብቋል
hide	0	0	0	1	0	0	0	0	0	0	መደበቅ
hideous	0	0	1	1	0	1	0	1	0	0	አሳፋሪ
hiding	0	0	0	1	0	0	0	0	0	0	መደበቅ
hierarchical	0	0	0	0	0	0	0	0	0	0	ተዋረዳዊ
high	0	0	0	0	0	0	0	0	0	0	ከፍተኛ
higher	0	0	0	0	0	0	0	0	0	0	ከፍ ያለ
highest	0	1	0	1	1	1	1	0	1	0	ከፍተኛ
highland	0	0	0	0	0	0	0	0	0	0	ሃይላንድ
highlands	0	0	0	0	0	0	0	0	0	0	ደጋማ ቦታዎች
hight	0	0	0	0	0	0	0	0	0	0	ከፍተኛ
highway	0	0	0	0	0	0	0	0	0	0	አውራ ጎዳና
hiker	0	0	0	0	0	0	0	0	0	0	ተጓዥ
hilarious	0	0	0	0	1	0	1	0	1	0	አስቂኝ
hilarity	0	0	0	0	1	0	1	0	0	0	ሂላሪቲ
hill	0	0	0	0	0	0	0	0	0	0	ኮረብታ
hilly	0	0	0	0	0	0	0	0	0	0	ኮረብታ
hilt	0	0	0	0	0	0	0	0	0	0	መጎተት
hind	0	0	0	0	0	0	0	0	0	0	የኋላ
hindering	0	0	0	0	0	1	0	1	0	0	ማደናቀፍ
hindrance	0	0	0	0	0	1	0	0	0	0	እንቅፋት
hinge	0	0	0	0	0	0	0	0	0	0	ማንጠልጠያ
hint	0	0	0	0	0	0	0	0	0	0	ፍንጭ
hinterland	0	0	0	0	0	0	0	0	0	0	ሂንተርላንድ
hip	0	0	0	0	0	0	0	0	0	0	ሂፕ
hippie	0	0	0	0	0	1	0	0	0	0	ሂፒ
hire	0	1	0	0	1	0	1	0	0	1	መቅጠር
hirsute	0	0	0	0	0	0	0	0	0	0	hirsute
hiss	1	0	0	1	0	1	0	0	0	0	ያፏጫል።
hissing	0	0	0	0	0	1	0	0	0	0	ማሽኮርመም
histology	0	0	0	0	0	0	0	0	0	0	ሂስቶሎጂ
historian	0	0	0	0	0	0	0	0	0	0	የታሪክ ምሁር
historic	0	0	0	0	0	0	0	0	0	0	ታሪካዊ
historiography	0	0	0	0	0	0	0	0	0	0	የታሪክ አጻጻፍ
history	0	0	0	0	0	0	0	0	0	0	ታሪክ
hit	1	0	0	0	0	1	0	0	0	0	መምታት
hitherto	0	0	0	0	0	1	0	0	0	0	እስካሁን ድረስ
hive	0	0	0	0	0	1	0	0	0	0	ቀፎ
hoard	0	0	0	0	0	0	0	0	0	0	ማጠራቀም
hoarse	0	0	0	0	0	1	0	0	0	0	ሻካራ
hoary	0	0	0	0	0	1	0	1	0	0	ሆሪ
hoax	1	0	1	0	0	1	0	1	1	0	የፈጠራ ወሬ
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	የትርፍ ጊዜ ማሳለፊያ
hobo	0	0	0	0	0	1	0	1	0	0	ሆቦ
hockey	0	0	0	0	0	0	0	0	0	0	ሆኪ
hoe	0	0	0	0	0	0	0	0	0	0	ዋላ
hog	0	0	1	0	0	1	0	0	0	0	ሆግ
hoist	0	0	0	0	0	0	0	0	0	0	ማንሳት
hold	0	0	0	0	0	0	0	0	0	0	ያዝ
holder	0	0	0	0	0	0	0	0	0	0	ያዥ
holding	0	0	0	0	0	0	0	0	0	0	መያዝ
hole	0	0	0	0	0	0	0	0	0	0	ቀዳዳ
holiday	0	1	0	0	1	0	1	0	0	0	በዓል
holiness	0	1	0	1	1	0	1	0	1	1	ቅድስና
hollow	0	0	0	0	0	1	0	1	0	0	ባዶ
holocaust	1	0	1	1	0	1	0	1	0	0	ሆሎኮስት
holy	0	0	0	0	0	0	1	0	0	0	ቅዱስ
homage	0	0	0	0	0	0	1	0	0	0	ክብር
homeless	1	1	1	1	0	1	0	1	0	0	ቤት አልባ
homeopathic	0	0	0	0	0	0	0	0	0	0	ሆሚዮፓቲክ
homeopathy	0	0	0	0	0	0	0	0	0	0	ሆሚዮፓቲ
homesick	0	0	0	0	0	1	0	1	0	0	የቤት ናፍቆት
homestead	0	0	0	0	0	0	0	0	0	0	መኖሪያ ቤት
homework	0	0	0	1	0	0	0	0	0	0	የቤት ስራ
homicidal	1	0	0	1	0	1	0	0	0	0	ነፍሰ ገዳይ
homicide	1	0	1	1	0	1	0	1	0	0	ግድያ
homily	0	0	0	0	0	0	0	0	0	0	ሆሚሊ
homogeneity	0	0	0	0	0	0	0	0	0	0	ተመሳሳይነት
homogeneous	0	0	0	0	0	0	0	0	0	0	ተመሳሳይነት ያለው
homologous	0	0	0	0	0	0	0	0	0	0	ግብረ ሰዶማዊ
homologue	0	0	0	0	0	0	0	0	0	0	ግብረ ሰዶማዊነት
homology	0	0	0	0	0	0	1	0	0	0	ግብረ ሰዶማዊነት
hone	0	0	0	0	0	0	0	0	0	0	ሆኔ
honest	1	0	1	1	1	0	1	1	0	1	ሐቀኛ
honesty	0	0	0	0	0	0	1	0	0	1	ታማኝነት
honey	0	0	0	0	0	0	1	0	0	0	ማር
honeycomb	0	0	0	0	0	0	0	0	0	0	የማር ወለላ
honeymoon	0	1	0	0	1	0	1	0	1	1	የጫጉላ ሽርሽር
honeysuckle	0	0	0	0	0	0	0	0	0	0	honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	ክብር
honorable	0	0	0	0	0	0	1	0	0	1	የተከበረ
honorarium	0	0	0	0	0	0	0	0	0	0	ክብር
hood	1	0	1	1	0	1	0	0	0	0	ኮፍያ
hooded	0	0	0	1	0	0	0	0	0	0	የተከደነ
hoof	0	0	0	0	0	0	0	0	0	0	ሰኮና
hook	0	0	0	0	0	0	0	0	0	0	መንጠቆ
hooked	0	0	0	0	0	1	0	0	0	0	መንጠቆ
hooker	0	0	0	0	0	0	0	0	0	0	ጋለሞታ
hoop	0	0	0	0	0	0	0	0	0	0	ሆፕ
hoot	1	0	1	0	0	1	0	0	0	0	ሆት
hop	0	0	0	0	0	0	0	0	0	0	ሆፕ
hope	0	1	0	0	1	0	1	0	1	1	ተስፋ
hopeful	0	1	0	0	1	0	1	0	1	1	ተስፋ ሰጭ
hopeless	0	0	0	1	0	1	0	1	0	0	ተስፋ ቢስ
hopelessness	1	0	1	1	0	1	0	1	0	0	ተስፋ መቁረጥ
hopes	0	0	0	0	0	0	0	0	0	0	ተስፋ ያደርጋል
hoping	0	0	0	0	0	0	0	0	0	0	ተስፋ በማድረግ
hopper	0	0	0	0	0	0	0	0	0	0	ሆፐር
horde	0	0	0	0	0	1	0	0	1	0	ሆርዴ
horizon	0	1	0	0	0	0	1	0	0	0	አድማስ
horizontal	0	0	0	0	0	0	0	0	0	0	አግድም
horizontally	0	0	0	0	0	0	0	0	0	0	በአግድም
horn	0	0	0	0	0	0	0	0	0	0	ቀንድ
hornet	0	0	0	0	0	0	0	0	0	0	ቀንድ አውጣ
horny	0	0	0	0	0	0	0	0	0	0	ቀንድ አውጣ
horoscope	0	1	0	0	0	0	0	0	0	0	ሆሮስኮፕ
horrible	1	0	1	1	0	1	0	0	0	0	አሰቃቂ
horribly	0	0	0	0	0	1	0	0	0	0	በአሰቃቂ ሁኔታ
horrid	1	0	1	1	0	1	0	1	0	0	አስፈሪ
horrific	1	0	1	1	0	1	0	1	0	0	አሰቃቂ
horrified	0	0	0	1	0	1	0	0	0	0	አስፈሪ
horrifying	0	0	1	1	0	1	0	1	0	0	አስፈሪ
horror	1	0	1	1	0	1	0	1	1	0	አስፈሪ
horrors	0	0	0	1	0	1	0	1	0	0	አስፈሪዎች
horse	0	0	0	0	0	0	0	0	0	1	ፈረስ
horseman	0	0	0	0	0	0	0	0	0	0	ፈረሰኛ
horseshoe	0	0	0	0	0	0	0	0	0	0	የፈረስ ጫማ
horticultural	0	0	0	0	0	0	0	0	0	0	አትክልትና ፍራፍሬ
horticulture	0	0	0	0	0	0	0	0	0	0	ሆርቲካልቸር
hose	0	0	0	0	0	0	0	0	0	0	ቱቦ
hosiery	0	0	0	0	0	0	0	0	0	0	ሆሲየሪ
hospice	0	0	0	0	0	0	0	1	0	0	ሆስፒስ
hospital	0	0	0	1	0	0	0	1	0	1	ሆስፒታል
hospitality	0	0	0	0	0	0	1	0	0	0	እንግዳ ተቀባይነት
hostage	1	0	0	1	0	1	0	0	0	0	ታጋች
hostel	0	0	0	0	0	0	0	0	0	0	ማረፊያ ቤት
hostile	1	0	1	1	0	1	0	0	0	0	ጠበኛ
hostilities	1	0	0	1	0	1	0	0	0	0	ግጭቶች
hostility	1	0	1	0	0	1	0	0	0	0	ጠላትነት
hot	1	0	0	0	0	0	0	0	0	0	ትኩስ
hotbed	0	0	0	0	0	0	0	0	0	0	ሞቃታማ
hotel	0	0	0	0	0	0	0	0	0	0	ሆቴል
hour	0	0	0	0	0	0	0	0	0	0	ሰአት
hourglass	0	0	0	0	0	0	0	0	0	0	የሰዓት መስታወት
hourly	0	0	0	0	0	0	0	0	0	0	በየሰዓቱ
house	0	0	0	0	0	0	0	0	0	0	ቤት
household	0	0	0	0	0	0	1	0	0	0	ቤተሰብ
householder	0	0	0	0	0	0	0	0	0	0	የቤት ባለቤት
housekeeper	0	0	0	0	0	0	0	0	0	0	የቤት ሰራተኛ
housekeeping	0	0	0	0	0	0	1	0	0	0	የቤት አያያዝ
housewife	0	0	0	0	0	0	0	0	0	0	የቤት እመቤት
housing	0	0	0	0	0	0	0	0	0	0	መኖሪያ ቤት
hovercraft	0	0	0	0	0	0	0	0	0	0	ማንዣበብ
howl	1	0	1	1	0	1	0	1	1	0	አልቅሱ
howsoever	0	0	0	0	0	0	0	0	0	0	ቢሆንም
hoy	0	0	0	0	0	0	0	0	0	0	ሃይ
hub	0	0	0	0	0	0	0	0	0	0	hub
huddle	0	0	0	0	0	0	0	0	0	0	ማቀፍ
hue	0	0	0	0	0	0	0	0	0	0	ቀለም
huff	1	0	1	0	0	1	0	0	0	0	ሁፍ
hug	0	0	0	0	1	0	1	0	0	1	ማቀፍ
huge	0	0	0	0	0	0	0	0	0	0	ግዙፍ
hulk	0	0	1	0	0	0	0	0	0	0	ሆልክ
hull	0	0	0	0	0	0	0	0	0	0	ቀፎ
hum	0	0	0	0	0	0	0	0	0	0	ሁም
human	0	0	0	0	0	0	0	0	0	0	ሰው
humane	0	0	0	0	0	0	1	0	0	0	ሰብአዊነት
humanitarian	0	1	0	0	1	0	1	0	1	1	ሰብአዊነት
humanities	0	0	0	0	0	0	0	0	0	0	ሰብአዊነት
humanity	0	0	0	0	1	0	1	0	0	1	ሰብአዊነት
humble	0	0	1	0	0	1	1	1	0	0	ትሑት
humbled	0	0	0	0	0	0	1	1	0	0	የተዋረደ
humbly	0	0	0	0	0	0	1	0	0	0	በትህትና
humbug	1	0	1	0	0	1	0	1	0	0	ሃምቡግ
humid	0	0	0	0	0	0	0	0	0	0	እርጥበት
humidity	0	0	0	0	0	0	0	0	0	0	እርጥበት
humiliate	1	0	0	0	0	1	0	1	0	0	ማዋረድ
humiliating	0	0	1	0	0	1	0	0	0	0	አዋራጅ
humiliation	0	0	1	0	0	1	0	1	0	0	ውርደት
humility	0	0	0	0	0	0	1	0	0	1	ትሕትና
hummer	0	0	0	0	0	0	0	0	0	0	ሀመር
hummingbird	0	0	0	0	0	0	0	0	0	0	ሃሚንግበርድ
humongous	0	0	0	0	0	0	0	0	0	0	humongous
humorist	0	0	0	0	0	0	1	0	0	0	ቀልደኛ
humorous	0	0	0	0	1	0	1	0	0	0	አስቂኝ
hump	0	0	0	0	0	0	0	0	0	0	ጉብታ
hunch	0	0	0	0	0	1	0	0	0	0	ሀንች
hundred	0	0	0	0	0	0	0	0	0	0	መቶ
hundredth	0	0	0	0	0	0	0	0	0	0	መቶኛ
hunger	0	0	0	0	0	0	0	0	0	0	ረሃብ
hungry	0	1	0	0	0	1	0	0	0	0	የተራበ
hunk	0	0	0	0	0	0	0	0	0	0	ሁንክ
hunks	0	0	0	0	0	0	0	0	0	0	hunks
hunt	0	0	0	0	0	0	0	0	0	0	አደን
hunter	0	1	0	1	0	1	0	1	0	0	አዳኝ
hunting	1	1	0	1	0	1	0	0	0	0	አደን
hurl	0	0	0	0	0	0	0	0	0	0	መወርወር
hurrah	0	0	0	0	1	0	1	0	0	0	ሁሬ
hurricane	0	0	0	1	0	1	0	0	0	0	አውሎ ነፋስ
hurried	0	1	0	0	0	1	0	0	0	0	ቸኮለ
hurry	0	1	0	0	0	0	0	0	0	0	ፍጠን
hurt	1	0	0	1	0	1	0	1	0	0	ተጎዳ
hurtful	1	0	1	1	0	1	0	1	0	0	ጎጂ
hurting	1	0	0	1	0	1	0	1	0	0	የሚጎዳ
husbandry	0	0	0	0	0	0	1	0	0	1	እርባታ
hush	0	0	0	0	0	0	1	0	0	0	ዝም በል
hushed	0	0	0	0	0	0	0	0	0	0	ዝም አለ
husk	0	0	0	0	0	0	0	0	0	0	ቀፎ
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	ግርግር
hustler	0	0	0	0	0	1	0	0	0	0	ሁስትለር
hut	0	0	0	0	0	0	1	1	0	0	ጎጆ
hutch	0	0	0	0	0	0	0	0	0	0	ጎጆ
hyacinth	0	0	0	0	0	0	0	0	0	0	ሀያሲንት
hybrid	0	0	0	0	0	0	0	0	0	0	ድብልቅ
hydra	0	0	0	1	0	1	0	0	0	0	ሃይድራ
hydraulics	0	0	0	0	0	0	0	0	0	0	ሃይድሮሊክ
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocephalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	ሃይድሮዳይናሚክስ
hydrogen	0	0	0	0	0	0	0	0	0	0	ሃይድሮጅን
hydrographic	0	0	0	0	0	0	0	0	0	0	ሃይድሮግራፊክ
hydrology	0	0	0	0	0	0	0	0	0	0	ሃይድሮሎጂ
hygiene	0	0	0	0	0	0	0	0	0	0	ንጽህና
hygienic	0	0	0	0	0	0	1	0	0	0	ንጽህና
hymn	0	1	0	0	1	0	1	1	0	1	መዝሙር
hype	0	1	0	0	0	1	0	0	0	0	ማሞገስ
hyperbole	0	0	0	0	0	1	0	0	0	0	ግትርነት
hypertrophy	0	0	1	1	0	0	0	0	1	0	የደም ግፊት መጨመር
hyphen	0	0	0	0	0	0	0	0	0	0	ሰረዝ
hypnotic	0	0	0	0	0	0	0	0	0	0	ሂፕኖቲክ
hypnotized	0	0	0	0	0	0	0	0	0	0	ሃይፕኖቲዝድ የተደረገ
hypocrisy	0	0	0	0	0	1	0	0	0	0	ግብዝነት
hypocrite	0	0	1	0	0	1	0	0	0	0	ግብዝ
hypocritical	0	0	1	0	0	1	0	0	0	0	ግብዝነት
hypothesis	0	1	0	0	0	0	0	0	1	0	መላምት
hypothetical	0	0	0	0	0	0	0	0	0	0	መላምታዊ
hysteria	0	0	0	1	0	1	0	0	0	0	ንጽህና
hysterical	1	0	0	1	0	1	0	0	0	0	ጅብ
ice	0	0	0	0	0	0	0	0	0	0	በረዶ
iceberg	0	0	0	0	0	0	0	0	0	0	የበረዶ ግግር
icon	0	0	0	0	0	0	0	0	0	0	አዶ
iconic	0	0	0	0	0	0	0	0	0	0	አዶ
iconography	0	0	0	0	0	0	0	0	0	0	ኣይኮነትን
icy	0	0	0	0	0	0	0	0	0	0	በረዷማ
idea	0	0	0	0	0	0	0	0	0	0	ሀሳብ
idealism	0	0	0	0	0	0	1	0	0	0	ሃሳባዊነት
idealist	0	0	0	0	0	0	0	0	0	0	ሃሳባዊ
identical	0	0	0	0	0	0	0	0	0	0	ተመሳሳይ
identically	0	0	0	0	0	0	0	0	0	0	በተመሳሳይ
identification	0	0	0	0	0	0	0	0	0	0	መለየት
identify	0	0	0	0	0	0	0	0	0	0	መለየት
identity	0	0	0	0	0	0	0	0	0	0	ማንነት
ideology	0	0	0	0	0	0	0	0	0	0	ርዕዮተ ዓለም
idiocy	1	0	1	0	0	1	0	1	0	0	ጅልነት
idiom	0	0	0	0	0	0	0	0	0	0	ፈሊጥ
idiomatic	0	0	0	0	0	0	0	0	0	0	ፈሊጥ
idiot	0	0	1	0	0	1	0	0	0	0	ደደብ
idiotic	1	0	1	0	0	1	0	0	0	0	ደደብ
idle	0	0	0	0	0	0	0	0	0	0	ስራ ፈት
idleness	0	0	0	0	0	0	0	0	0	0	ስራ ፈትነት
idler	0	0	0	0	0	1	0	0	0	0	ስራ ፈት
idol	0	0	0	0	0	0	1	0	0	0	ጣዖት
idolatry	0	0	1	1	0	1	0	0	0	0	የጣዖት አምልኮ
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	የሚያስቆጣ
ignite	0	0	0	0	0	0	0	0	0	0	ማቀጣጠል
ignition	0	0	0	0	0	0	0	0	0	0	ማቀጣጠል
ignorance	0	0	0	0	0	1	0	0	0	0	አለማወቅ
ignorant	0	0	1	0	0	1	0	0	0	0	አላዋቂ
ignore	0	0	0	0	0	1	0	0	0	0	ችላ በል
ilk	0	0	0	0	0	0	0	0	0	0	መሰል
ill	1	0	1	1	0	1	0	1	0	0	የታመመ
