English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Turkmen Word
howl	1	0	1	1	0	1	0	1	1	0	agla
howsoever	0	0	0	0	0	0	0	0	0	0	her niçigem bolsa
hoy	0	0	0	0	0	0	0	0	0	0	salam
hub	0	0	0	0	0	0	0	0	0	0	merkez
huddle	0	0	0	0	0	0	0	0	0	0	aljyramak
hue	0	0	0	0	0	0	0	0	0	0	hue
huff	1	0	1	0	0	1	0	0	0	0	huff
hug	0	0	0	0	1	0	1	0	0	1	gujakla
huge	0	0	0	0	0	0	0	0	0	0	ullakan
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	gämi
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	adam
humane	0	0	0	0	0	0	1	0	0	0	adamkärçilikli
humanitarian	0	1	0	0	1	0	1	0	1	1	ynsanperwerlik
humanities	0	0	0	0	0	0	0	0	0	0	gumanitar ylymlar
humanity	0	0	0	0	1	0	1	0	0	1	adamzat
humble	0	0	1	0	0	1	1	1	0	0	pespäl
humbled	0	0	0	0	0	0	1	1	0	0	kiçeldildi
humbly	0	0	0	0	0	0	1	0	0	0	kiçigöwünlilik bilen
humbug	1	0	1	0	0	1	0	1	0	0	gujaklamak
humid	0	0	0	0	0	0	0	0	0	0	çygly
humidity	0	0	0	0	0	0	0	0	0	0	çyglylyk
humiliate	1	0	0	0	0	1	0	1	0	0	masgara et
humiliating	0	0	1	0	0	1	0	0	0	0	kemsidiji
humiliation	0	0	1	0	0	1	0	1	0	0	masgaraçylyk
humility	0	0	0	0	0	0	1	0	0	1	pespällik
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	hummingbird
humongous	0	0	0	0	0	0	0	0	0	0	gülkünç
humorist	0	0	0	0	0	0	1	0	0	0	gülkünç
humorous	0	0	0	0	1	0	1	0	0	0	gülkünç
hump	0	0	0	0	0	0	0	0	0	0	hump
hunch	0	0	0	0	0	1	0	0	0	0	aw
hundred	0	0	0	0	0	0	0	0	0	0	ýüz
hundredth	0	0	0	0	0	0	0	0	0	0	ýüz
hunger	0	0	0	0	0	0	0	0	0	0	açlyk
hungry	0	1	0	0	0	1	0	0	0	0	aç
hunk	0	0	0	0	0	0	0	0	0	0	aw
hunks	0	0	0	0	0	0	0	0	0	0	awçylar
hunt	0	0	0	0	0	0	0	0	0	0	aw
hunter	0	1	0	1	0	1	0	1	0	0	awçy
hunting	1	1	0	1	0	1	0	0	0	0	aw
hurl	0	0	0	0	0	0	0	0	0	0	at
hurrah	0	0	0	0	1	0	1	0	0	0	Hurray
hurricane	0	0	0	1	0	1	0	0	0	0	tupan
hurried	0	1	0	0	0	1	0	0	0	0	howlukdy
hurry	0	1	0	0	0	0	0	0	0	0	howlukma
hurt	1	0	0	1	0	1	0	1	0	0	ýaralanmak
hurtful	1	0	1	1	0	1	0	1	0	0	zyýanly
hurting	1	0	0	1	0	1	0	1	0	0	agyrýar
husbandry	0	0	0	0	0	0	1	0	0	1	ekerançylyk
hush	0	0	0	0	0	0	1	0	0	0	huş
hushed	0	0	0	0	0	0	0	0	0	0	ýuwdy
husk	0	0	0	0	0	0	0	0	0	0	gabyk
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	howlukma
hustler	0	0	0	0	0	1	0	0	0	0	howlukmaç
hut	0	0	0	0	0	0	1	1	0	0	külbe
hutch	0	0	0	0	0	0	0	0	0	0	hutch
hyacinth	0	0	0	0	0	0	0	0	0	0	hyasint
hybrid	0	0	0	0	0	0	0	0	0	0	gibrid
hydra	0	0	0	1	0	1	0	0	0	0	gidra
hydraulics	0	0	0	0	0	0	0	0	0	0	gidrawlika
hydrocephalus	0	0	1	1	0	1	0	1	0	0	gidrosefali
hydrodynamics	0	0	0	0	0	0	0	0	0	0	gidrodinamika
hydrogen	0	0	0	0	0	0	0	0	0	0	wodorod
hydrographic	0	0	0	0	0	0	0	0	0	0	gidrografik
hydrology	0	0	0	0	0	0	0	0	0	0	gidrologiýa
hygiene	0	0	0	0	0	0	0	0	0	0	arassaçylyk
hygienic	0	0	0	0	0	0	1	0	0	0	arassaçylyk
hymn	0	1	0	0	1	0	1	1	0	1	gimn
hype	0	1	0	0	0	1	0	0	0	0	seslenme
hyperbole	0	0	0	0	0	1	0	0	0	0	giperbole
hypertrophy	0	0	1	1	0	0	0	0	1	0	gipertrofiýa
hyphen	0	0	0	0	0	0	0	0	0	0	defis
hypnotic	0	0	0	0	0	0	0	0	0	0	gipnotiki
hypnotized	0	0	0	0	0	0	0	0	0	0	gipnotizasiýa edildi
hypocrisy	0	0	0	0	0	1	0	0	0	0	ikiýüzlülik
hypocrite	0	0	1	0	0	1	0	0	0	0	ikiýüzli
hypocritical	0	0	1	0	0	1	0	0	0	0	ikiýüzli
hypothesis	0	1	0	0	0	0	0	0	1	0	gipoteza
hypothetical	0	0	0	0	0	0	0	0	0	0	gipotetiki
hysteria	0	0	0	1	0	1	0	0	0	0	histeriýa
hysterical	1	0	0	1	0	1	0	0	0	0	histeriki
ice	0	0	0	0	0	0	0	0	0	0	buz
iceberg	0	0	0	0	0	0	0	0	0	0	Aýsberg
icon	0	0	0	0	0	0	0	0	0	0	nyşany
iconic	0	0	0	0	0	0	0	0	0	0	nyşanly
iconography	0	0	0	0	0	0	0	0	0	0	ikonografiýa
icy	0	0	0	0	0	0	0	0	0	0	buzly
idea	0	0	0	0	0	0	0	0	0	0	ideýa
idealism	0	0	0	0	0	0	1	0	0	0	idealizm
idealist	0	0	0	0	0	0	0	0	0	0	idealist
identical	0	0	0	0	0	0	0	0	0	0	birmeňzeş
identically	0	0	0	0	0	0	0	0	0	0	birmeňzeş
identification	0	0	0	0	0	0	0	0	0	0	şahsyýeti kesgitlemek
identify	0	0	0	0	0	0	0	0	0	0	kesgitlemek
identity	0	0	0	0	0	0	0	0	0	0	şahsyýet
ideology	0	0	0	0	0	0	0	0	0	0	ideologiýa
idiocy	1	0	1	0	0	1	0	1	0	0	samsyklyk
idiom	0	0	0	0	0	0	0	0	0	0	idiom
idiomatic	0	0	0	0	0	0	0	0	0	0	samsyk
idiot	0	0	1	0	0	1	0	0	0	0	samsyk
idiotic	1	0	1	0	0	1	0	0	0	0	samsyk
idle	0	0	0	0	0	0	0	0	0	0	boş
idleness	0	0	0	0	0	0	0	0	0	0	işsizlik
idler	0	0	0	0	0	1	0	0	0	0	işsiz
idol	0	0	0	0	0	0	1	0	0	0	but
idolatry	0	0	1	1	0	1	0	0	0	0	butparazlyk
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	ýalňyş
ignite	0	0	0	0	0	0	0	0	0	0	tutaşdyrmak
ignition	0	0	0	0	0	0	0	0	0	0	tutaşdyrmak
ignorance	0	0	0	0	0	1	0	0	0	0	nadanlyk
ignorant	0	0	1	0	0	1	0	0	0	0	nadan
ignore	0	0	0	0	0	1	0	0	0	0	üns berme
ilk	0	0	0	0	0	0	0	0	0	0	ilk
ill	1	0	1	1	0	1	0	1	0	0	näsag
illegal	1	0	1	1	0	1	0	1	0	0	bikanun
illegality	1	0	1	1	0	1	0	0	0	0	bikanunlyk
illegally	0	0	0	0	0	0	0	0	0	0	bikanun
illegible	0	0	0	0	0	1	0	0	0	0	bikanun
illegitimate	1	0	1	1	0	1	0	1	1	0	bikanun
illicit	1	0	1	1	0	1	0	0	0	0	bikanun
illiterate	0	0	1	0	0	1	0	0	0	0	sowatsyz
illness	0	0	0	1	0	1	0	1	0	0	kesel
illogical	0	0	0	0	0	1	0	0	0	0	manysyz
illuminate	0	1	0	0	1	0	1	0	1	0	yşyklandyrmak
illumination	0	0	0	0	1	0	1	0	1	1	yşyklandyryş
illuminator	0	0	0	0	0	0	0	0	0	0	yşyklandyryjy
illusion	0	0	0	0	0	1	0	0	1	0	illýuziýa
illustrate	0	0	0	0	0	0	1	0	0	0	suratlandyryň
illustration	0	0	0	0	0	0	0	0	0	0	illýustrasiýa
illustrative	0	0	0	0	0	0	0	0	0	0	suratlandyryjy
illustrious	0	0	0	0	0	0	1	0	0	0	görnükli
image	0	0	0	0	0	0	0	0	0	0	şekil
imagery	0	0	0	0	0	0	0	0	0	0	şekiller
imaginary	0	0	0	0	0	0	0	0	0	0	hyýaly
imagination	0	0	0	0	0	0	0	0	0	0	hyýal
imaginative	0	0	0	0	0	0	1	0	0	0	hyýaly
imagine	0	0	0	0	0	0	0	0	0	0	göz öňüne getiriň
imagined	0	0	0	0	0	0	0	0	0	0	göz öňüne getirildi
imagining	0	0	0	0	0	0	0	0	0	0	göz öňüne getirmek
imam	0	0	0	0	0	0	0	0	0	0	ymam
imbedded	0	0	0	0	0	0	0	0	0	0	oturdylan
imitate	0	0	0	0	0	0	0	0	0	0	öýkün
imitated	0	0	0	0	0	1	0	0	0	0	imitirlendi
imitation	0	0	0	0	0	1	0	0	0	0	imitasiýa
immaculate	0	0	0	0	1	0	1	0	0	1	tämiz
immaterial	0	0	0	0	0	0	0	0	0	0	ähmiýetsiz
immature	0	1	0	0	0	1	0	0	0	0	ýetişmedik
immaturity	1	1	0	0	0	1	0	0	0	0	ýetişmedik
immeasurable	0	0	0	0	0	0	0	0	0	0	çäksiz
immeasurably	0	0	0	0	0	0	0	0	0	0	ummasyz
immediacy	0	0	0	0	0	0	0	0	1	0	derrew
immediately	0	1	0	0	0	1	1	0	0	0	derrew
immemorial	0	0	0	0	0	0	0	0	0	0	gadymy
immense	0	0	0	0	0	0	1	0	0	0	ummasyz
immerse	0	1	0	1	1	0	1	0	1	1	çümdürmek
immersion	0	0	0	0	0	0	0	0	0	0	çümdürmek
immigrant	0	0	0	1	0	0	0	0	0	0	immigrant
immigration	0	0	0	0	0	0	0	0	0	0	immigrasiýa
imminent	0	1	0	1	0	0	0	0	0	0	ýakyn wagtda
immoral	1	0	1	1	0	1	0	1	0	0	ahlaksyz
immorality	1	0	1	0	0	1	0	0	0	0	ahlaksyzlyk
immortal	0	0	0	0	0	0	1	0	0	0	ölmez-ýitmez
immortality	0	1	0	0	0	0	0	0	0	0	ölmezlik
immovable	0	0	0	0	0	1	1	0	0	1	gozgalmaýan
immune	0	0	0	0	0	0	0	0	0	0	immun
immunity	0	0	0	0	0	0	0	0	0	0	immunitet
immunization	0	0	0	0	0	0	0	0	0	1	immunizasiýa
immutable	0	0	0	0	0	0	0	0	0	0	üýtgewsiz
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	täsir
impair	0	0	0	0	0	1	0	0	0	0	bozulmagy
impairment	0	0	0	0	0	1	0	0	0	0	gymmatyň peselmegi
impart	0	0	0	0	0	0	1	0	0	1	bermek
impartial	0	0	0	0	0	0	1	0	0	1	bitarap
impartiality	0	0	0	0	0	0	1	0	0	1	bitaraplyk
impassable	0	0	0	0	0	1	0	0	0	0	geçip bolmaýar
impassioned	0	0	0	0	0	0	0	0	0	0	duýgudaş
impatience	0	0	0	0	0	1	0	0	0	0	sabyrsyzlyk
impatient	0	1	0	0	0	1	0	0	0	0	sabyrsyzlyk
impeach	0	0	1	1	0	1	0	0	0	0	impiç
impeachment	0	0	0	0	0	1	0	0	0	0	impiçment
impeccable	0	0	0	0	0	0	1	0	0	1	edepsiz
impede	0	0	0	0	0	1	0	0	0	0	päsgel bermek
impediment	0	0	0	0	0	0	0	0	0	0	päsgelçilik
impelled	0	0	0	0	0	0	0	0	0	0	itergi berdi
impending	0	1	0	1	0	0	0	0	0	0	golaýlap gelýär
impenetrable	0	0	0	0	0	0	0	0	0	1	geçip bolmajak
imperative	0	0	0	0	0	0	0	0	0	0	hökmany
imperceptible	0	0	0	0	0	0	0	0	0	0	düşnüksiz
imperfection	0	0	0	0	0	1	0	0	0	0	kemçilik
imperfectly	0	0	0	0	0	1	0	0	0	0	kemçiliksiz
imperial	0	0	0	0	0	0	0	0	0	0	imperiýa
impermeable	1	0	0	1	0	0	0	0	0	0	geçip bolmaýar
impermissible	0	0	0	0	0	0	0	0	0	0	rugsat berilmeýär
impersonal	0	0	0	0	0	0	0	0	0	0	şahsyýetsiz
impersonate	0	0	0	0	0	1	0	0	0	0	şahsyýetsiz
impersonation	0	0	0	0	0	1	0	0	0	0	şahsyýeti görkezmek
impervious	0	0	0	0	0	0	1	0	0	0	nädogry
impetus	0	0	0	0	0	0	0	0	0	0	itergi
implacable	0	0	0	0	0	1	0	0	0	0	ulanyp bolmaýar
implant	0	0	0	0	0	0	0	0	0	0	implantasiýa
implantation	0	0	0	0	0	0	0	0	0	0	implantasiýa
implanted	0	0	0	0	0	0	0	0	0	0	oturdyldy
implement	0	0	0	0	0	0	0	0	0	0	durmuşa geçiriň
implicate	1	0	0	0	0	1	0	0	0	0	degişlidir
implicated	0	0	0	0	0	0	0	0	0	0	degişlidir
implication	0	0	0	0	0	0	0	0	0	0	manysy
implied	0	0	0	0	0	0	0	0	0	0	aňladýar
implore	0	0	0	0	0	0	0	0	0	0	ýalbar
implosion	0	0	0	0	0	0	0	0	0	0	siňdiriş
imply	0	0	0	0	0	0	0	0	0	0	diýmek
impolite	0	0	1	0	0	1	0	0	0	0	edepsiz
import	0	0	0	0	0	0	0	0	0	0	import
importance	0	1	0	0	0	0	1	0	0	0	ähmiýeti
important	0	0	0	0	0	0	1	0	0	1	möhümdir
importation	0	0	0	0	0	0	0	0	0	0	import
impose	0	0	0	0	0	0	0	0	0	0	salmak
imposing	0	0	0	0	0	0	0	0	0	0	ýüklemek
imposition	0	0	0	0	0	1	0	0	0	0	salmak
impossibility	0	0	0	0	0	0	0	0	0	0	mümkin dälligi
impossible	0	0	0	0	0	1	0	1	0	0	mümkin däl
impotence	1	0	0	1	0	1	0	1	0	0	ejizlik
impotent	0	0	0	0	0	1	0	0	0	0	ejiz
impound	0	0	0	0	0	1	0	0	0	0	daňmak
impracticable	0	0	0	0	0	1	0	0	0	0	ulanyp bolmajak
impress	0	0	0	0	0	0	1	0	0	0	täsir galdyr
impression	0	0	0	0	0	0	1	0	0	0	täsir
impressionable	0	0	0	0	0	0	0	0	0	1	täsirli
imprint	0	0	0	0	0	0	0	0	0	0	yz
imprison	0	0	0	0	0	1	0	0	0	0	türmä basmak
imprisoned	1	0	1	1	0	1	0	1	0	0	türmä basyldy
imprisonment	1	0	1	1	0	1	0	1	0	0	azatlykdan mahrum etmek
improbable	0	0	0	0	0	0	0	0	0	0	mümkin däl
impromptu	0	0	0	0	0	0	0	0	0	0	düşnüksiz
impropriety	0	0	0	0	0	1	0	0	0	0	ýerliksizlik
improve	0	1	0	0	1	0	1	0	0	1	gowulaşdyrmak
improved	0	0	0	0	0	0	1	0	0	0	gowulaşdy
improvement	0	0	0	0	1	0	1	0	0	1	gowulaşdyrmak
improving	0	0	0	0	0	0	1	0	0	0	gowulaşmak
improvisation	0	0	0	0	0	0	0	0	1	0	improwizasiýa
improvise	0	1	0	0	0	0	1	0	1	0	improwizasiýa
improvised	0	0	0	0	0	0	0	0	0	0	improwizasiýa edildi
imprudent	0	0	0	0	0	1	0	1	0	0	paýhasly
impulse	0	0	0	0	0	0	0	0	0	0	impuls
impunity	0	0	0	0	0	0	0	0	0	0	jezasyz
impure	0	0	1	0	0	1	0	0	0	0	haram
impurity	0	0	1	0	0	1	0	0	0	0	haramlyk
imputation	0	0	0	0	0	1	0	0	0	0	günäkärlemek
inability	0	0	0	0	0	1	0	1	0	0	ukypsyzlygy
inaccessible	0	0	0	0	0	1	0	0	0	0	elýeterli däl
inaccurate	0	0	0	0	0	1	0	0	0	0	nädogry
inaction	0	0	0	0	0	1	0	0	0	0	hereketsizlik
inactivate	0	0	0	0	0	0	0	0	0	0	hereketsiz
inactivation	0	0	0	0	0	0	0	0	0	0	hereketsiz
inactive	0	0	0	0	0	0	0	0	0	0	hereketsiz
inactivity	0	0	0	0	0	1	0	0	0	0	hereketsizlik
inadequacy	0	0	0	0	0	1	0	0	0	0	ýeterlik dälligi
inadequate	0	0	0	0	0	1	0	1	0	0	ýeterlik däl
inadmissible	1	0	1	0	0	1	0	0	0	0	ýol berilmeýär
inadvertent	0	0	0	0	0	0	0	0	0	0	habarsyz
inadvertently	0	0	0	0	0	0	0	0	0	0	bilgeşleýin
inalienable	0	0	0	0	0	0	1	0	0	0	aýrylmaz
inane	0	0	0	0	0	1	0	0	0	0	inane
inanimate	0	0	0	0	0	0	0	0	0	0	jansyz
inapplicable	0	0	0	0	0	1	0	0	0	0	ulanyp bolmaýar
inappropriate	1	0	1	0	0	1	0	1	0	0	ýerliksiz
inattention	1	0	0	0	0	1	0	0	0	0	ünssizlik
inaudible	0	0	0	0	0	1	0	0	0	0	eşidilmeýär
inaugural	0	1	0	0	0	0	0	0	0	0	açylyş dabarasy
inaugurate	0	0	0	0	0	0	0	0	0	0	açylyş
inauguration	0	1	0	0	1	0	1	0	0	1	açylyş dabarasy
inborn	0	0	0	0	0	0	0	0	0	0	dogulmadyk
inbred	0	0	0	0	0	0	0	0	0	0	inbred
incalculable	0	0	0	0	0	1	0	0	0	0	hasaplap bolmaýar
incandescent	0	0	0	0	0	0	0	0	0	0	akkor
incapable	0	0	0	0	0	0	0	0	0	0	ukypsyz
incapacity	0	0	0	0	0	1	0	0	0	0	ukypsyzlyk
incarceration	1	0	1	1	0	1	0	1	0	0	türme
incase	1	0	1	1	0	1	0	1	0	0	birdan
incendiary	1	0	0	1	0	1	0	0	1	0	gazaply
incense	1	0	0	0	0	1	0	0	0	0	ýakymly ysly tütetgi
incentive	0	0	0	0	0	0	0	0	0	0	höweslendirmek
inception	0	0	0	0	0	0	0	0	0	0	başlangyjy
incessant	0	0	0	0	0	1	0	0	0	0	yzygiderli
incessantly	0	0	0	0	0	0	0	0	0	0	yzygiderli
incest	1	0	1	1	0	1	0	1	0	0	jyns gatnaşygy
incestuous	0	0	1	0	0	1	0	0	0	0	jyns gatnaşygy
inch	0	0	0	0	0	0	0	0	0	0	dýuým
incidence	0	0	0	0	0	0	0	0	0	0	hadysa
incident	0	0	0	0	0	0	0	0	1	0	waka
incidentally	0	0	0	0	0	0	0	0	0	0	tötänleýin
incineration	0	0	0	0	0	1	0	0	0	0	ýakmak
incipient	0	0	0	0	0	0	0	0	0	0	başlaýjy
incision	0	0	0	0	0	0	0	0	0	0	kesmek
incisive	0	0	0	0	0	0	1	0	0	0	öjükdiriji
incite	1	1	0	1	0	1	0	0	0	0	öjükdirmek
incitement	0	0	0	0	0	0	0	0	0	0	öjükdirmek
inclement	0	0	0	0	0	1	0	0	0	0	nägilelik
inclination	0	0	0	0	0	0	0	0	0	0	meýilli
incline	0	0	0	0	0	0	0	0	0	1	meýilli
inclined	0	0	0	0	0	0	0	0	0	0	meýilli
include	0	0	0	0	0	0	1	0	0	0	goşmak
included	0	0	0	0	0	0	1	0	0	0	öz içine alýar
including	0	0	0	0	0	0	1	0	0	0	goşmak bilen
inclusion	0	0	0	0	0	0	0	0	0	1	goşmak
inclusive	0	0	0	0	0	0	1	0	0	0	öz içine alýar
incognito	0	0	0	0	0	0	0	0	0	0	inkognito
incoherent	0	0	0	0	0	1	0	0	0	0	gabat gelmeýän
income	0	1	0	0	1	1	1	1	0	1	girdeji
incoming	0	0	0	0	0	0	0	0	0	0	gelýän
incompatible	1	0	1	0	0	1	0	1	0	0	gabat gelmeýär
incompetence	0	0	0	0	0	1	0	0	0	0	ukypsyzlyk
incompetent	1	0	0	0	0	1	0	1	0	0	ukypsyz
incompletely	0	0	0	0	0	0	0	0	0	0	doly däl
incompleteness	0	0	0	0	0	1	0	0	0	0	doly däl
incomprehensible	0	0	0	0	0	1	0	0	0	0	düşnüksiz
inconclusive	0	0	0	0	0	0	0	0	0	0	netijesiz
incongruous	1	0	0	0	0	1	0	0	0	0	manysyz
inconsequential	0	0	0	0	0	1	0	1	0	0	ähmiýetsiz
inconsiderate	1	0	1	0	0	1	0	1	0	0	biperwaý
inconsistency	0	0	0	0	0	1	0	0	0	0	laýyk gelmezlik
inconspicuous	0	0	0	0	0	0	0	0	0	0	düşnüksiz
incontinence	0	0	0	0	0	0	0	0	1	0	nägilelik
inconvenient	1	0	1	0	0	1	0	1	0	0	oňaýsyz
incorporate	0	0	0	0	0	0	0	0	0	0	goşmak
incorporation	0	0	0	0	0	0	0	0	0	0	goşulmak
incorrect	0	0	0	0	0	1	0	0	0	0	nädogry
increase	0	0	0	0	0	0	1	0	0	0	artdyrmak
increased	0	0	0	0	0	0	0	0	0	0	artdy
incredulous	1	0	1	0	0	1	0	0	0	0	ajaýyp
increment	0	0	0	0	0	0	0	0	0	0	artdyrmak
incrimination	0	0	0	1	0	1	0	1	0	0	günäkärlemek
incubation	0	0	0	0	0	0	0	0	0	0	inkubasiýa
incubus	0	0	1	1	0	1	0	0	0	0	inkubus
incur	0	0	0	0	0	1	0	0	0	0	incur
incurable	1	0	1	1	0	1	0	1	0	0	bejerip bolmaýar
incursion	0	0	0	1	0	1	0	0	0	0	çozuş
indebted	0	0	0	0	0	0	0	0	0	0	bergili
indecency	1	0	1	0	0	0	0	0	0	0	biabraýlyk
indecent	0	0	1	0	0	1	0	0	0	0	biabraýlyk
indecision	0	0	0	0	0	1	0	0	0	0	karar bermek
indecisive	0	0	0	0	0	1	0	0	0	0	karar bermezlik
indefensible	0	0	0	1	0	1	0	0	0	0	eldegrilmesiz
indelible	0	0	0	0	0	0	1	0	0	1	öçmejek
indemnification	0	0	0	0	0	0	0	0	0	0	öwezini dolmak
indemnify	0	0	0	0	0	1	0	0	0	0	öwezini dolmak
indemnity	0	0	0	0	0	0	1	0	0	1	öwezini dolmak
indent	0	0	0	0	0	0	0	0	0	1	indent
indentation	0	0	0	0	0	0	0	0	0	0	indentasiýa
indenture	1	0	0	0	0	1	0	0	0	0	indenture
independence	0	1	0	0	1	0	1	0	1	1	garaşsyzlyk
independent	0	0	0	0	0	0	0	0	0	0	garaşsyz
indescribable	0	0	0	0	0	0	0	0	0	0	düşündirip bolmaýar
indestructible	0	0	0	0	0	0	1	0	0	1	bozulmaz
indeterminate	0	0	0	0	0	1	0	0	0	0	kesgitlemek
index	0	0	0	0	0	0	0	0	0	0	indeks
indicating	0	0	0	0	0	0	0	0	0	0	görkezýär
indication	0	0	0	0	0	0	0	0	0	0	görkezmek
indicative	0	0	0	0	0	0	0	0	0	0	görkeziji
indicator	0	0	0	0	0	0	0	0	0	0	görkeziji
indice	0	0	0	0	0	0	0	0	0	0	indeks
indict	1	0	0	1	0	1	0	0	0	0	günäkärlemek
indictment	0	0	0	1	0	1	0	0	0	0	günäkärleme
indifference	1	0	1	1	0	1	0	1	0	0	biperwaýlyk
indigenous	0	0	0	0	0	0	0	0	0	0	ýerli
indigent	0	0	0	0	0	1	0	1	0	0	garyp
indigestion	0	0	0	0	0	0	0	0	0	0	iýmitlenmezlik
indignant	1	0	0	0	0	1	0	0	0	0	gaharlandy
indignation	1	0	1	0	0	1	0	0	0	0	gahar
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	gytaklaýyn
indispensable	0	0	0	0	0	0	0	0	0	0	aýrylmaz
indistinct	0	0	0	0	0	1	0	0	0	0	tapawudy ýok
indistinguishable	0	0	0	0	0	0	0	0	0	0	tapawudy ýok
individuality	0	0	0	0	0	0	1	0	0	0	aýratynlygy
indivisible	0	0	0	0	0	0	0	0	0	1	bölünmez
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinasiýa
indolent	0	0	0	0	0	1	0	0	0	0	biperwaý
indomitable	0	0	0	1	0	0	1	0	0	0	egsilmez
indoor	0	0	0	0	0	0	0	0	0	0	içerde
induce	0	0	0	0	0	0	0	0	0	0	höweslendirmek
induced	0	0	0	0	0	0	0	0	0	0	öjükdirilen
inducement	0	0	0	0	0	0	0	0	0	0	höweslendirmek
induction	0	0	0	0	0	0	0	0	0	0	induksiýa
indulge	0	0	0	0	0	0	0	0	0	0	höweslendir
indulgence	0	0	0	0	0	0	0	0	0	0	indulgensiýa
indulgent	0	0	0	0	0	0	0	0	0	0	göwünjeň
industrious	0	0	0	0	0	0	0	0	0	0	zähmetsöýer
industry	0	0	0	0	0	0	0	0	0	0	senagaty
ineffable	0	0	0	0	0	0	1	0	0	0	netijesiz
ineffective	0	0	0	0	0	1	0	0	0	0	netijesiz
ineffectual	0	0	1	0	0	1	0	0	0	0	netijesiz
inefficiency	0	0	1	0	0	1	0	1	0	0	netijesizligi
inefficient	0	0	0	0	0	1	0	1	0	0	netijesiz
inelastic	0	0	0	0	0	0	0	0	0	0	inelastik
ineligible	0	0	0	0	0	0	0	0	0	0	hukugy ýok
inept	1	0	1	0	0	1	0	0	0	0	inpt
ineptitude	0	0	1	1	0	1	0	1	0	0	ukypsyzlyk
inequality	1	0	0	1	0	1	0	1	0	0	deňsizlik
inequitable	0	0	0	0	0	1	0	0	0	0	deňsiz
inert	0	0	0	0	0	1	0	0	0	0	inert
inertia	0	0	0	0	0	0	0	0	0	0	inersiýa
inevitable	0	0	0	0	0	0	0	0	0	0	gutulgysyz
inexact	0	0	0	0	0	0	0	0	0	0	takyk däl
inexcusable	1	0	1	0	0	1	0	1	0	0	aklap bolmaýar
inexhaustible	0	0	0	0	0	0	0	0	0	0	tükeniksiz
inexpensive	0	0	0	0	0	0	1	0	0	0	arzan
inexperience	0	0	0	0	0	1	0	0	0	0	tejribesizlik
inexperienced	0	0	0	0	0	1	0	0	0	0	tejribesiz
inexplicable	0	0	0	0	0	1	0	0	1	0	düşündirip bolmaýar
infallibility	0	0	0	0	0	0	0	0	0	1	ýalňyşlyk
infallible	0	0	0	0	0	0	1	0	0	0	ýalňyş
infamous	1	0	1	1	0	1	0	0	0	0	abraýly
infamy	0	0	0	0	0	1	0	1	0	0	töhmet
infancy	0	0	0	0	0	0	0	0	0	0	bäbeklik
infant	0	1	0	1	1	0	1	0	1	0	bäbek
infanticide	1	1	1	1	0	1	0	1	0	0	çaga öldürmek
infantile	1	0	1	0	0	1	0	0	0	0	bäbek
infantry	0	0	0	0	0	0	0	0	0	0	pyýada goşun
infarct	0	0	0	1	0	1	0	0	1	0	infarkt
infatuation	0	0	0	0	0	0	0	0	0	0	söýgi
infeasible	0	0	0	0	0	0	0	0	0	0	geçip bolmajak
infect	0	0	1	0	0	1	0	0	0	0	ýokaşdyrmak
infection	0	0	0	1	0	1	0	0	0	0	ýokaşma
infectious	0	0	1	1	0	1	0	1	0	0	ýokanç
infer	0	0	0	0	0	0	0	0	0	0	infer
inference	0	0	0	0	0	0	0	0	0	0	salgylanma
inferential	0	0	0	0	0	0	0	0	0	0	ähmiýetsiz
inferior	0	0	0	0	0	1	0	1	0	0	pes
inferiority	0	0	0	0	0	1	0	0	0	0	peslik
inferno	1	0	0	1	0	1	0	0	0	0	inferno
infertile	0	0	0	0	0	0	0	0	0	0	önelgesiz
infertility	0	0	0	0	0	1	0	1	0	0	önelgesizlik
infestation	0	0	1	1	0	1	0	0	0	0	infestasiýa
infidel	1	0	1	1	0	1	0	0	0	0	kapyr
infidelity	1	0	1	1	0	1	0	1	0	0	kapyrlyk
infiltration	0	0	0	0	0	1	1	0	0	0	aralaşmagy
infinite	0	0	0	0	0	0	1	0	0	0	çäksiz
infinitely	0	0	0	0	0	0	0	0	0	0	çäksiz
infinitesimal	0	0	0	0	0	0	0	0	0	0	Çäksiz
infinity	0	1	0	0	1	0	1	0	0	1	çäksizlik
infirm	0	0	0	0	0	1	0	0	0	0	ejiz
infirmary	0	0	0	0	0	0	0	0	0	0	hassahanasy
infirmity	0	0	0	1	0	1	0	0	0	0	gowşaklyk
inflammation	0	0	0	0	0	1	0	0	0	0	çişme
