English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Mongolian Word
laborer	0	0	0	0	0	0	0	0	0	0	хөдөлмөрчин
laboring	0	0	0	0	0	0	0	0	0	0	хөдөлмөрлөх
laborious	0	0	0	0	0	1	0	0	0	0	хөдөлмөрч
labyrinth	0	1	0	0	0	1	0	0	0	0	лабиринт
lac	0	0	0	0	0	0	0	0	0	0	лак
lace	1	0	0	1	0	1	1	1	0	1	нэхсэн тор
lack	0	0	0	0	0	1	0	0	0	0	дутагдалтай
lacking	0	0	0	0	0	1	0	0	0	0	дутагдалтай
lackluster	0	0	0	0	0	1	0	0	0	0	сул дорой
lacquer	0	0	0	0	0	0	0	0	0	0	лак
lacrosse	0	0	0	0	0	0	0	0	0	0	лакросс
lad	0	0	0	0	0	0	0	0	0	0	залуу
ladder	0	0	0	0	0	0	0	0	0	0	шат
laden	0	0	0	0	0	1	0	0	0	0	ачаатай
lading	0	0	0	0	0	0	0	0	0	0	ачаа
ladle	0	0	0	0	0	0	0	0	0	0	шанага
lady	0	0	0	0	0	0	0	0	0	0	хатагтай
lag	0	0	0	0	0	1	0	0	0	0	хоцрогдол
lagging	1	1	1	0	0	1	0	1	0	0	хоцрогдолтой
lagoon	0	0	0	0	0	0	0	0	0	0	нуур
lair	0	0	0	0	0	1	0	0	0	0	үүр
laity	0	0	0	0	0	0	0	0	0	0	лам
lake	0	0	0	0	0	0	0	0	0	0	нуур
lama	0	0	0	0	0	0	0	0	0	0	лам
lamb	0	0	0	0	1	0	1	0	0	1	хурга
lament	0	0	1	1	0	1	0	1	0	0	халаглах
lamenting	0	0	0	0	0	0	0	1	0	0	гашуудаж байна
lamina	0	0	0	0	0	0	0	0	0	0	ламина
laminated	0	0	0	0	0	0	0	0	0	0	ламинатан
lamp	0	0	0	0	0	0	0	0	0	0	чийдэн
lance	0	0	0	0	0	0	0	0	0	0	ланс
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	газар
landed	0	0	0	0	0	0	1	0	0	0	газардсан
landing	0	0	0	0	0	0	0	0	0	0	буух
landlocked	0	0	0	0	0	0	0	0	0	0	далайд гарцгүй
landlord	0	0	0	0	0	0	0	0	0	0	газрын эзэн
landmark	0	0	0	0	0	0	0	0	0	1	тэмдэглэгээ
lands	0	0	0	0	0	0	0	0	0	0	газар
landscape	0	0	0	0	0	0	0	0	0	0	ландшафт
landscaping	0	0	0	0	0	0	0	0	0	0	тохижилт
landslide	0	0	0	1	0	1	0	1	0	0	хөрсний нуралт
lane	0	0	0	0	0	0	0	0	0	0	эгнээ
language	0	0	0	0	0	0	0	0	0	0	хэл
languid	0	0	0	0	0	1	0	0	0	0	сул дорой
languish	0	0	0	0	0	1	0	0	0	0	ядрах
languishing	0	0	0	1	0	1	0	1	0	0	ядарч сульдах
lanky	0	0	0	0	0	0	0	0	0	0	туранхай
lantern	0	0	0	0	0	0	0	0	0	0	дэнлүү
lap	0	0	0	0	0	0	0	0	0	0	хормой
lapel	0	0	0	0	0	0	0	0	0	0	энгэр
lapse	0	0	0	0	0	1	0	0	0	0	хоцрогдол
lapsed	0	0	0	0	0	0	0	0	0	0	хугацаа алдсан
larceny	0	0	1	0	0	1	0	0	0	0	хулгай
lard	0	0	0	0	0	0	0	0	0	0	гахайн өөх
larder	0	0	0	0	0	0	0	0	0	0	өөх тос
large	0	0	0	0	0	0	0	0	0	0	том
larger	0	0	1	0	0	0	0	0	1	1	илүү том
largo	0	0	0	0	0	0	0	0	0	0	ларго
lark	0	0	0	0	0	0	0	0	0	0	болжмор
larva	0	0	0	0	0	0	0	0	0	0	авгалдай
larynx	0	0	0	0	0	0	0	0	0	0	мөгөөрсөн хоолой
laser	0	0	0	0	0	0	1	0	0	1	лазер
lash	1	0	0	1	0	1	0	0	0	0	сормуус
lass	0	0	0	0	0	0	0	0	0	0	бүсгүй
lasso	0	0	0	0	0	0	0	0	0	0	lasso
lasting	0	0	0	0	0	0	0	0	0	0	үргэлжлэх
latch	0	0	0	0	0	0	0	0	0	0	түгжээ
late	0	0	0	0	0	1	0	1	0	0	оройтсон
lateness	0	0	0	0	0	1	0	0	0	0	хоцрогдол
latent	1	1	1	0	0	1	0	0	1	0	далд
lateral	0	0	0	0	0	0	0	0	0	0	хажуу
laterally	0	0	0	0	0	0	0	0	0	0	хажуу талдаа
latex	0	0	0	0	0	0	0	0	0	0	латекс
lathe	0	0	0	0	0	0	0	0	0	0	токарь
lather	0	0	0	0	0	0	0	0	0	0	хөөс
latitude	0	0	0	0	0	0	0	0	0	0	өргөрөг
latrines	0	0	1	0	0	1	0	0	0	0	жорлон
lattice	0	0	0	0	0	0	0	0	0	0	тор
laudable	0	0	0	0	0	0	1	0	0	0	сайшаалтай
laugh	0	0	0	0	1	0	1	0	1	0	инээх
laughable	0	0	1	0	0	1	0	0	0	0	инээдтэй
laughing	0	0	0	0	1	0	1	0	0	0	инээж байна
laughter	0	1	0	0	1	0	1	0	1	0	инээд
launch	0	1	0	0	0	0	1	0	0	0	эхлэх
laundry	0	0	0	0	0	0	0	0	0	0	угаалгын газар
laureate	0	0	0	0	0	0	1	0	0	1	шагналтан
laurel	0	0	0	0	0	0	1	0	0	0	лавр
laurels	0	0	0	0	1	0	1	0	0	0	лавр
lava	1	0	0	1	0	1	0	0	0	0	лаав
lavage	0	0	0	0	0	0	0	0	0	0	угаах
lavatory	0	0	1	0	0	0	0	0	0	0	бие засах газар
lavender	0	0	0	0	0	0	0	0	0	0	лаванда
lavish	0	0	0	0	0	0	1	0	0	0	тансаг
law	0	0	0	0	0	0	0	0	0	1	хууль
lawful	0	0	0	0	0	0	1	0	0	1	хууль ёсны
lawlessness	1	0	0	1	0	1	0	0	0	0	хууль бус байдал
lawn	0	0	0	0	0	0	0	0	0	0	зүлэг
lawsuit	1	0	1	1	0	1	0	1	1	0	нэхэмжлэл
lawyer	1	0	1	1	0	1	0	0	0	0	хуульч
lax	0	0	0	0	0	1	0	1	0	0	сул
laxative	0	0	1	1	0	1	0	0	0	0	тайвшруулах үйлчилгээтэй
lay	0	0	0	0	0	0	0	0	0	0	хэвтэх
layer	0	0	0	0	0	0	0	0	0	0	давхарга
layered	0	0	0	0	0	0	0	0	0	0	давхаргатай
layman	0	0	0	0	0	0	0	0	0	0	энгийн хүн
lazy	0	0	0	0	0	1	0	0	0	0	залхуу
lea	0	0	0	0	0	0	0	0	0	0	Леа
lead	0	0	0	0	0	0	1	0	0	0	хар тугалга
leader	0	0	0	0	0	0	1	0	0	1	удирдагч
leading	0	0	0	0	0	0	0	0	0	1	тэргүүлэх
leads	0	0	0	0	0	0	0	0	0	0	хүргэдэг
leaf	0	0	0	0	0	0	0	0	0	0	навч
leaflet	0	0	0	0	0	0	0	0	0	0	ухуулах хуудас
leafy	0	0	0	0	0	0	0	0	0	0	навчит
league	0	0	0	0	0	0	1	0	0	0	лиг
leak	0	0	0	0	0	1	0	0	0	0	гоожих
leakage	0	0	0	0	0	1	0	0	0	0	гоожих
leaky	0	0	0	0	0	1	0	0	0	0	гоожиж байна
lean	0	0	0	0	0	0	0	0	0	0	бөхийх
leaned	0	0	0	0	0	0	0	0	0	0	бөхийв
leaning	0	0	0	0	0	0	0	0	0	1	хазайсан
leap	0	0	0	0	0	0	0	0	0	0	харайх
learn	0	0	0	0	0	0	1	0	0	0	сурах
learned	0	0	0	0	0	0	0	0	0	0	сурсан
learner	0	0	0	0	0	0	0	0	0	0	суралцагч
learning	0	0	0	0	0	0	1	0	0	0	сурах
lease	0	0	0	0	0	0	0	0	0	0	түрээслэх
leash	0	0	0	0	0	0	0	0	0	0	оосор
leather	0	0	0	0	0	0	0	0	0	0	савхин
leathery	0	0	0	0	0	0	0	0	0	0	арьсан
leave	0	0	0	0	0	1	0	1	1	0	орхих
lecture	0	0	0	0	0	0	0	0	0	0	лекц
lecturer	0	0	0	0	0	0	1	0	0	0	багш
ledge	0	0	0	0	0	0	0	0	0	0	ирмэг
ledger	0	0	0	0	0	0	0	0	0	0	дэвтэр
lee	0	0	0	0	0	0	0	0	0	0	Ли
leech	0	0	0	0	0	1	0	0	0	0	хануур хануур
leeches	0	0	1	1	0	1	0	0	0	0	хануур хорхой
leer	0	0	1	0	0	1	0	0	0	0	ухаантай
leery	0	0	0	0	0	0	0	0	1	0	уйтгартай
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	чөлөөтэй
left	0	0	0	0	0	0	0	0	0	0	зүүн
leg	0	0	0	0	0	0	0	0	0	0	хөл
legacy	0	0	0	0	0	0	0	0	0	0	өв залгамжлал
legal	0	0	0	0	0	0	1	0	0	1	хууль ёсны
legality	0	0	0	0	0	0	0	0	0	0	хууль ёсны байдал
legalize	0	0	0	0	0	0	0	0	0	0	хуульчлах
legalized	1	0	0	1	1	0	1	0	0	1	хуульчилсан
legally	0	0	0	0	0	0	0	0	0	0	хуулийн дагуу
legend	0	0	0	0	0	0	0	0	0	0	домог
legendary	0	0	0	0	0	0	1	0	0	0	домогт
legibility	0	0	0	0	0	0	1	0	0	0	гаргацтай
legible	0	0	0	0	0	0	1	0	0	0	гаргацтай
legion	0	0	0	0	0	0	0	0	0	0	легион
legislate	0	0	0	0	0	0	0	0	0	0	хууль тогтоох
legislation	0	0	0	0	0	0	0	0	0	0	хууль тогтоомж
legislative	0	0	0	0	0	0	0	0	0	0	хууль тогтоох
legislator	0	0	0	0	0	0	0	0	0	1	хууль тогтоогч
legislature	0	0	0	0	0	0	0	0	0	1	хууль тогтоох байгууллага
legitimacy	0	0	0	0	0	0	0	0	0	1	хууль ёсны байдал
legs	0	0	0	0	0	0	0	0	0	0	хөл
legume	0	0	0	0	0	0	0	0	0	0	буурцагт ургамал
leisure	0	1	0	0	1	0	1	0	1	1	чөлөөт цаг
leisurely	0	0	0	0	0	0	1	0	0	0	тайван
lemma	0	0	0	0	0	0	1	0	0	0	лемма
lemon	0	0	1	0	0	1	0	0	0	0	Лимон
lend	0	0	0	0	0	0	0	0	0	0	зээлэх
lender	0	0	0	0	0	0	0	0	0	1	зээлдүүлэгч
lending	0	0	0	0	0	0	0	0	0	0	зээл олгох
length	0	0	0	0	0	0	0	0	0	0	урт
lengthen	0	0	0	0	0	0	0	0	0	0	уртасгах
lengthened	0	0	0	0	0	0	0	0	0	0	уртасгасан
lengthening	0	0	0	0	0	0	0	0	0	0	уртасгах
lengthwise	0	0	0	0	0	0	0	0	0	0	уртын дагуу
lengthy	0	0	0	0	0	0	0	0	0	0	урт
leniency	0	0	0	0	0	0	0	0	0	0	зөөлөн байдал
lenient	0	0	0	0	0	0	1	0	0	0	зөөлөн
lens	0	0	0	0	0	0	0	0	0	0	линз
leopard	0	0	0	0	0	0	0	0	0	0	ирвэс
leprosy	0	0	1	1	0	1	0	1	0	0	уяман өвчин
lessee	0	0	0	0	0	0	0	0	0	0	түрээслэгч
lessen	0	1	0	0	0	1	0	0	0	0	багасгах
lessening	0	0	0	0	0	0	0	0	0	0	бууруулах
lesser	0	0	1	0	0	1	0	0	0	0	бага
lesson	0	1	0	0	0	0	1	0	0	1	хичээл
lessor	0	0	0	0	0	0	0	0	0	0	түрээслүүлэгч
lethal	0	0	1	1	0	1	0	1	0	0	үхлийн аюултай
lethargic	0	0	0	0	0	0	0	0	0	0	нойрмог
lethargy	0	0	0	0	0	1	0	1	0	0	нойрмог байдал
letter	0	1	0	0	0	0	0	0	0	0	захидал
lettered	0	1	0	0	0	0	1	0	0	1	үсэгтэй
letters	0	0	0	0	0	0	0	0	0	0	үсэг
lettuce	0	0	0	0	0	0	0	0	0	0	шанцайны ургамал
leukemia	1	0	0	1	0	1	0	1	0	0	лейкеми
levee	0	0	0	0	0	0	0	0	0	1	даваа
level	0	0	0	0	0	0	1	0	0	1	түвшин
lever	0	0	0	0	0	0	0	0	0	0	хөшүүрэг
leverage	0	0	0	0	0	0	1	0	0	0	хөшүүрэг
levy	0	0	0	0	0	1	0	0	0	0	хураамж
lewd	0	0	1	0	0	1	0	0	0	0	завхай
lexicon	0	0	0	0	0	0	0	0	0	0	толь бичиг
ley	0	0	0	0	0	0	0	0	0	0	лей
liabilities	0	0	0	0	0	0	0	0	0	0	өр төлбөр
liability	0	0	0	0	0	0	0	0	0	0	хариуцлага
liaison	0	0	0	0	0	1	0	0	0	0	холбоо
liar	0	0	1	0	0	1	0	0	0	0	худалч
libel	1	0	0	1	0	1	0	0	0	1	гүтгэлэг
libelous	0	0	0	0	0	0	0	0	0	0	гүтгэлэг
liberal	0	0	0	0	0	1	1	0	0	0	либерал
liberalism	0	0	0	0	0	0	0	0	0	0	либерализм
liberate	1	1	0	0	1	0	1	0	1	1	чөлөөлөх
liberation	0	1	0	0	1	0	1	0	1	0	чөлөөлөх
liberty	0	1	0	0	1	0	1	0	1	1	эрх чөлөө
libido	0	0	0	0	0	0	0	0	0	0	бэлгийн дур хүсэл
librarian	0	0	0	0	0	0	0	0	0	0	номын санч
library	0	0	0	0	0	0	1	0	0	0	номын сан
libretto	0	0	0	0	0	0	0	0	0	0	либретто
license	0	0	0	0	0	0	0	0	0	0	Тусгай зөвшөөрөл
lichen	0	0	0	0	0	0	0	0	0	0	хаг
lick	0	0	1	0	0	1	0	0	0	0	долоох
lid	0	0	0	0	0	0	0	0	0	0	таг
lie	1	0	1	0	0	1	0	1	0	0	худлаа
liege	0	0	0	0	0	0	0	0	0	0	лиеж
lien	0	0	0	0	0	0	0	0	0	0	барьцаа
lieu	0	0	0	0	0	0	0	0	0	0	оронд
lieutenant	0	0	0	0	0	0	0	0	0	1	дэслэгч
life	0	0	0	0	0	0	0	0	0	0	амьдрал
lifeblood	0	0	0	0	0	0	1	0	0	0	амин судас
lifeboat	0	0	0	0	0	0	0	0	0	0	аврах завь
lifeless	0	0	0	1	0	1	0	1	0	0	амьгүй
lifelike	0	0	0	0	0	0	0	0	0	0	амьд мэт
lifelong	0	0	0	0	0	0	0	0	0	0	насан туршдаа
lifetime	0	0	0	0	0	0	0	0	0	0	насан туршдаа
lift	0	0	0	0	0	0	0	0	0	0	өргөх
ligament	0	0	0	0	0	0	0	0	0	0	шөрмөс
ligation	0	0	0	0	0	0	0	0	0	0	боох
light	0	0	0	0	0	0	0	0	0	0	гэрэл
lighten	0	0	0	0	0	0	0	0	0	0	гэрэлтүүлэх
lighthouse	0	0	0	0	0	0	1	0	0	0	гэрэлт цамхаг
lightness	0	0	0	0	0	0	0	0	0	0	хөнгөн байдал
lightning	1	0	0	1	0	0	0	0	1	0	аянга
likelihood	0	0	0	0	0	0	0	0	0	0	магадлал
likeness	0	0	0	0	0	0	0	0	0	0	төстэй байдал
likewise	0	0	0	0	0	0	0	0	0	0	мөн адил
liking	0	0	0	0	1	0	1	0	0	1	дуртай
lilac	0	0	0	0	0	0	0	0	0	0	голт бор
lily	0	0	0	0	0	0	0	0	0	0	сараана
limb	0	0	0	0	0	0	0	0	0	0	мөч
limbo	0	0	0	0	0	0	0	0	0	0	тодорхойгүй
limit	0	0	0	0	0	0	0	0	0	0	хязгаар
limitation	0	0	0	0	0	0	0	0	0	0	хязгаарлалт
limited	1	0	0	0	0	1	0	1	0	0	хязгаарлагдмал
limitless	0	0	0	0	0	0	0	0	0	0	хязгааргүй
limousine	0	0	0	0	0	0	0	0	0	0	лимузин
limp	0	0	0	0	0	1	0	0	0	0	доголон
lin	0	0	0	0	0	0	0	0	0	0	лин
line	0	0	0	0	0	0	0	0	0	0	шугам
lineage	0	0	0	0	0	0	0	0	0	0	удам угсаа
lineal	0	0	0	0	0	0	0	0	0	0	шугаман
linear	0	0	0	0	0	0	0	0	0	0	шугаман
lined	0	0	0	0	0	0	0	0	0	0	доторлогоотой
linen	0	0	0	0	0	0	0	0	0	0	цагаан хэрэглэл
liner	0	0	0	0	0	0	0	0	0	0	доторлогоо
lines	0	0	0	1	0	0	0	0	0	0	шугамууд
linger	0	1	0	0	0	0	0	0	0	0	саатах
lingo	0	0	0	0	0	0	0	0	0	0	хэл
lingual	0	0	0	0	0	0	0	0	0	0	хэлний
linguist	0	0	0	0	0	0	1	0	0	1	хэл шинжлэлийн мэргэжилтэн
linguistic	0	0	0	0	0	0	0	0	0	0	хэл шинжлэлийн
linguistics	0	0	0	0	0	0	0	0	0	0	хэл шинжлэл
lining	0	0	0	0	0	0	0	0	0	0	доторлогоо
link	0	0	0	0	0	0	0	0	0	0	холбоос
linoleum	0	0	0	0	0	0	0	0	0	0	хулдаас
lint	0	0	0	0	0	1	0	0	0	0	хөвөн
lion	0	0	0	1	0	0	1	0	0	0	арслан
lip	0	0	0	0	0	0	0	0	0	0	уруул
lipstick	0	0	0	0	0	0	0	0	0	0	уруулын будаг
liquefaction	0	0	0	0	0	0	0	0	0	0	шингэрүүлэх
liquefied	0	0	0	0	0	0	0	0	0	0	шингэрүүлсэн
liqueur	0	0	0	0	0	0	0	0	0	0	ликёр
liquid	0	0	0	0	0	0	0	0	0	0	шингэн
liquidate	0	0	0	0	0	0	0	0	0	0	татан буулгах
liquidation	0	0	0	0	0	0	0	0	0	0	татан буулгах
liquidator	0	0	0	0	0	0	0	0	0	0	татан буулгагч
liquidity	0	0	0	0	0	0	0	0	0	0	хөрвөх чадвар
liquor	1	0	0	0	1	1	0	1	0	0	архи
lisp	0	0	0	0	0	0	0	0	0	0	лисп
list	0	0	0	0	0	0	0	0	0	0	жагсаалт
listen	0	0	0	0	0	0	0	0	0	0	сонсох
listener	0	0	0	0	0	0	0	0	0	0	сонсогч
listing	0	0	0	0	0	0	0	0	0	0	жагсаалт
listless	0	0	0	0	0	1	0	1	0	0	хайхрамжгүй
litany	0	0	0	0	0	0	0	0	0	0	литани
literally	0	0	0	0	0	0	0	0	0	0	шууд утгаараа
literary	0	0	0	0	0	0	0	0	0	0	уран зохиол
literature	0	0	0	0	0	0	0	0	0	0	уран зохиол
lithe	0	0	0	0	0	0	1	0	0	0	уян хатан
lithograph	0	0	0	0	0	0	0	0	0	0	литограф
lithography	0	0	0	0	0	0	0	0	0	0	литографи
lithology	0	0	0	0	0	0	0	0	0	0	литологи
lithosphere	0	0	0	0	0	0	0	0	0	0	литосфер
litigant	0	0	0	0	0	1	0	0	0	0	зарга үүсгэгч
litigate	1	1	1	1	0	1	0	1	0	0	шүүх
litigation	0	0	0	0	0	1	0	0	0	0	шүүх ажиллагаа
litigious	1	0	1	0	0	1	0	0	0	0	маргаантай
litter	0	0	0	0	0	1	0	0	0	0	хог
littoral	0	0	0	0	0	0	0	0	0	0	далайн эрэг
liturgy	0	0	0	0	0	0	0	0	0	0	литурги
livelihood	0	0	0	0	0	0	0	0	0	0	амьжиргаа
livery	0	0	0	0	0	0	0	0	0	0	элэгний хувцас
livid	1	0	1	0	0	1	0	0	0	0	уйтгартай
living	0	0	0	0	0	0	0	0	0	0	амьдарч байна
llama	0	0	0	0	0	0	0	0	0	0	лам
load	0	0	0	0	0	0	0	0	0	0	ачаалал
loaf	0	0	0	0	0	1	0	0	0	0	талх
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	шавранцар
loan	0	0	0	0	0	0	0	0	0	0	зээл
loath	1	0	0	0	0	1	0	0	0	0	жигшил
loathe	1	0	1	0	0	1	0	0	0	0	жигших
loathing	0	0	1	0	0	1	0	0	0	0	үзэн ядах
loathsome	1	0	1	0	0	1	0	0	0	0	зэвүүн
lobby	0	0	0	0	0	0	0	0	0	0	лобби
lobbyist	0	0	0	0	0	1	0	0	0	0	лоббичин
lobe	0	0	0	0	0	0	0	0	0	0	дэлбээ
local	0	0	0	0	0	0	0	0	0	0	орон нутгийн
locale	0	0	0	0	0	0	0	0	0	0	нутаг дэвсгэр
locality	0	0	0	0	0	0	0	0	0	0	нутаг дэвсгэр
localization	0	0	0	0	0	0	0	0	0	0	нутагшуулах
localize	0	1	0	0	0	0	0	0	0	0	нутагшуулах
locate	0	0	0	0	0	0	0	0	0	0	олох
location	0	0	0	0	0	0	0	0	0	0	байршил
loch	0	0	0	0	0	0	0	0	0	0	Лох
lock	0	0	0	0	0	0	0	0	0	0	цоож
locker	0	0	0	0	0	0	0	0	0	0	шүүгээ
locksmith	0	0	0	0	0	0	0	0	0	0	слесарь
lockup	0	0	0	1	0	1	0	1	0	0	хорих
locomotion	0	0	0	0	0	0	0	0	0	0	хөдөлгөөн
locomotive	0	0	0	0	0	0	0	0	0	0	зүтгүүр
locust	0	0	0	1	0	1	0	0	0	0	царцаа
lodge	0	0	0	0	0	0	0	0	0	0	буудал
lodger	0	0	0	0	0	0	0	0	0	0	түрээслэгч
lodging	0	0	0	0	0	0	0	0	0	1	буудал
loft	0	0	0	0	0	0	0	0	0	0	дээврийн хөндий
lofty	0	0	0	0	0	1	0	0	0	0	ихэмсэг
log	0	0	0	0	0	0	0	0	0	0	бүртгэл
logarithm	0	0	0	0	0	0	0	0	0	0	логарифм
logarithmic	0	0	0	0	0	0	0	0	0	0	логарифм
logic	0	0	0	0	0	0	0	0	0	0	логик
logical	0	0	0	0	0	0	1	0	0	0	логик
logistics	0	0	0	0	0	0	0	0	0	0	логистик
logotype	0	0	0	0	0	0	0	0	0	0	логотип
loin	0	0	0	0	0	0	0	0	0	0	бэлхүүс
lollipop	0	0	0	0	0	0	0	0	0	0	амтат чихэр
lone	0	0	0	0	0	0	0	1	0	0	ганцаардсан
loneliness	0	0	0	1	0	1	0	1	0	0	ганцаардал
lonely	1	0	1	1	0	1	0	1	0	0	ганцаардмал
lonesome	0	0	0	0	0	1	0	1	0	0	ганцаардмал
long	0	1	0	0	0	0	0	0	0	0	урт
longevity	0	0	0	0	0	0	1	0	0	0	урт наслалт
longing	0	1	0	0	0	0	0	1	0	0	хүсэл
longitude	0	0	0	0	0	0	0	0	0	0	уртраг
longitudinal	0	0	0	0	0	0	0	0	0	0	уртааш
longitudinally	0	0	0	0	0	0	0	0	0	0	уртын дагуу
loo	0	0	1	0	0	1	0	0	0	0	лоо
lookout	0	0	0	0	0	0	0	0	0	0	ажиглагч
loom	0	1	0	1	0	1	0	0	0	0	нэхмэлийн машин
looming	0	0	0	0	0	0	0	0	0	0	ойртож байна
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	тэнэг
loop	0	0	0	0	0	0	0	0	0	0	гогцоо
loophole	0	0	0	0	0	0	0	0	0	0	цоорхой
loosen	0	0	0	0	0	0	0	0	0	0	суллах
loosening	0	0	0	0	0	0	0	0	0	0	сулрах
loot	0	0	0	0	0	1	0	0	0	0	олз
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	хазайсан
lord	0	0	1	0	0	1	1	0	0	1	эзэн
lords	0	0	0	0	0	0	0	0	0	0	ноёд
lordship	0	0	0	0	0	0	1	0	0	0	ноёнтон
lore	0	0	0	0	0	0	0	0	0	0	танин мэдэхүй
lorry	0	0	0	0	0	0	0	0	0	0	ачааны машин
lose	1	0	1	1	0	1	0	1	1	0	алдах
losing	1	0	0	0	0	1	0	1	0	0	алдаж байна
loss	1	0	0	1	0	1	0	1	0	0	алдагдал
lost	0	0	0	0	0	1	0	1	0	0	алдсан
lot	0	0	0	0	0	0	0	0	0	0	их
lotion	0	0	0	0	0	0	0	0	0	0	тос
lots	0	0	0	0	0	0	0	0	0	0	маш олон
lottery	0	1	0	0	0	0	0	0	0	0	сугалаа
lotto	0	0	0	0	0	0	0	0	0	0	сугалаа
loud	0	0	0	0	0	0	0	0	0	0	чанга
loudly	0	0	0	0	0	0	0	0	0	0	чангаар
loudness	1	0	0	0	0	1	0	0	0	0	чанга
lounge	0	0	0	0	0	1	0	0	0	0	амралтын өрөө
louse	0	0	1	0	0	1	0	0	0	0	бөөс
lovable	0	0	0	0	1	0	1	0	0	1	хайрт
love	0	0	0	0	1	0	1	0	0	0	хайр
lovely	0	1	0	0	1	0	1	1	1	1	хөөрхөн
lovemaking	0	0	0	0	1	0	1	0	0	1	Хайрыг бий болгох
lover	0	1	0	0	1	0	1	0	0	1	амраг
loving	0	0	0	0	1	0	1	0	0	1	хайртай
lower	0	0	0	0	0	1	0	1	0	0	доогуур
lowering	0	0	0	0	0	1	0	0	0	0	бууруулах
lowest	0	0	0	0	0	1	0	1	0	0	хамгийн бага
lowlands	0	0	0	0	0	1	0	0	0	0	нам дор газар
lowly	0	0	0	0	0	1	0	1	0	0	доогуур
loyal	0	0	0	1	1	0	1	0	1	1	үнэнч
loyalty	0	0	0	0	0	0	1	0	0	1	үнэнч байдал
lubricate	0	0	0	0	0	0	0	0	0	0	тослох
lubrication	0	0	0	0	0	0	0	0	0	0	тосолгооны материал
luck	0	1	0	0	1	0	1	0	1	0	аз
lucky	0	0	0	0	1	0	1	0	1	0	азтай
ludicrous	0	0	0	0	0	1	0	0	0	0	инээдтэй
lug	0	0	0	0	0	0	0	0	0	0	луг
luggage	0	0	0	0	0	0	0	0	0	0	ачаа тээш
lull	0	1	0	0	0	0	0	0	0	0	нам гүм
lullaby	0	0	0	0	0	0	0	0	0	0	бүүвэйн дуу
lumbar	0	0	0	0	0	0	0	0	0	0	бүсэлхийн
lumber	0	0	0	0	0	0	0	0	0	0	модон материал
lumbering	0	0	0	0	0	1	0	0	0	0	мод бэлтгэх
luminescent	0	0	0	0	0	0	0	0	0	0	гэрэлтдэг
luminous	0	0	0	0	0	0	0	0	0	0	гэрэлтдэг
lump	0	0	0	0	0	1	0	0	0	0	бөөн
lumpy	0	0	1	0	0	1	0	0	0	0	бөөгнөрсөн
lunacy	1	0	1	1	0	1	0	1	0	0	галзуурал
lunar	0	0	0	0	0	0	0	0	0	0	сар
lunatic	1	0	1	1	0	1	0	0	0	0	галзуу
lunch	0	0	0	0	0	0	0	0	0	0	үдийн хоол
luncheon	0	0	0	0	0	0	0	0	0	0	үдийн хоол
lunge	0	0	0	0	0	0	0	0	1	0	уушиг
lungs	0	0	0	0	0	0	0	0	0	0	уушиг
lurch	0	0	0	0	0	1	0	0	0	0	тонгойх
lure	0	0	0	0	0	1	0	0	0	0	төөрөгдөл
lurid	0	0	1	0	0	1	0	0	0	0	аймшигт
lurk	0	0	0	0	0	1	0	0	0	0	нуугдах
lurking	0	0	0	0	0	1	0	0	0	0	нуугдаж байна
luscious	0	1	0	0	1	0	1	0	0	0	амттай
lush	0	0	1	0	0	1	0	1	0	0	өтгөн
lust	0	1	0	0	0	1	0	0	0	0	хүсэл тачаал
luster	0	0	0	0	1	0	1	0	0	0	гялбаа
lustful	0	0	0	0	0	1	0	0	0	0	шуналтай
lustrous	0	0	0	0	0	0	1	0	0	0	гялалзсан
lusty	0	0	1	0	0	0	0	0	0	0	тачаангуй
lute	0	0	0	0	0	0	0	0	0	0	лют
luxuriant	0	0	0	0	0	0	1	0	0	0	тансаг
luxurious	0	0	0	0	1	0	1	0	0	0	тансаг
luxury	0	0	0	0	1	0	1	0	0	0	тансаг байдал
lying	1	0	1	0	0	1	0	0	0	0	худлаа
lymph	0	0	0	0	0	0	0	0	0	0	лимф
lymphatic	0	0	0	0	0	0	0	0	0	0	лимфийн
lynch	1	0	1	1	0	1	0	1	0	0	Линч
lynx	0	0	0	0	0	0	0	0	0	0	шилүүс
lyre	0	0	0	0	1	0	1	0	0	0	лир
lyric	0	0	0	0	0	0	0	0	0	0	уянгын үг
lyrical	0	0	0	0	1	0	1	0	0	0	уянгын
mace	0	0	0	1	0	1	0	0	0	0	бороохой
machine	0	0	0	0	0	0	0	0	0	1	машин
machinery	0	0	0	0	0	0	0	0	0	0	машин механизм
machinist	0	0	0	0	0	0	0	0	0	0	машинист
mackerel	0	0	0	0	0	0	0	0	0	0	макрель
mad	1	0	1	1	0	1	0	1	0	0	галзуу
