English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sinhala Word
manhood	0	0	0	0	0	0	1	0	0	0	පිරිමිකම
mania	0	0	0	0	0	1	0	0	0	0	උන්මාදය
maniac	1	0	0	1	0	1	0	0	0	0	උන්මත්තකයෙක්
maniacal	0	0	0	0	0	1	0	0	0	0	උන්මාදනීය
manicure	0	0	0	0	0	0	0	0	0	0	ෙමනිකිෙයෝ
manifest	0	0	0	0	0	0	0	0	0	0	ප්‍රකාශිතය
manifestation	0	0	0	1	0	0	0	0	0	0	ප්රකාශනය
manifested	0	0	0	0	0	0	1	0	0	0	ප්‍රකාශිතය
manifestly	0	0	0	0	0	0	0	0	0	0	පැහැදිලිවම
manifesto	0	0	0	0	0	0	0	0	0	0	ප්රකාශනය
manifold	0	0	0	0	0	0	0	0	0	0	බහුවිධ
manipulate	0	0	0	0	0	1	0	0	0	0	හැසිරවීම
manipulation	1	0	0	1	0	1	0	0	0	0	හැසිරවීම
mankind	0	0	0	0	0	0	0	0	0	0	මානව වර්ගයා
manly	0	0	0	0	0	0	1	0	0	0	පුරුෂ සම්පන්න
manna	0	0	0	0	0	0	1	0	0	0	මන්නා
manner	0	0	0	0	0	0	0	0	0	0	ආකාරයෙන්
mannered	0	0	0	0	0	0	1	0	0	0	විනීත
manners	0	0	0	0	0	0	1	0	0	0	පුරුදු
manor	0	0	0	0	0	0	0	0	0	0	මැනර්
mansion	0	0	0	0	0	0	0	0	0	0	මන්දිරය
manslaughter	1	0	1	1	0	1	0	1	1	0	මනුෂ්ය ඝාතනය
mantle	0	0	0	0	0	0	0	0	0	0	මැන්ටලය
manual	0	0	0	0	0	0	0	0	0	1	අත්පොත
manufacture	0	0	0	0	0	0	0	0	0	0	නිෂ්පාදනය
manufacturer	0	0	0	0	0	0	1	0	0	0	නිෂ්පාදක
manure	0	0	1	0	0	1	0	0	0	0	පොහොර
manuscript	0	0	0	0	0	0	0	0	0	0	අත් පිටපත
map	0	0	0	0	0	0	0	0	0	0	සිතියම
mar	0	0	0	0	0	1	0	0	0	0	mar
marble	0	0	0	0	0	0	0	0	0	0	කිරිගරුඬ
marbled	0	0	0	0	0	0	0	0	0	0	කිරිගරුඬ
marbles	0	0	0	0	0	0	0	0	0	0	කිරිගරුඬ
march	0	0	0	0	0	0	1	0	0	0	මාර්තු
mare	0	0	0	0	0	0	0	0	0	0	මාරයා
margin	0	0	0	0	0	1	0	1	0	0	ආන්තිකය
marginal	0	0	0	0	0	0	0	0	0	0	ආන්තික
marijuana	0	0	0	0	0	0	0	0	0	0	මරිජුවානා
marine	0	0	0	0	0	0	0	0	0	1	සමුද්ර
mariner	0	0	0	0	0	0	0	0	0	0	නාවිකයා
maritime	0	0	0	0	0	0	0	0	0	0	නාවික
mark	0	0	0	0	0	0	0	0	0	0	ලකුණ
marked	0	0	0	0	0	0	1	0	0	0	සලකුණු කර ඇත
market	0	0	0	0	0	0	0	0	0	0	වෙලඳපොල
marketable	0	0	0	0	0	0	1	0	0	0	අලෙවි කළ හැකි
marketplace	0	0	0	0	0	0	0	0	0	0	වෙළඳපොළ
marks	0	0	0	0	0	0	0	0	0	0	ලකුණු
marl	0	0	0	0	0	0	0	0	0	0	marl
marmalade	0	0	0	0	0	0	0	0	0	0	මාමලේඩ්
maroon	0	0	0	0	0	1	0	0	0	0	මෙරූන්
marquee	0	0	0	0	0	0	0	0	0	0	මාර්ක්වි
marquis	0	0	0	0	0	0	1	0	0	0	මාක්විස්
marriage	0	1	0	0	1	0	1	0	0	1	විවාහ
married	0	0	0	0	0	0	0	0	0	0	විවාහකයි
marrow	0	0	0	0	1	0	1	0	0	1	ඇටමිදුළු
marry	0	1	0	1	1	0	1	0	1	1	විවාහ වෙනවා
marsh	0	0	0	0	0	0	0	0	0	0	වගුරු බිම්
marshal	0	0	0	0	0	0	1	0	0	1	මාෂල්
mart	0	0	0	0	0	0	0	0	0	0	mart
martial	1	0	0	0	0	0	0	0	0	0	යුධ
martingale	0	0	0	0	0	1	0	0	0	0	මාටින්ගේල්
martyr	0	0	0	1	0	1	0	1	0	0	දිවි පිදූ
martyrdom	0	0	0	1	0	1	0	1	0	0	දිවි පිදීම
marvel	0	0	0	0	0	0	1	0	1	0	පුදුමයි
marvelous	0	0	0	0	1	0	1	0	0	0	පුදුම සහගතයි
marvelously	0	0	0	0	1	0	1	0	0	0	පුදුම සහගත ලෙස
masculine	0	0	0	0	0	0	1	0	0	0	පිරිමි
masculinity	0	0	0	0	0	0	0	0	0	0	පිරිමිකම
mash	0	0	0	0	0	0	0	0	0	0	මෑෂ්
mask	0	0	0	0	0	0	0	0	0	0	වෙස් මුහුණ
masochism	1	0	1	1	0	1	0	0	0	0	මැසොකිස්වාදය
mason	0	0	0	0	0	0	0	0	0	0	පෙදරේරු
masquerade	0	0	0	0	0	0	0	0	0	0	වෙස් මුහුණු
mass	0	0	0	0	0	0	0	0	0	0	ස්කන්ධය
massacre	1	0	1	1	0	1	0	1	0	0	සමූල ඝාතනය
massage	0	0	0	0	1	0	1	0	0	0	සම්බාහනය
massive	0	0	0	0	0	0	0	0	0	0	දැවැන්ත
master	0	0	0	0	0	0	1	0	0	0	ස්වාමියා
mastermind	0	0	0	0	0	0	0	0	0	0	මහ මොළකරු
masterpiece	0	0	0	0	1	0	1	0	0	0	විශිෂ්ඨ නිර්මාණය
mastery	1	0	0	0	1	0	1	0	0	1	නිපුණත්වය
masturbate	0	0	0	0	0	0	0	0	0	0	ස්වයං වින්දනයේ යෙදෙනවා
masturbation	0	0	0	0	0	0	0	0	0	0	ස්වයං වින්දනය
mat	0	0	0	0	0	0	0	0	0	0	පැදුරු
match	0	0	0	0	0	0	0	0	0	0	තරගය
matching	0	0	0	0	0	0	0	0	0	0	ගැලපීම
matchmaker	0	1	0	0	0	0	0	0	0	0	matchmaker
mate	0	0	0	0	0	0	1	0	0	1	සහකරු
material	0	0	0	0	0	0	0	0	0	0	ද්රව්ය
materialism	0	0	0	0	0	1	0	0	0	0	භෞතිකවාදය
materialist	0	0	1	0	0	1	0	0	0	0	භෞතිකවාදී
materialistic	0	0	0	0	0	0	0	0	0	0	භෞතිකවාදී
materiality	0	0	0	0	0	0	0	0	0	0	ද්රව්යමය
materialize	0	0	0	0	0	0	0	0	0	0	ද්‍රව්‍ය බවට පත් කරයි
materially	0	0	0	0	0	0	0	0	0	0	ද්රව්යමය වශයෙන්
materials	0	0	0	0	0	0	0	0	0	0	ද්රව්ය
materiel	0	0	0	0	0	0	0	0	0	0	ද්රව්ය
maternal	0	1	0	0	0	1	1	0	0	0	මාතෘ
maternity	0	0	0	0	0	0	0	0	0	0	මාතෘත්වය
mathematical	0	0	0	0	0	0	0	0	0	1	ගණිතමය
mathematician	0	0	0	0	0	0	0	0	0	0	ගණිතඥයා
mathematics	0	0	0	0	0	0	0	0	0	0	ගණිතය
matriculation	0	0	0	0	0	0	0	0	0	0	matriculation
matrimony	0	1	0	0	1	0	1	0	0	1	විවාහය
matrix	0	0	0	0	0	0	0	0	0	0	matrix
matron	0	0	0	0	0	0	1	0	0	1	මේට්‍රන්
matted	0	0	0	0	0	0	0	0	0	0	matted
matter	0	0	0	0	0	0	0	0	0	0	කාරණය
matting	0	0	0	0	0	0	0	0	0	0	මැට් කිරීම
mattress	0	0	0	0	0	0	0	0	0	0	මෙට්ටය
maturation	0	0	0	0	0	0	0	0	0	0	පරිණත වීම
maturity	0	0	0	0	0	0	0	0	0	0	පරිණතභාවය
mausoleum	0	0	0	0	0	0	0	1	0	0	සොහොන් ගෙය
mauve	0	0	0	0	0	0	0	0	0	0	mauve
maxim	0	0	0	0	0	0	0	0	0	1	උපරිම
maximum	0	0	0	0	0	0	1	0	0	0	උපරිම
mayor	0	0	0	0	0	0	1	0	0	0	නගරාධිපති
maze	0	0	0	0	0	0	0	0	0	0	වංකගිරිය
mead	0	0	0	0	0	0	0	0	0	0	මීඩ්
meadow	0	0	0	0	0	0	1	0	0	0	තණබිම්
meal	0	0	0	0	0	0	0	0	0	0	ආහාර වේලක්
meander	0	0	0	0	0	0	0	0	0	0	වංගුව
meandering	0	0	0	0	0	1	0	0	0	0	දඟලනවා
meaning	0	0	0	0	0	0	0	0	0	0	අර්ථය
meaningless	0	0	0	0	0	1	0	1	0	0	තේරුමක් නැති
means	0	0	0	0	0	0	0	0	0	0	යන්නෙන් අදහස් වේ
meantime	0	0	0	0	0	0	0	0	0	0	මේ අතර
measles	0	0	1	1	0	1	0	1	0	0	සරම්ප
measurable	0	0	0	0	0	0	0	0	0	0	මැනිය හැකි
measure	0	0	0	0	0	0	0	0	0	1	මැනීම
measured	0	0	0	0	0	0	1	0	0	1	මනින ලදී
measurement	0	0	0	0	0	0	0	0	0	0	මැනීම
measuring	0	0	0	0	0	0	0	0	0	0	මැනීම
meat	0	0	0	0	0	0	0	0	0	0	මස්
mechanic	0	0	0	0	0	0	0	0	0	0	යාන්ත්රික
mechanical	0	0	0	0	0	0	0	0	0	0	යාන්ත්රික
mechanism	0	0	0	0	0	0	0	0	0	0	යාන්ත්රණය
medal	0	1	0	0	1	0	1	0	1	1	පදක්කම
medallion	0	0	0	0	0	0	0	0	0	0	පදක්කම
medallist	0	0	0	0	0	0	0	0	0	0	පදක්කම්ලාභී
meddle	1	0	0	0	0	1	0	0	0	0	මැදිහත් වීම
meddling	0	0	0	0	0	0	0	0	0	0	මැදිහත් වීම
media	0	0	0	0	0	0	0	0	0	0	මාධ්ය
medial	0	0	0	0	0	0	0	0	0	0	මධ්යස්ථ
median	0	0	0	0	0	0	0	0	0	0	මධ්යන්ය
mediate	0	1	0	0	0	0	1	0	0	1	මැදිහත් වෙනවා
mediation	0	0	0	0	0	0	1	0	0	0	මැදිහත් වීම
mediator	0	1	0	0	0	0	1	0	0	1	මැදිහත්කරු
medical	0	1	0	1	0	0	1	0	0	1	වෛද්ය
medicinal	0	0	0	0	0	0	0	0	0	0	ඖෂධීය
medicine	0	0	0	0	0	0	0	0	0	0	ඖෂධය
medieval	0	0	0	0	0	0	0	0	0	0	මධ්යකාලීන
mediocre	0	0	0	0	0	1	0	0	0	0	මධ්යස්ථ
mediocrity	0	0	0	0	0	1	0	0	0	0	මධ්යස්ථභාවය
meditate	0	1	0	0	1	0	1	0	0	1	භාවනා කරනවා
meditation	0	0	0	0	0	0	0	0	0	0	භාවනාව
meditative	0	0	0	0	0	0	0	0	0	0	භාවනාමය
mediterranean	0	0	0	0	0	0	1	0	0	0	මධ්යධරණී
medium	0	0	0	0	0	0	0	0	0	0	මධ්යම
medley	0	0	0	0	0	0	1	0	0	0	මිශ්‍ර
meek	0	0	0	0	0	0	0	1	0	0	නිහතමානී
meet	0	0	0	0	0	0	0	0	0	0	හමුවෙනවා
meeting	0	0	0	0	0	0	0	0	0	0	රැස්වීම
melancholic	0	0	0	0	0	1	0	1	0	0	melancholic
melancholy	0	0	0	0	0	1	0	1	0	0	මලානික බව
melee	0	0	0	1	0	1	0	0	0	0	හුටපටය
melodious	0	0	0	0	0	0	0	0	0	0	මධුර
melodrama	1	0	0	0	0	1	0	1	0	0	තනු නිර්මාණය
melodramatic	0	0	0	0	0	0	0	0	0	0	melodramatic
melody	0	0	0	0	0	0	0	0	0	0	තනු නිර්මාණය
melt	0	0	0	0	0	0	0	0	0	0	දිය වෙනවා
meltdown	0	0	0	0	0	1	0	1	0	0	දියවීම
melting	0	0	0	0	0	0	0	0	0	0	දියවීම
member	0	0	0	0	0	0	0	0	0	0	සාමාජික
membrane	0	0	0	0	0	0	0	0	0	0	පටලය
memento	0	0	0	0	0	0	1	0	0	0	සිහිවටන
memo	0	0	0	0	0	0	0	0	0	0	මතක සටහන්
memoir	0	0	0	0	0	0	0	0	0	0	මතක සටහන්
memorabilia	0	0	0	0	0	0	0	0	0	0	සිහිවටන
memorable	0	0	0	0	1	0	1	0	1	1	අමතක නොවන
memorandum	0	0	0	0	0	0	0	0	0	0	සංදේශය
memorial	0	0	0	0	0	0	0	0	0	0	ස්මාරකය
memorials	0	0	0	0	0	0	0	1	0	0	ස්මාරක
memorize	0	0	0	0	0	0	0	0	0	0	කටපාඩම් කරනවා
memory	0	0	0	0	0	0	0	0	0	0	මතකය
menace	1	0	0	1	0	1	0	0	0	0	උවදුර
menacing	1	0	0	1	0	1	0	0	0	0	තර්ජනාත්මකයි
menagerie	0	0	0	0	0	0	0	0	0	0	ආහාර ගබඩාව
mend	0	0	0	0	0	0	0	0	0	0	හදන්න
mending	0	0	0	0	0	0	1	0	0	0	අලුත්වැඩියා කිරීම
menial	0	0	0	0	0	1	0	0	0	0	පහත්
meniscus	0	0	0	0	0	0	0	0	0	0	meniscus
menses	0	0	0	0	0	0	1	0	0	0	ඔසප් වීම
menstrual	0	0	0	0	0	0	0	0	0	0	ඔසප් වීම
mental	0	0	0	0	0	0	0	0	0	0	මානසික
mention	0	0	0	0	0	0	0	0	0	0	සඳහන් කරන්න
mentor	0	0	0	0	0	0	1	0	0	1	උපදේශකයා
menu	0	0	0	0	0	0	0	0	0	0	මෙනු
meow	0	0	0	0	0	0	0	0	0	0	මියාව්
mercantile	0	0	0	0	0	0	0	0	0	0	වෙළඳ කටයුතු
mercenary	0	0	0	1	0	1	0	0	0	0	කුලී හේවායා
merchandise	0	0	0	0	0	0	0	0	0	0	වෙළඳ භාණ්ඩ
merchant	0	0	0	0	0	0	0	0	0	1	වෙළෙන්දා
merciful	0	0	0	0	0	0	1	0	0	0	දයාවන්ත ය
merciless	0	0	0	1	0	1	0	0	0	0	අනුකම්පා විරහිත
mercurial	0	0	0	0	0	0	0	0	0	0	රසදිය
mercy	0	0	0	0	0	0	1	0	0	0	දයාව
mere	0	0	0	0	0	0	0	0	0	0	හුදෙක්
merge	0	1	0	0	0	0	1	0	0	0	ඒකාබද්ධ කරන්න
meridian	0	0	0	0	0	0	0	0	0	0	මැරිඩියන්
meridional	0	0	0	0	0	0	0	0	0	0	මධ්යස්ථ
merit	0	0	0	0	0	0	1	0	0	1	කුසල්
meritorious	0	0	0	0	1	0	1	0	0	1	කුසල් ඇති
mermaid	0	0	0	0	0	0	0	0	0	0	සුරංගනාවිය
merriment	0	0	0	0	1	0	1	0	1	0	ප්රීතිය
merry	0	0	0	0	1	0	1	0	0	0	සතුටුයි
mesa	0	0	0	0	0	0	0	0	0	0	මේසා
mesh	0	0	0	0	0	0	0	0	0	0	දැලක්
meshes	0	0	0	0	0	0	0	0	0	0	දැල්
mesmerized	0	0	0	0	0	0	0	0	0	0	විස්මයට පත් විය
mess	0	0	1	0	0	1	0	0	0	0	අවුල්
message	0	0	0	0	0	0	0	0	0	0	පණිවුඩය
messenger	0	0	0	0	0	0	0	0	0	1	පණිවිඩකරුවා
messy	0	0	1	0	0	1	0	0	0	0	අවුල්
metabolism	0	0	0	0	0	0	0	0	0	0	පරිවෘත්තීය
metal	0	0	0	0	0	0	0	0	0	0	ලෝහ
metallurgy	0	0	0	0	0	0	0	0	0	0	ලෝහ විද්යාව
metamorphosis	0	0	0	0	0	0	0	0	0	0	පරිවෘත්තීය
metaphor	0	0	0	0	0	0	0	0	0	0	රූපක
metaphorical	0	0	0	0	0	0	0	0	0	0	රූපක
metaphysical	0	0	0	0	0	0	0	0	0	0	පාරභෞතික
metaphysics	0	0	0	0	0	0	0	0	0	0	පාරභෞතික විද්යාව
metastasis	0	0	0	0	0	1	0	0	0	0	metastasis
meteor	0	0	0	0	0	0	0	0	0	0	උල්කාපාතය
meteoric	0	0	0	0	0	0	0	0	0	0	උල්කාපාත
meteorite	0	0	0	0	0	0	0	0	0	0	උල්කාපාතය
meteorological	0	0	0	0	0	0	0	0	0	0	කාලගුණ විද්යාත්මක
meteorology	0	0	0	0	0	0	0	0	0	0	කාලගුණ විද්යාව
meter	0	0	0	0	0	0	0	0	0	0	මීටර්
methanol	0	0	0	0	0	1	0	0	0	0	මෙතනෝල්
method	0	0	0	0	0	0	0	0	0	0	ක්රමය
methodical	0	0	0	0	0	0	0	0	0	0	ක්රමානුකූල
meticulous	0	0	0	0	0	0	0	0	0	0	සූක්ෂම
metric	0	0	0	0	0	0	0	0	0	0	මෙට්රික්
metrical	0	0	0	0	0	0	0	0	0	0	මෙට්රික්
metrology	0	0	0	0	0	0	0	0	0	0	මිනුම් විද්යාව
metropolis	0	0	0	0	0	0	0	0	0	0	අගනගරය
metropolitan	0	0	0	0	0	0	1	0	0	0	අගනගරය
mettle	0	0	0	0	0	0	1	0	0	0	දක්ෂයි
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	මයිකා
mick	0	0	0	0	0	0	0	0	0	0	මික්
microbe	0	0	0	0	0	0	0	0	0	0	ක්ෂුද්ර ජීවීන්
microbiology	0	0	0	0	0	0	0	0	0	0	ක්ෂුද්ර ජීව විද්යාව
microcosm	0	0	0	0	0	0	0	0	0	0	ක්ෂුද්ර ජීවීන්
microgram	0	0	0	0	0	0	0	0	0	0	මයික්රොග්රෑම්
micrometer	0	0	0	0	0	0	0	0	0	0	මයික්රොමීටරය
micron	0	0	0	0	0	0	0	0	0	0	මයික්රෝන
microphone	0	0	0	0	0	0	0	0	0	0	මයික්රෆෝනය
microscope	0	0	0	0	0	0	0	0	0	1	අන්වීක්ෂය
microscopic	0	0	0	0	0	0	0	0	0	0	අන්වීක්ෂීය
microscopically	0	0	0	0	0	0	0	0	0	0	අන්වීක්ෂීය
microscopy	0	0	0	0	0	0	1	0	0	0	අන්වීක්ෂය
mid	0	0	0	0	0	0	0	0	0	0	මැද
midday	0	0	0	0	0	0	0	0	0	0	දවල්
middle	0	0	0	0	0	0	0	0	0	0	මැද
middleman	0	0	0	0	0	0	0	0	0	0	අතරමැදියා
midland	0	0	0	0	0	0	0	0	0	0	මැදරට
midnight	0	0	0	0	0	0	0	0	0	0	මධ්යම රාත්රිය
midst	0	0	0	0	0	0	0	0	0	0	මැද
midsummer	0	0	0	0	0	0	0	0	0	0	මැද ගිම්හානය
midway	0	0	0	0	0	0	0	0	0	0	මැද මාවත
midwife	0	1	0	0	1	1	1	0	0	1	වින්නඹු මාතාව
midwifery	0	0	0	0	0	0	1	0	0	0	වින්නඹු මාතාව
mien	0	0	0	0	0	0	0	0	0	0	මියන්
mighty	1	0	0	1	1	0	1	0	0	1	බලවත්
migrate	0	0	0	0	0	0	0	0	0	0	සංක්රමණය
migration	0	0	0	0	0	0	0	0	0	0	සංක්රමණය
migratory	0	0	0	0	0	0	0	0	0	0	සංක්රමණික
mike	0	0	0	0	0	0	0	0	0	0	මයික්
mildew	0	0	1	0	0	1	0	0	0	0	කෝණාකාර
mile	0	0	0	0	0	0	0	0	0	0	සැතපුම්
mileage	0	0	0	0	0	0	0	0	0	0	සැතපුම් ගණන
milestone	0	0	0	0	0	0	0	0	0	0	සන්ධිස්ථානයක්
militant	0	0	0	0	0	0	0	0	0	0	සටන්කාමී
military	0	0	0	1	0	0	0	0	0	0	යුද
militia	1	0	0	1	0	1	0	1	0	0	මිලීෂියාව
milk	0	0	0	0	0	0	0	0	0	0	කිරි
milky	0	0	0	0	0	0	0	0	0	0	කිරි සහිත
mill	0	1	0	0	0	0	0	0	0	0	මෝල්
millennium	0	0	0	0	0	0	0	0	0	0	සහස්‍ර
milligram	0	0	0	0	0	0	0	0	0	0	මිලිග්රෑම්
millimeter	0	0	0	0	0	0	0	0	0	0	මි.මී
million	0	0	0	0	0	0	0	0	0	0	මිලියන
millionaire	0	0	0	0	0	0	0	0	0	0	කෝටිපතියෙක්
mime	0	0	0	0	0	0	1	0	0	0	mime
mimic	0	0	0	0	0	0	0	0	0	0	අනුකරණය කරන්න
mimicking	0	0	0	0	0	0	0	0	0	0	අනුකරණය කිරීම
mimicry	0	0	0	0	0	1	0	0	1	0	අනුකරණය
mind	0	0	0	0	0	0	0	0	0	0	මනස
minded	0	0	0	0	0	0	0	0	0	0	සිත් ඇති
mindful	0	0	0	0	0	0	1	0	0	0	කල්පනාවෙන් සිටින
mindfulness	0	0	0	0	0	0	1	0	0	0	සිහිය
mine	0	0	0	0	0	0	0	0	0	0	මගේ
miner	0	0	0	0	0	0	0	0	0	0	පතල් කම්කරුවා
mineral	0	0	0	0	0	0	0	0	0	0	ඛනිජ
mineralogy	0	0	0	0	0	0	0	0	0	0	ඛනිජ විද්යාව
mingle	0	0	0	0	0	0	0	0	0	0	මිශ්‍ර වෙනවා
mingled	0	0	0	0	0	0	0	0	0	0	මිශ්ර වී ඇත
miniature	0	0	0	0	0	0	0	0	0	0	කුඩා
minibus	0	0	0	0	0	0	0	0	0	0	කුඩා බස් රථය
minim	0	0	0	0	0	0	0	0	0	0	අවම
minimize	0	0	0	0	0	1	0	0	0	0	අවම කරන්න
minimum	0	0	0	0	0	1	0	0	0	0	අවම
minister	0	0	0	0	0	0	0	0	0	0	ඇමැති
ministerial	0	0	0	0	0	0	0	0	0	0	ඇමති
ministry	0	0	0	0	1	0	1	0	0	1	අමාත්යාංශ
minivan	0	0	0	0	0	0	0	0	0	0	කුඩා වෑන්
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	සුළු
minority	0	0	0	0	0	1	0	0	0	0	සුළුතරය
minstrel	0	0	0	0	0	0	0	0	0	0	minstrel
mint	0	0	0	0	0	0	0	0	0	0	මින්ට්
minuscule	0	0	0	0	0	0	0	0	0	0	කුඩා
minute	0	0	0	0	0	0	0	0	0	0	මිනිත්තුව
minutiae	0	0	0	0	0	0	0	0	0	0	කුඩා
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	ආශ්චර්යය
miraculous	0	0	0	0	1	0	1	0	1	0	ආශ්චර්යමත්
mirage	0	0	0	0	0	0	0	0	0	0	මිරිඟුව
mire	0	0	1	0	0	1	0	0	0	0	මඩ ගොහොරුව
mirror	0	0	0	0	0	0	0	0	0	0	කැඩපත
mirth	0	0	0	0	1	0	1	0	0	0	ප්රීතිය
misappropriation	0	0	0	0	0	0	0	0	0	0	අයථා පරිහරණය
misbehavior	1	0	1	0	0	1	0	0	1	0	වැරදි හැසිරීම
miscarriage	0	0	0	1	0	1	0	1	0	0	ගබ්සා වීම
miscellaneous	0	0	0	0	0	0	0	0	0	0	විවිධ
miscellany	0	0	0	0	0	0	0	0	0	0	විවිධ
mischief	0	0	0	0	0	1	0	0	0	0	දඟකාර
mischievous	0	0	0	0	0	1	0	0	0	0	දඟකාර
misconception	1	0	1	1	0	1	0	0	0	0	වැරදි වැටහීම
misconduct	0	0	1	0	0	1	0	0	0	0	විෂමාචාරය
misdemeanor	0	0	0	0	0	0	0	0	0	0	වැරදි හැසිරීම
miserable	1	0	1	0	0	1	0	1	0	0	කාලකන්නි
miserably	0	0	0	0	0	1	0	1	0	0	කාලකන්නි
misery	1	0	1	1	0	1	0	1	0	0	කාලකන්නි
misfortune	0	0	0	1	0	1	0	1	0	0	අවාසනාව
misguided	0	0	1	0	0	1	0	0	0	0	නොමග ගිය
mishap	0	0	1	1	0	1	0	1	1	0	අනතුරක්
misinformed	0	0	0	0	0	0	0	0	0	0	වැරදි තොරතුරු
misinterpretation	0	0	0	0	0	1	0	0	0	0	වැරදි අර්ථකථනය
mislead	1	0	0	1	0	1	0	0	0	1	නොමඟ යවනවා
misleading	1	0	1	0	0	1	0	0	0	0	නොමඟ යවන
mismanagement	0	0	0	0	0	1	0	0	0	0	වැරදි කළමනාකරණය
mismatch	0	0	0	0	0	1	0	0	0	0	නොගැලපීම
mismatched	0	0	0	0	0	0	0	0	0	0	නොගැලපෙන
misnomer	0	0	0	0	0	1	0	0	0	0	වැරදි නාමයක්
misplace	1	0	1	0	0	1	0	0	0	0	අස්ථානගත වීම
misplaced	0	0	0	0	0	1	0	0	0	0	අස්ථානගත වී ඇත
misrepresent	0	0	0	0	0	1	0	0	0	0	වැරදි ලෙස නිරූපණය කරයි
misrepresentation	0	0	0	0	0	1	0	1	0	0	වැරදි ලෙස නිරූපණය කිරීම
misrepresented	1	0	0	0	0	1	0	0	0	0	වැරදි ලෙස නිරූපණය කර ඇත
miss	0	0	0	0	0	0	0	0	0	0	මිස්
missile	0	0	0	1	0	0	0	0	0	0	මිසයිල
missing	0	0	0	1	0	1	0	1	0	0	අතුරුදහන්
mission	0	0	0	0	0	0	0	0	0	0	මෙහෙයුම
missionary	0	0	0	0	0	0	1	0	0	0	මිෂනාරි
misstatement	1	0	1	0	0	1	0	0	0	0	වැරදි ප්රකාශය
mist	0	0	0	0	0	0	0	0	0	0	මීදුම
mistake	0	0	0	0	0	1	0	1	0	0	වැරැද්ද
mistaken	0	0	0	1	0	1	0	0	0	0	වැරදියි
mister	0	0	0	0	0	0	0	0	0	0	මහත්මයා
mistress	1	0	1	0	0	1	0	0	0	0	අනියම් බිරිඳ
mistrust	0	0	1	1	0	1	0	0	0	0	අවිශ්වාසය
misty	0	0	0	0	0	0	0	0	0	0	මීදුම
misunderstand	0	0	0	0	0	1	0	0	0	0	වරදවා වටහා ගැනීම
misunderstanding	1	0	0	0	0	1	0	1	0	0	වැරදි අවබෝධය
misuse	0	0	0	0	0	1	0	0	0	0	අවභාවිතය
mite	0	0	1	0	0	1	0	0	0	0	මයිටා
miter	0	0	0	0	0	0	0	0	0	0	මිටර්
mitigation	0	0	0	0	0	0	0	0	0	0	අවම කිරීම
mix	0	0	0	0	0	0	0	0	0	0	මිශ්ර
mixed	0	0	0	0	0	0	0	0	0	0	මිශ්ර
mixture	0	0	0	0	0	0	0	0	0	0	මිශ්රණය
moan	0	0	0	1	0	0	0	1	0	0	විලාප දෙනවා
moat	0	0	0	0	0	0	0	0	0	1	දිය අගල
mob	1	0	0	1	0	1	0	0	0	0	මැර කල්ලිය
mobile	0	1	0	0	0	0	0	0	0	0	ජංගම දුරකථන
mobility	0	0	0	0	0	0	0	0	0	0	සංචලනය
mobilization	0	0	0	0	0	0	0	0	0	0	බලමුලු ගැන්වීම
mobilize	0	0	0	0	0	0	0	0	0	0	බලමුලු ගන්වන්න
mockery	0	0	1	0	0	1	0	0	0	0	සමච්චල් කිරීම
mocking	1	0	1	0	0	1	0	1	0	0	සමච්චල් කරනවා
modal	0	0	0	0	0	0	0	0	0	0	මාදිලිය
modality	0	0	0	0	0	0	0	0	0	0	මාදිලිය
mode	0	0	0	0	0	0	0	0	0	0	මාදිලිය
model	0	0	0	0	0	0	1	0	0	0	ආකෘතිය
modeler	0	0	0	0	0	0	0	0	0	0	ආකෘති නිර්මාණකරු
moderate	0	0	0	0	0	0	1	0	0	0	මධ්යස්ථ
moderately	0	0	0	0	0	0	0	0	0	0	මධ්යස්ථ
moderating	0	0	0	0	0	0	0	0	0	0	මධ්යස්ථ කිරීම
moderation	0	0	0	0	0	0	0	0	0	0	මධ්යස්ථ
moderator	0	0	0	0	0	0	1	0	0	1	උපපරිපාලක
modern	0	0	0	0	0	0	0	0	0	0	නූතන
modernism	0	0	0	0	0	0	0	0	0	0	නූතනවාදය
modest	0	0	0	0	0	0	1	0	0	1	නිහතමානී
modesty	0	0	0	0	0	0	1	0	0	0	නිහතමානීකම
modicum	0	0	0	0	0	0	0	0	0	0	මොඩිකම්
modifiable	0	0	0	0	0	0	0	0	0	0	වෙනස් කළ හැකි
modification	0	0	0	0	0	0	0	0	0	0	වෙනස් කිරීම
modified	0	0	0	0	0	0	0	0	0	0	වෙනස් කරන ලදී
modify	0	0	0	0	0	0	0	0	1	0	වෙනස් කරන්න
modulate	0	0	0	0	0	0	0	0	0	0	මොඩියුලේට්
modulation	0	0	0	0	0	0	0	0	0	0	මොඩියුලේෂන්
module	0	0	0	0	0	0	0	0	0	0	මොඩියුලය
modulus	0	0	0	0	0	0	0	0	0	0	මාපාංකය
